1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 3000000060373D21
Is Mission Active?  true
Mission Start:  Mon Aug 26 20:47:00 MDT 2024
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  1925
Total Samples:  4358
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/26/24, 8:47:00 PM,C,26.5
8/27/24, 1:02:00 AM,C,22.5
8/27/24, 5:17:00 AM,C,21.5
8/27/24, 9:32:00 AM,C,14
8/27/24, 1:47:00 PM,C,29.5
8/27/24, 6:02:00 PM,C,19
8/27/24, 10:17:00 PM,C,11
8/28/24, 2:32:00 AM,C,8
8/28/24, 6:47:00 AM,C,7
8/28/24, 11:02:00 AM,C,14
8/28/24, 3:17:00 PM,C,23.5
8/28/24, 7:32:00 PM,C,16.5
8/28/24, 11:47:00 PM,C,11.5
8/29/24, 4:02:00 AM,C,9.5
8/29/24, 8:17:00 AM,C,8.5
8/29/24, 12:32:00 PM,C,22
8/29/24, 4:47:00 PM,C,18
8/29/24, 9:02:00 PM,C,13
8/30/24, 1:17:00 AM,C,8.5
8/30/24, 5:32:00 AM,C,6
8/30/24, 9:47:00 AM,C,11.5
8/30/24, 2:02:00 PM,C,23
8/30/24, 6:17:00 PM,C,22
8/30/24, 10:32:00 PM,C,12
8/31/24, 2:47:00 AM,C,8.5
8/31/24, 7:02:00 AM,C,6.5
8/31/24, 11:17:00 AM,C,18.5
8/31/24, 3:32:00 PM,C,27
8/31/24, 7:47:00 PM,C,18.5
9/1/24, 12:02:00 AM,C,11.5
9/1/24, 4:17:00 AM,C,8.5
9/1/24, 8:32:00 AM,C,9.5
9/1/24, 12:47:00 PM,C,21
9/1/24, 5:02:00 PM,C,24.5
9/1/24, 9:17:00 PM,C,13.5
9/2/24, 1:32:00 AM,C,10
9/2/24, 5:47:00 AM,C,8.5
9/2/24, 10:02:00 AM,C,14
9/2/24, 2:17:00 PM,C,19
9/2/24, 6:32:00 PM,C,17
9/2/24, 10:47:00 PM,C,10
9/3/24, 3:02:00 AM,C,8.5
9/3/24, 7:17:00 AM,C,8
9/3/24, 11:32:00 AM,C,18
9/3/24, 3:47:00 PM,C,29
9/3/24, 8:02:00 PM,C,17.5
9/4/24, 12:17:00 AM,C,13
9/4/24, 4:32:00 AM,C,9.5
9/4/24, 8:47:00 AM,C,11
9/4/24, 1:02:00 PM,C,12
9/4/24, 5:17:00 PM,C,21
9/4/24, 9:32:00 PM,C,12
9/5/24, 1:47:00 AM,C,6.5
9/5/24, 6:02:00 AM,C,4.5
9/5/24, 10:17:00 AM,C,8
9/5/24, 2:32:00 PM,C,9.5
9/5/24, 6:47:00 PM,C,11
9/5/24, 11:02:00 PM,C,4.5
9/6/24, 3:17:00 AM,C,2.5
9/6/24, 7:32:00 AM,C,1
9/6/24, 11:47:00 AM,C,17
9/6/24, 4:02:00 PM,C,23.5
9/6/24, 8:17:00 PM,C,13
9/7/24, 12:32:00 AM,C,7.5
9/7/24, 4:47:00 AM,C,5
9/7/24, 9:02:00 AM,C,8
9/7/24, 1:17:00 PM,C,21
9/7/24, 5:32:00 PM,C,17.5
9/7/24, 9:47:00 PM,C,9.5
9/8/24, 2:02:00 AM,C,7
9/8/24, 6:17:00 AM,C,6
9/8/24, 10:32:00 AM,C,12.5
9/8/24, 2:47:00 PM,C,23
9/8/24, 7:02:00 PM,C,16.5
9/8/24, 11:17:00 PM,C,10.5
9/9/24, 3:32:00 AM,C,8.5
9/9/24, 7:47:00 AM,C,7.5
9/9/24, 12:02:00 PM,C,13
9/9/24, 4:17:00 PM,C,18.5
9/9/24, 8:32:00 PM,C,13
9/10/24, 12:47:00 AM,C,10
9/10/24, 5:02:00 AM,C,7.5
9/10/24, 9:17:00 AM,C,10.5
9/10/24, 1:32:00 PM,C,14
9/10/24, 5:47:00 PM,C,10
9/10/24, 10:02:00 PM,C,7
9/11/24, 2:17:00 AM,C,6.5
9/11/24, 6:32:00 AM,C,4
9/11/24, 10:47:00 AM,C,13.5
9/11/24, 3:02:00 PM,C,23.5
9/11/24, 7:17:00 PM,C,10
9/11/24, 11:32:00 PM,C,6
9/12/24, 3:47:00 AM,C,5
9/12/24, 8:02:00 AM,C,4.5
9/12/24, 12:17:00 PM,C,17.5
9/12/24, 4:32:00 PM,C,21
9/12/24, 8:47:00 PM,C,11.5
9/13/24, 1:02:00 AM,C,8
9/13/24, 5:17:00 AM,C,6
9/13/24, 9:32:00 AM,C,9.5
9/13/24, 1:47:00 PM,C,22.5
9/13/24, 6:02:00 PM,C,17
9/13/24, 10:17:00 PM,C,9.5
9/14/24, 2:32:00 AM,C,6.5
9/14/24, 6:47:00 AM,C,5
9/14/24, 11:02:00 AM,C,11
9/14/24, 3:17:00 PM,C,23.5
9/14/24, 7:32:00 PM,C,16
9/14/24, 11:47:00 PM,C,9
9/15/24, 4:02:00 AM,C,6.5
9/15/24, 8:17:00 AM,C,6.5
9/15/24, 12:32:00 PM,C,17
9/15/24, 4:47:00 PM,C,11
9/15/24, 9:02:00 PM,C,7.5
9/16/24, 1:17:00 AM,C,5.5
9/16/24, 5:32:00 AM,C,4
9/16/24, 9:47:00 AM,C,9
9/16/24, 2:02:00 PM,C,15
9/16/24, 6:17:00 PM,C,12
9/16/24, 10:32:00 PM,C,7
9/17/24, 2:47:00 AM,C,5
9/17/24, 7:02:00 AM,C,4.5
9/17/24, 11:17:00 AM,C,15
9/17/24, 3:32:00 PM,C,11
9/17/24, 7:47:00 PM,C,6
9/18/24, 12:02:00 AM,C,3.5
9/18/24, 4:17:00 AM,C,2
9/18/24, 8:32:00 AM,C,2
9/18/24, 12:47:00 PM,C,12.5
9/18/24, 5:02:00 PM,C,16.5
9/18/24, 9:17:00 PM,C,7.5
9/19/24, 1:32:00 AM,C,4.5
9/19/24, 5:47:00 AM,C,3
9/19/24, 10:02:00 AM,C,9
9/19/24, 2:17:00 PM,C,22
9/19/24, 6:32:00 PM,C,19
9/19/24, 10:47:00 PM,C,9
9/20/24, 3:02:00 AM,C,7
9/20/24, 7:17:00 AM,C,6
9/20/24, 11:32:00 AM,C,15
9/20/24, 3:47:00 PM,C,21.5
9/20/24, 8:02:00 PM,C,13
