plantID,pop,site,elv_pt,slpT_25,estT_25,nrtT_25,slp_25,est_25,nrt_25,tpi_25,tri_25,plcv_25,prcv_25,hli_25,ms_slp_50,ms_est_50,ms_nrt_50,ms_plcv_50,ms_prcv_50,ms_tpi_10,ms_tpi_50
47,NorthLower,guanella,-0.5248628854751587,10.43422596682919,0.35122113349713685,0.9362668513825712,20.304286066246213,0.0034757815449713513,0.43992994778946265,-0.015684349130407737,0.033811233197128754,-0.8784373676293251,0.1806396982731661,0.656575668245187,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
1,NorthLower,guanella,-0.5355915427207947,11.990719970667163,0.4357881545431387,0.8999467977749187,21.26287432523981,0.18694024781878651,0.3304909287609958,0.0029084299787728355,0.030427392243095135,-0.3632061421130868,0.05228294222292098,0.6166490304298188,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
2,NorthLower,guanella,-0.5350629091262817,11.979693497792285,0.4174578539847947,0.9085787176337433,18.684451898292114,0.002009690601590188,0.2991779639290146,-0.013219219557955594,0.029115693590939313,0.527240946411261,-0.4577760175436984,0.66975841953729,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
7,NorthLower,guanella,-0.4977855086326599,12.180554072149938,0.3435227802596053,0.9391396148237867,20.674977763877568,0.12290433153196417,0.29112157762860774,-0.02718021088445947,0.04003480201548463,0.03434521726877539,-1.0952231222665523,0.6460499690824123,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
5,NorthLower,guanella,-0.49248006939888,12.166870526571907,0.342975610255674,0.9393412404055386,20.430090906287184,0.1926288762006906,0.3217477403304248,-0.023971836229266016,0.038549765888288186,0.10230841622203163,-0.7541234524547604,0.6296624236285981,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
6,NorthLower,guanella,-0.4912765622138977,12.192929174287015,0.34343470107441204,0.9391709024420264,21.327189569300913,0.11405173159392602,0.2583333698686259,-0.01713231184176313,0.03160300626793369,0.18896302851623076,-1.210980244856966,0.6507600156432122,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
12,NorthLower,guanella,-0.5453003644943237,12.25642645967015,0.3742422469919143,0.9272625820916562,20.462895180644942,0.2509561598412753,0.4328759600202018,-0.007140753073910386,0.03889467981208252,-0.030282673860177214,-0.17540994527457132,0.5946723085708953,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
16,NorthLower,guanella,-0.4932372272014618,12.086775718418078,0.39385007027171987,0.919101564940285,25.62283571366535,0.20774721024879547,0.3829039633805517,-0.011223153509117003,0.03888311947903786,-0.13422356903901655,0.040968078361471746,0.5945526380208797,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
15,NorthLower,guanella,-0.4781836271286011,12.060367760228399,0.3894557584502249,0.9209764874301771,26.0200040154598,0.20370812863512816,0.39564305118999576,-0.011810454806022606,0.04015659134907102,-0.34367471981131864,0.09162747662158317,0.5935004307930472,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
21,NorthLower,guanella,-0.5376984477043152,12.104760661251177,0.4238073127416529,0.9056688959622511,22.571033721448504,0.24229100973826534,0.3226213016821379,-0.01308131223667149,0.042178721966654835,-0.33760394007849404,-0.5190487779959625,0.5998017346887832,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
103,NorthLower,guanella,-0.1575198471546173,11.442139798554786,0.6722458953803659,0.7403027741153335,18.440769936155718,0.2807785646743063,0.4416479512150975,-0.026272682698776043,0.04672519296596189,-0.10699435351519064,-0.29292048858397135,0.6027624356987216,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
29,NorthLower,guanella,-0.515215277671814,12.029830044824083,0.443729664129044,0.8960950403023541,24.135728284008348,0.3314705784510965,0.42482401389116087,0.005845133532699207,0.04730484621723363,0.18691972719169464,-0.5069437178647213,0.5483765727671096,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
39,NorthLower,guanella,-0.44747018814086914,11.012110343721131,0.4398588823203154,0.8979913587298509,24.921120760227733,-0.009559909203576186,0.35752485117338983,-3.859804239609097e-5,0.037038413181367504,0.07119508397970603,0.15301144685182816,0.6386068296160959,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
43,NorthLower,guanella,-0.4566028118133545,10.012563532444114,0.3645762187813534,0.9311199077652734,22.66355850946566,0.11234256151010952,0.3487754785128954,-0.028905000910978234,0.04551391359602132,-0.2478299570620016,0.0635404525895672,0.6207277620961436,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
45,NorthLower,guanella,-0.4640945494174957,10.086047480473006,0.34400515612024246,0.9389658374821545,23.838570195842603,-0.08759825899133032,0.24624473215468545,-0.004021297695269896,0.03055929574215456,0.16564739960265917,-0.6437466950895291,0.6778602234099882,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
46,NorthLower,guanella,-0.43526431918144226,9.745021804616538,0.34713453930873517,0.9378070549677631,21.8252484947182,0.001536196375442335,0.3515419356230859,0.009089287226926309,0.029419937506964075,-0.694285380774672,0.00855160643377283,0.6495682337989297,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
48,NorthLower,guanella,-0.4608811140060425,9.92590856185818,0.3699481065154614,0.9289937395158153,20.631783729870964,0.15365377651534012,0.3420326465556062,-0.0016472812551434496,0.03210749422796891,-0.01744206991215362,0.1108603751696616,0.6257213266043278,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
51,NorthLower,guanella,-0.477768212556839,10.662554178339304,0.41003210788664607,0.912005920141004,23.12918881932347,0.18178849725941781,0.5100375793025651,0.004006492466229762,0.042595304533425644,0.4132238399162704,0.3825150513606755,0.5877924631541829,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
58,NorthLower,guanella,-0.4316476583480835,10.221595447582361,0.4403031071432134,0.8978429392288751,20.925893957751214,0.19309713206180143,0.3787459411930805,-0.007391565212968373,0.036629022854267924,-0.15729052243351996,-0.0806277824633695,0.6013884932816658,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
59,NorthLower,guanella,-0.4298022389411926,10.215799325488929,0.4391155122100703,0.8984208874187842,20.96988189442178,0.17881419982853433,0.42155457023637927,-0.00606617281895887,0.03678280919959387,-0.01873580489411388,-0.0682136214456584,0.6028704241598724,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
68,NorthLower,guanella,-0.4486463665962219,10.126839444855971,0.40811910706263604,0.9128205519369513,21.16659632335703,0.1980401868186627,0.39666413913441306,-0.008063933520533074,0.03576770310814511,-0.06047888135008613,-0.25402631327091996,0.6195452883886746,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
72,NorthLower,guanella,-0.48208895325660706,10.238941947505385,0.36965721543456254,0.928936675820126,16.87865605091826,0.13258763395205075,0.45129140371977433,-0.010615322219909682,0.031592174471569395,-0.19343465188388856,-0.009882372830258055,0.6346725913050916,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
73,NorthLower,guanella,-0.4072844088077545,9.18283888658451,0.2445117224627128,0.969228940140512,19.396516461345755,0.2096489138473379,0.4451115789896445,0.005464803976534691,0.03589914589402943,-0.2128903786858475,-0.2632095990131009,0.6053914036027199,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
74,NorthLower,guanella,-0.4764658212661743,9.484202057080438,0.2404749688963384,0.9702845083961011,15.918915619333179,0.12524211460920512,0.543392180160117,-0.004670251381919155,0.02970739413695195,-0.04812458297596659,-0.3748609064344853,0.6378159674436293,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
75,NorthLower,guanella,-0.43007010221481323,9.010525549118388,0.18420890646468002,0.9825643591341126,23.602659300423735,0.28700917891075467,0.51110617311625,-0.01576499457579483,0.05174469785788427,-0.12259139755214539,-0.1716268239731643,0.558306039353987,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
81,NorthLower,guanella,-0.5136854648590088,9.332048187934442,0.2041648430947043,0.9786612652019706,22.87484447016498,0.12279618135382352,0.3956760953954498,-0.020949898212079404,0.0498336151323946,-0.022342616670143582,-0.6621003301865048,0.6130430860559427,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
80,NorthLower,guanella,-0.49795544147491455,9.2964581937952,0.20064427788952474,0.9793881182088237,23.451423478944015,0.1457917706395823,0.3728677291480568,-0.011919508513945567,0.046834245396134386,0.11284667452439837,-0.6020853959822876,0.6097297808550104,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
91,NorthLower,guanella,-0.2770228087902069,12.728372726488212,0.6164931836454778,0.7872239133573061,22.02829739778451,0.30639430263840833,0.4257709973244968,-0.008842603713069747,0.03991267663569012,-0.10536546183359251,-0.1643100827427209,0.577072960450037,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
94,NorthLower,guanella,-0.1777961552143097,12.303341609527262,0.6713683118328951,0.7410805210961265,21.551581296560464,0.36706546499605597,0.3875034901880391,0.011788533436694403,0.03758262041547216,0.0035287529483100442,-0.11738464608578791,0.5846768517309916,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
95,NorthLower,guanella,-0.14186075329780579,11.955611277094743,0.6682831091716849,0.7438691310784347,18.66370451346623,0.31049950673772403,0.34363841296963565,-7.635260174864288e-4,0.031393442657860905,0.08365334456258881,0.19820994792127458,0.6060961385117406,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
96,NorthLower,guanella,-0.17474360764026642,12.157833071186634,0.6767348555330179,0.7361954198301334,20.91976871270755,0.3291789402265141,0.46747566046685046,0.0031140863119411325,0.035983233600745505,0.3276887603918734,0.24900244865542595,0.578783674588471,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
100,NorthLower,guanella,-0.175480455160141,11.89101326062906,0.6789468963127273,0.7341658710151923,16.473529567727653,0.2129402185569708,0.5253815072535163,-0.004883807168769962,0.031648157452142736,-0.058095478113247875,-0.15193040135742347,0.619226158951079,8.760952743652878,0.5104042866329744,0.8213863339941514,3.3958702494053534e-4,0.0013077752601944133,0.3767484374993728,0.8584324511093655
