"Plot Title: nr.fu.A"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20365629, SEN S/N: 20365629)","Coupler Detached (LGR S/N: 20365629)","Bad Battery (LGR S/N: 20365629)","Coupler Attached (LGR S/N: 20365629)","Host Connected (LGR S/N: 20365629)","End Of File (LGR S/N: 20365629)"
2531,03/26/25 09:48:41 AM,0.674,,,,,
2532,03/26/25 11:48:41 AM,5.037,,,,,
2533,03/26/25 01:48:41 PM,7.481,,,,,
2534,03/26/25 03:48:41 PM,7.481,,,,,
2535,03/26/25 05:48:41 PM,5.962,,,,,
2536,03/26/25 07:48:41 PM,2.303,,,,,
2537,03/26/25 09:48:41 PM,-0.549,,,,,
2538,03/26/25 11:48:41 PM,-1.684,,,,,
2539,03/27/25 01:48:41 AM,-1.341,,,,,
2540,03/27/25 03:48:41 AM,-1.799,,,,,
2541,03/27/25 05:48:41 AM,-1.684,,,,,
2542,03/27/25 07:48:41 AM,-0.887,,,,,
2543,03/27/25 09:48:41 AM,0.453,,,,,
2544,03/27/25 11:48:41 AM,3.049,,,,,
2545,03/27/25 01:48:41 PM,6.978,,,,,
2546,03/27/25 03:48:41 PM,9.176,,,,,
2547,03/27/25 05:48:41 PM,6.877,,,,,
2548,03/27/25 07:48:41 PM,3.261,,,,,
2549,03/27/25 09:48:41 PM,1.548,,,,,
2550,03/27/25 11:48:41 PM,0.563,,,,,
2551,03/28/25 01:48:41 AM,0.010,,,,,
2552,03/28/25 03:48:41 AM,-0.213,,,,,
2553,03/28/25 05:48:41 AM,-0.325,,,,,
2554,03/28/25 07:48:41 AM,-0.213,,,,,
2555,03/28/25 09:48:41 AM,0.453,,,,,
2556,03/28/25 11:48:41 AM,4.934,,,,,
2557,03/28/25 01:48:41 PM,8.581,,,,,
2558,03/28/25 03:48:41 PM,7.179,,,,,
2559,03/28/25 05:48:41 PM,5.962,,,,,
2560,03/28/25 07:48:41 PM,3.788,,,,,
2561,03/28/25 09:48:41 PM,2.410,,,,,
2562,03/28/25 11:48:41 PM,1.548,,,,,
2563,03/29/25 01:48:41 AM,1.112,,,,,
2564,03/29/25 03:48:41 AM,0.784,,,,,
2565,03/29/25 05:48:41 AM,0.563,,,,,
2566,03/29/25 07:48:41 AM,0.343,,,,,
2567,03/29/25 09:48:41 AM,0.232,,,,,
2568,03/29/25 11:48:41 AM,0.232,,,,,
2569,03/29/25 01:48:41 PM,1.872,,,,,
2570,03/29/25 03:48:41 PM,3.998,,,,,
2571,03/29/25 05:48:41 PM,2.730,,,,,
2572,03/29/25 07:48:41 PM,0.893,,,,,
2573,03/29/25 09:48:41 PM,0.453,,,,,
2574,03/29/25 11:48:41 PM,0.232,,,,,
2575,03/30/25 01:48:41 AM,0.121,,,,,
2576,03/30/25 03:48:41 AM,0.010,,,,,
2577,03/30/25 05:48:41 AM,-0.437,,,,,
2578,03/30/25 07:48:41 AM,-1.684,,,,,
2579,03/30/25 09:48:41 AM,-1.341,,,,,
2580,03/30/25 11:48:41 AM,-0.549,,,,,
2581,03/30/25 01:48:41 PM,1.439,,,,,
2582,03/30/25 03:48:41 PM,3.472,,,,,
2583,03/30/25 05:48:41 PM,1.330,,,,,
2584,03/30/25 07:48:41 PM,0.010,,,,,
2585,03/30/25 09:48:41 PM,-0.887,,,,,
2586,03/30/25 11:48:41 PM,-1.114,,,,,
2587,03/31/25 01:48:41 AM,-1.799,,,,,
2588,03/31/25 03:48:41 AM,-2.145,,,,,
2589,03/31/25 05:48:41 AM,-2.261,,,,,
2590,03/31/25 07:48:41 AM,-2.610,,,,,
2591,03/31/25 09:48:41 AM,-1.114,,,,,
2592,03/31/25 11:48:41 AM,0.893,,,,,
2593,03/31/25 01:48:41 PM,1.872,,,,,
2594,03/31/25 03:48:41 PM,1.112,,,,,
2595,03/31/25 05:48:41 PM,0.010,,,,,
2596,03/31/25 07:48:41 PM,-0.549,,,,,
2597,03/31/25 09:48:41 PM,-0.774,,,,,
2598,03/31/25 11:48:41 PM,-0.887,,,,,
2599,04/01/25 01:48:41 AM,-1.114,,,,,
2600,04/01/25 03:48:41 AM,-1.684,,,,,
2601,04/01/25 05:48:41 AM,-1.914,,,,,
2602,04/01/25 07:48:41 AM,-2.030,,,,,
2603,04/01/25 09:48:41 AM,-2.030,,,,,
2604,04/01/25 11:48:41 AM,-0.325,,,,,
2605,04/01/25 01:48:41 PM,1.221,,,,,
2606,04/01/25 03:48:41 PM,0.343,,,,,
2607,04/01/25 05:48:41 PM,-0.325,,,,,
2608,04/01/25 07:48:41 PM,-2.030,,,,,
2609,04/01/25 09:48:41 PM,-3.316,,,,,
2610,04/01/25 11:48:41 PM,-3.792,,,,,
2611,04/02/25 01:48:41 AM,-4.272,,,,,
2612,04/02/25 03:48:41 AM,-4.636,,,,,
2613,04/02/25 05:48:41 AM,-5.995,,,,,
2614,04/02/25 07:48:41 AM,-6.882,,,,,
2615,04/02/25 09:48:41 AM,-6.499,,,,,
2616,04/02/25 11:48:41 AM,-4.272,,,,,
2617,04/02/25 01:48:41 PM,-3.197,,,,,
2618,04/02/25 03:48:41 PM,-3.672,,,,,
2619,04/02/25 05:48:41 PM,-4.272,,,,,
2620,04/02/25 07:48:41 PM,-5.870,,,,,
2621,04/02/25 09:48:41 PM,-7.138,,,,,
2622,04/02/25 11:48:41 PM,-8.182,,,,,
2623,04/03/25 01:48:41 AM,-8.847,,,,,
2624,04/03/25 03:48:41 AM,-9.117,,,,,
2625,04/03/25 05:48:41 AM,-9.117,,,,,
2626,04/03/25 07:48:41 AM,-8.982,,,,,
2627,04/03/25 09:48:41 AM,-6.754,,,,,
2628,04/03/25 11:48:41 AM,-5.372,,,,,
2629,04/03/25 01:48:41 PM,-4.758,,,,,
2630,04/03/25 03:48:41 PM,-4.152,,,,,
2631,04/03/25 05:48:41 PM,-4.031,,,,,
2632,04/03/25 07:48:41 PM,-4.272,,,,,
2633,04/03/25 09:48:41 PM,-4.514,,,,,
2634,04/03/25 11:48:41 PM,-4.758,,,,,
2635,04/04/25 01:48:41 AM,-5.745,,,,,
2636,04/04/25 03:48:41 AM,-6.882,,,,,
2637,04/04/25 05:48:41 AM,-7.657,,,,,
2638,04/04/25 07:48:41 AM,-7.918,,,,,
2639,04/04/25 09:48:41 AM,-5.995,,,,,
2640,04/04/25 11:48:41 AM,-4.393,,,,,
2641,04/04/25 01:48:41 PM,-4.514,,,,,
2642,04/04/25 03:48:41 PM,-4.514,,,,,
2643,04/04/25 05:48:41 PM,-4.636,,,,,
2644,04/04/25 07:48:41 PM,-4.880,,,,,
2645,04/04/25 09:48:41 PM,-5.125,,,,,
2646,04/04/25 11:48:41 PM,-5.125,,,,,
2647,04/05/25 01:48:41 AM,-5.249,,,,,
2648,04/05/25 03:48:41 AM,-5.249,,,,,
2649,04/05/25 05:48:41 AM,-5.372,,,,,
2650,04/05/25 07:48:41 AM,-5.496,,,,,
2651,04/05/25 09:48:41 AM,-5.372,,,,,
2652,04/05/25 11:48:41 AM,-4.636,,,,,
2653,04/05/25 01:48:41 PM,-3.792,,,,,
2654,04/05/25 03:48:41 PM,-3.316,,,,,
2655,04/05/25 05:48:41 PM,-3.434,,,,,
2656,04/05/25 07:48:41 PM,-3.911,,,,,
2657,04/05/25 09:48:41 PM,-4.514,,,,,
2658,04/05/25 11:48:41 PM,-5.003,,,,,
2659,04/06/25 01:48:41 AM,-5.372,,,,,
2660,04/06/25 03:48:41 AM,-5.620,,,,,
2661,04/06/25 05:48:41 AM,-5.870,,,,,
2662,04/06/25 07:48:41 AM,-6.120,,,,,
2663,04/06/25 09:48:41 AM,-5.620,,,,,
2664,04/06/25 11:48:41 AM,-4.393,,,,,
2665,04/06/25 01:48:41 PM,-3.197,,,,,
2666,04/06/25 03:48:41 PM,-2.610,,,,,
2667,04/06/25 05:48:41 PM,-2.727,,,,,
2668,04/06/25 07:48:41 PM,-3.792,,,,,
2669,04/06/25 09:48:41 PM,-4.758,,,,,
2670,04/06/25 11:48:41 PM,-5.249,,,,,
2671,04/07/25 01:48:41 AM,-5.745,,,,,
2672,04/07/25 03:48:41 AM,-6.246,,,,,
2673,04/07/25 05:48:41 AM,-6.626,,,,,
2674,04/07/25 07:48:41 AM,-6.626,,,,,
2675,04/07/25 09:48:41 AM,-4.636,,,,,
2676,04/07/25 11:48:41 AM,-1.799,,,,,
2677,04/07/25 01:48:41 PM,0.563,,,,,
2678,04/07/25 03:48:41 PM,1.221,,,,,
2679,04/07/25 05:48:41 PM,1.439,,,,,
2680,04/07/25 07:48:41 PM,-0.774,,,,,
2681,04/07/25 09:48:41 PM,-1.456,,,,,
2682,04/07/25 11:48:41 PM,-2.030,,,,,
2683,04/08/25 01:48:41 AM,-2.844,,,,,
2684,04/08/25 03:48:41 AM,-3.434,,,,,
2685,04/08/25 05:48:41 AM,-3.911,,,,,
2686,04/08/25 07:48:41 AM,-4.272,,,,,
2687,04/08/25 09:48:41 AM,-2.030,,,,,
2688,04/08/25 11:48:41 AM,-0.102,,,,,
2689,04/08/25 01:48:41 PM,3.683,,,,,
2690,04/08/25 03:48:41 PM,3.788,,,,,
2691,04/08/25 05:48:41 PM,3.367,,,,,
2692,04/08/25 07:48:41 PM,0.453,,,,,
2693,04/08/25 09:48:41 PM,-0.325,,,,,
2694,04/08/25 11:48:41 PM,-0.549,,,,,
2695,04/09/25 01:48:41 AM,-0.774,,,,,
2696,04/09/25 03:48:41 AM,-1.228,,,,,
2697,04/09/25 05:48:41 AM,-1.684,,,,,
2698,04/09/25 07:48:41 AM,-1.914,,,,,
2699,04/09/25 09:48:41 AM,-0.662,,,,,
2700,04/09/25 11:48:41 AM,1.221,,,,,
2701,04/09/25 01:48:41 PM,3.578,,,,,
2702,04/09/25 03:48:41 PM,4.102,,,,,
2703,04/09/25 05:48:41 PM,2.410,,,,,
2704,04/09/25 07:48:41 PM,0.453,,,,,
2705,04/09/25 09:48:41 PM,-0.437,,,,,
2706,04/09/25 11:48:41 PM,-0.662,,,,,
2707,04/10/25 01:48:41 AM,-0.887,,,,,
2708,04/10/25 03:48:41 AM,-1.570,,,,,
2709,04/10/25 05:48:41 AM,-2.145,,,,,
2710,04/10/25 07:48:41 AM,-2.145,,,,,
2711,04/10/25 09:48:41 AM,1.548,,,,,
2712,04/10/25 11:48:41 AM,4.311,,,,,
2713,04/10/25 01:48:41 PM,6.573,,,,,
2714,04/10/25 03:48:41 PM,7.782,,,,,
2715,04/10/25 05:48:41 PM,6.674,,,,,
2716,04/10/25 07:48:41 PM,3.049,,,,,
2717,04/10/25 09:48:41 PM,0.343,,,,,
2718,04/10/25 11:48:41 PM,-0.774,,,,,
2719,04/11/25 01:48:41 AM,-1.114,,,,,
2720,04/11/25 03:48:41 AM,-0.549,,,,,
2721,04/11/25 05:48:41 AM,-0.437,,,,,
2722,04/11/25 07:48:41 AM,-0.437,,,,,
2723,04/11/25 09:48:41 AM,3.155,,,,,
2724,04/11/25 11:48:41 AM,6.775,,,,,
2725,04/11/25 01:48:41 PM,10.553,,,,,
2726,04/11/25 03:48:41 PM,12.690,,,,,
2727,04/11/25 05:48:41 PM,11.139,,,,,
2728,04/11/25 07:48:41 PM,7.179,,,,,
2729,04/11/25 09:48:41 PM,4.623,,,,,
2730,04/11/25 11:48:41 PM,3.155,,,,,
2731,04/12/25 01:48:41 AM,2.410,,,,,
2732,04/12/25 03:48:41 AM,2.088,,,,,
2733,04/12/25 05:48:41 AM,1.439,,,,,
2734,04/12/25 07:48:41 AM,1.439,,,,,
2735,04/12/25 09:48:41 AM,3.788,,,,,
2736,04/12/25 11:48:41 AM,10.063,,,,,
2737,04/12/25 01:48:41 PM,12.207,,,,,
2738,04/12/25 03:48:41 PM,12.690,,,,,
2739,04/12/25 05:48:41 PM,10.357,,,,,
2740,04/12/25 07:48:41 PM,7.481,,,,,
2741,04/12/25 09:48:41 PM,5.655,,,,,
2742,04/12/25 11:48:41 PM,4.311,,,,,
2743,04/13/25 01:48:41 AM,3.367,,,,,
2744,04/13/25 03:48:41 AM,2.517,,,,,
2745,04/13/25 05:48:41 AM,1.764,,,,,
2746,04/13/25 07:48:41 AM,1.764,,,,,
2747,04/13/25 09:48:41 AM,4.519,,,,,
2748,04/13/25 11:48:41 AM,9.373,,,,,
2749,04/13/25 01:48:41 PM,12.013,,,,,
2750,04/13/25 03:48:41 PM,11.722,,,,,
2751,04/13/25 05:48:41 PM,11.334,,,,,
2752,04/13/25 07:48:41 PM,7.179,,,,,
2753,04/13/25 09:48:41 PM,4.934,,,,,
2754,04/13/25 11:48:41 PM,3.683,,,,,
2755,04/14/25 01:48:41 AM,3.155,,,,,
2756,04/14/25 03:48:41 AM,2.837,,,,,
2757,04/14/25 05:48:41 AM,2.517,,,,,
2758,04/14/25 07:48:41 AM,1.980,,,,,
2759,04/14/25 09:48:41 AM,1.980,,,,,
2760,04/14/25 11:48:41 AM,4.415,,,,,
2761,04/14/25 01:48:41 PM,6.978,,,,,
2762,04/14/25 03:48:41 PM,6.268,,,,,
2763,04/14/25 05:48:41 PM,4.727,,,,,
2764,04/14/25 07:48:41 PM,2.088,,,,,
2765,04/14/25 09:48:41 PM,-0.213,,,,,
2766,04/14/25 11:48:41 PM,-1.456,,,,,
2767,04/15/25 01:48:41 AM,-2.030,,,,,
2768,04/15/25 03:48:41 AM,-1.914,,,,,
2769,04/15/25 05:48:41 AM,-1.684,,,,,
2770,04/15/25 07:48:41 AM,-1.001,,,,,
2771,04/15/25 09:48:41 AM,0.893,,,,,
2772,04/15/25 11:48:41 AM,3.261,,,,,
2773,04/15/25 01:48:41 PM,5.347,,,,,
2774,04/15/25 03:48:41 PM,7.079,,,,,
2775,04/15/25 05:48:41 PM,7.983,,,,,
2776,04/15/25 07:48:41 PM,4.727,,,,,
2777,04/15/25 09:48:41 PM,2.730,,,,,
2778,04/15/25 11:48:41 PM,1.330,,,,,
2779,04/16/25 01:48:41 AM,0.674,,,,,
2780,04/16/25 03:48:41 AM,0.232,,,,,
2781,04/16/25 05:48:41 AM,-0.325,,,,,
2782,04/16/25 07:48:41 AM,-0.102,,,,,
2783,04/16/25 09:48:41 AM,2.517,,,,,
2784,04/16/25 11:48:41 AM,7.079,,,,,
2785,04/16/25 01:48:41 PM,10.357,,,,,
2786,04/16/25 03:48:41 PM,10.161,,,,,
2787,04/16/25 05:48:41 PM,7.179,,,,,
2788,04/16/25 07:48:41 PM,4.311,,,,,
2789,04/16/25 09:48:41 PM,2.730,,,,,
2790,04/16/25 11:48:41 PM,1.872,,,,,
2791,04/17/25 01:48:41 AM,1.221,,,,,
2792,04/17/25 03:48:41 AM,0.563,,,,,
2793,04/17/25 05:48:41 AM,-0.102,,,,,
2794,04/17/25 07:48:41 AM,0.121,,,,,
2795,04/17/25 09:48:41 AM,2.943,,,,,
2796,04/17/25 11:48:41 AM,8.382,,,,,
2797,04/17/25 01:48:41 PM,12.207,,,,,
2798,04/17/25 03:48:41 PM,10.357,,,,,
2799,04/17/25 05:48:41 PM,7.481,,,,,
2800,04/17/25 07:48:41 PM,4.934,,,,,
2801,04/17/25 09:48:41 PM,2.943,,,,,
2802,04/17/25 11:48:41 PM,1.330,,,,,
2803,04/18/25 01:48:41 AM,0.343,,,,,
2804,04/18/25 03:48:41 AM,-0.437,,,,,
2805,04/18/25 05:48:41 AM,-0.325,,,,,
2806,04/18/25 07:48:41 AM,-0.102,,,,,
2807,04/18/25 09:48:41 AM,0.121,,,,,
2808,04/18/25 11:48:41 AM,0.453,,,,,
2809,04/18/25 01:48:41 PM,0.563,,,,,
2810,04/18/25 03:48:41 PM,0.674,,,,,
2811,04/18/25 05:48:41 PM,0.674,,,,,
2812,04/18/25 07:48:41 PM,0.674,,,,,
2813,04/18/25 09:48:41 PM,0.674,,,,,
2814,04/18/25 11:48:41 PM,0.563,,,,,
2815,04/19/25 01:48:41 AM,0.563,,,,,
2816,04/19/25 03:48:41 AM,0.563,,,,,
2817,04/19/25 05:48:41 AM,0.453,,,,,
2818,04/19/25 07:48:41 AM,0.343,,,,,
2819,04/19/25 09:48:41 AM,0.343,,,,,
2820,04/19/25 11:48:41 AM,0.453,,,,,
2821,04/19/25 01:48:41 PM,0.453,,,,,
2822,04/19/25 03:48:41 PM,0.453,,,,,
2823,04/19/25 05:48:41 PM,0.343,,,,,
2824,04/19/25 07:48:41 PM,0.343,,,,,
2825,04/19/25 09:48:41 PM,0.343,,,,,
2826,04/19/25 11:48:41 PM,0.232,,,,,
2827,04/20/25 01:48:41 AM,0.121,,,,,
2828,04/20/25 03:48:41 AM,-0.213,,,,,
2829,04/20/25 05:48:41 AM,-0.549,,,,,
2830,04/20/25 07:48:41 AM,-0.662,,,,,
2831,04/20/25 09:48:41 AM,-0.437,,,,,
2832,04/20/25 11:48:41 AM,-0.102,,,,,
2833,04/20/25 01:48:41 PM,0.010,,,,,
2834,04/20/25 03:48:41 PM,0.010,,,,,
2835,04/20/25 05:48:41 PM,0.010,,,,,
2836,04/20/25 07:48:41 PM,0.010,,,,,
2837,04/20/25 09:48:41 PM,-0.213,,,,,
2838,04/20/25 11:48:41 PM,-0.437,,,,,
2839,04/21/25 01:48:41 AM,-0.549,,,,,
2840,04/21/25 03:48:41 AM,-1.570,,,,,
2841,04/21/25 05:48:41 AM,-2.030,,,,,
2842,04/21/25 07:48:41 AM,-1.684,,,,,
2843,04/21/25 09:48:41 AM,0.121,,,,,
2844,04/21/25 11:48:41 AM,1.656,,,,,
2845,04/21/25 01:48:41 PM,1.439,,,,,
2846,04/21/25 03:48:41 PM,2.303,,,,,
2847,04/21/25 05:48:41 PM,1.439,,,,,
2848,04/21/25 07:48:41 PM,-0.102,,,,,
2849,04/21/25 09:48:41 PM,-0.887,,,,,
2850,04/21/25 11:48:41 PM,-1.114,,,,,
2851,04/22/25 01:48:41 AM,-1.570,,,,,
2852,04/22/25 03:48:41 AM,-2.261,,,,,
2853,04/22/25 05:48:41 AM,-2.030,,,,,
2854,04/22/25 07:48:41 AM,-2.030,,,,,
2855,04/22/25 09:48:41 AM,0.343,,,,,
2856,04/22/25 11:48:41 AM,3.683,,,,,
2857,04/22/25 01:48:41 PM,6.573,,,,,
2858,04/22/25 03:48:41 PM,7.682,,,,,
2859,04/22/25 05:48:41 PM,5.655,,,,,
2860,04/22/25 07:48:41 PM,2.730,,,,,
2861,04/22/25 09:48:41 PM,0.343,,,,,
2862,04/22/25 11:48:41 PM,-0.774,,,,,
2863,04/23/25 01:48:41 AM,-0.887,,,,,
2864,04/23/25 03:48:41 AM,-1.341,,,,,
2865,04/23/25 05:48:41 AM,-1.799,,,,,
2866,04/23/25 07:48:41 AM,-0.774,,,,,
2867,04/23/25 09:48:41 AM,3.683,,,,,
2868,04/23/25 11:48:41 AM,6.775,,,,,
2869,04/23/25 01:48:41 PM,8.680,,,,,
2870,04/23/25 03:48:41 PM,8.282,,,,,
2871,04/23/25 05:48:41 PM,7.782,,,,,
2872,04/23/25 07:48:41 PM,4.831,,,,,
2873,04/23/25 09:48:41 PM,2.730,,,,,
2874,04/23/25 11:48:41 PM,1.330,,,,,
2875,04/24/25 01:48:41 AM,0.343,,,,,
2876,04/24/25 03:48:41 AM,0.343,,,,,
2877,04/24/25 05:48:41 AM,-0.662,,,,,
2878,04/24/25 07:48:41 AM,-0.102,,,,,
2879,04/24/25 09:48:41 AM,4.519,,,,,
2880,04/24/25 11:48:41 AM,6.674,,,,,
2881,04/24/25 01:48:41 PM,9.176,,,,,
2882,04/24/25 03:48:41 PM,8.779,,,,,
2883,04/24/25 05:48:41 PM,8.680,,,,,
2884,04/24/25 07:48:41 PM,5.757,,,,,
2885,04/24/25 09:48:41 PM,4.102,,,,,
2886,04/24/25 11:48:41 PM,3.049,,,,,
2887,04/25/25 01:48:41 AM,2.088,,,,,
2888,04/25/25 03:48:41 AM,1.439,,,,,
2889,04/25/25 05:48:41 AM,0.784,,,,,
2890,04/25/25 07:48:41 AM,0.453,,,,,
2891,04/25/25 09:48:41 AM,3.683,,,,,
2892,04/25/25 11:48:41 AM,8.879,,,,,
2893,04/25/25 01:48:41 PM,10.651,,,,,
2894,04/25/25 03:48:41 PM,7.682,,,,,
2895,04/25/25 05:48:41 PM,6.064,,,,,
2896,04/25/25 07:48:41 PM,4.519,,,,,
2897,04/25/25 09:48:41 PM,2.943,,,,,
2898,04/25/25 11:48:41 PM,1.656,,,,,
2899,04/26/25 01:48:41 AM,0.563,,,,,
2900,04/26/25 03:48:41 AM,-0.102,,,,,
2901,04/26/25 05:48:41 AM,-1.001,,,,,
2902,04/26/25 07:48:41 AM,0.121,,,,,
2903,04/26/25 09:48:41 AM,4.519,,,,,
2904,04/26/25 11:48:41 AM,11.041,,,,,
2905,04/26/25 01:48:41 PM,12.497,,,,,
2906,04/26/25 03:48:41 PM,13.846,,,,,
2907,04/26/25 05:48:41 PM,11.139,,,,,
2908,04/26/25 07:48:41 PM,8.382,,,,,
2909,04/26/25 09:48:41 PM,5.450,,,,,
2910,04/26/25 11:48:41 PM,3.788,,,,,
2911,04/27/25 01:48:41 AM,2.624,,,,,
2912,04/27/25 03:48:41 AM,1.656,,,,,
2913,04/27/25 05:48:41 AM,0.674,,,,,
2914,04/27/25 07:48:41 AM,1.439,,,,,
2915,04/27/25 09:48:41 AM,6.674,,,,,
2916,04/27/25 11:48:41 AM,13.365,,,,,
2917,04/27/25 01:48:41 PM,16.618,,,,,
2918,04/27/25 03:48:41 PM,14.134,,,,,
2919,04/27/25 05:48:41 PM,11.334,,,,,
2920,04/27/25 07:48:41 PM,7.882,,,,,
2921,04/27/25 09:48:41 PM,5.347,,,,,
2922,04/27/25 11:48:41 PM,3.472,,,,,
2923,04/28/25 01:48:41 AM,1.872,,,,,
2924,04/28/25 03:48:41 AM,1.112,,,,,
2925,04/28/25 05:48:41 AM,0.674,,,,,
2926,04/28/25 07:48:41 AM,0.121,,,,,
2927,04/28/25 09:48:41 AM,0.893,,,,,
2928,04/28/25 11:48:41 AM,2.410,,,,,
2929,04/28/25 01:48:41 PM,5.552,,,,,
2930,04/28/25 03:48:41 PM,6.166,,,,,
2931,04/28/25 05:48:41 PM,4.207,,,,,
2932,04/28/25 07:48:41 PM,2.195,,,,,
2933,04/28/25 09:48:41 PM,0.784,,,,,
2934,04/28/25 11:48:41 PM,-0.774,,,,,
2935,04/29/25 01:48:41 AM,-1.799,,,,,
2936,04/29/25 03:48:41 AM,-2.261,,,,,
2937,04/29/25 05:48:41 AM,-2.610,,,,,
2938,04/29/25 07:48:41 AM,-1.114,,,,,
2939,04/29/25 09:48:41 AM,3.683,,,,,
2940,04/29/25 11:48:41 AM,8.779,,,,,
2941,04/29/25 01:48:41 PM,6.877,,,,,
2942,04/29/25 03:48:41 PM,5.655,,,,,
2943,04/29/25 05:48:41 PM,6.370,,,,,
2944,04/29/25 07:48:41 PM,4.311,,,,,
2945,04/29/25 09:48:41 PM,1.764,,,,,
2946,04/29/25 11:48:41 PM,0.453,,,,,
2947,04/30/25 01:48:41 AM,-0.437,,,,,
2948,04/30/25 03:48:41 AM,-1.001,,,,,
2949,04/30/25 05:48:41 AM,-1.456,,,,,
2950,04/30/25 07:48:41 AM,-0.662,,,,,
2951,04/30/25 09:48:41 AM,1.764,,,,,
2952,04/30/25 11:48:41 AM,5.450,,,,,
2953,04/30/25 01:48:41 PM,8.779,,,,,
2954,04/30/25 03:48:41 PM,6.471,,,,,
2955,04/30/25 05:48:41 PM,5.962,,,,,
2956,04/30/25 07:48:41 PM,3.367,,,,,
2957,04/30/25 09:48:41 PM,2.517,,,,,
2958,04/30/25 11:48:41 PM,2.088,,,,,
2959,05/01/25 01:48:41 AM,1.764,,,,,
2960,05/01/25 03:48:41 AM,1.548,,,,,
2961,05/01/25 05:48:41 AM,1.330,,,,,
2962,05/01/25 07:48:41 AM,1.112,,,,,
2963,05/01/25 09:48:41 AM,1.112,,,,,
2964,05/01/25 11:48:41 AM,1.112,,,,,
2965,05/01/25 01:48:41 PM,1.439,,,,,
2966,05/01/25 03:48:41 PM,2.410,,,,,
2967,05/01/25 05:48:41 PM,2.730,,,,,
2968,05/01/25 07:48:41 PM,1.548,,,,,
2969,05/01/25 09:48:41 PM,0.893,,,,,
2970,05/01/25 11:48:41 PM,0.343,,,,,
2971,05/02/25 01:48:41 AM,-0.213,,,,,
2972,05/02/25 03:48:41 AM,-1.001,,,,,
2973,05/02/25 05:48:41 AM,-1.684,,,,,
2974,05/02/25 07:48:41 AM,-1.570,,,,,
2975,05/02/25 09:48:41 AM,-0.437,,,,,
2976,05/02/25 11:48:41 AM,1.980,,,,,
2977,05/02/25 01:48:41 PM,6.064,,,,,
2978,05/02/25 03:48:41 PM,7.481,,,,,
2979,05/02/25 05:48:41 PM,6.471,,,,,
2980,05/02/25 07:48:41 PM,3.155,,,,,
2981,05/02/25 09:48:41 PM,1.003,,,,,
2982,05/02/25 11:48:41 PM,0.121,,,,,
2983,05/03/25 01:48:41 AM,-0.437,,,,,
2984,05/03/25 03:48:41 AM,-0.662,,,,,
2985,05/03/25 05:48:41 AM,-1.001,,,,,
2986,05/03/25 07:48:41 AM,-0.325,,,,,
2987,05/03/25 09:48:41 AM,2.195,,,,,
2988,05/03/25 11:48:41 AM,6.268,,,,,
2989,05/03/25 01:48:41 PM,11.819,,,,,
2990,05/03/25 03:48:41 PM,14.517,,,,,
2991,05/03/25 05:48:41 PM,14.038,,,,,
2992,05/03/25 07:48:41 PM,8.879,,,,,
2993,05/03/25 09:48:41 PM,5.450,,,,,
2994,05/03/25 11:48:41 PM,3.367,,,,,
2995,05/04/25 01:48:41 AM,1.980,,,,,
2996,05/04/25 03:48:41 AM,1.003,,,,,
2997,05/04/25 05:48:41 AM,0.232,,,,,
2998,05/04/25 07:48:41 AM,1.112,,,,,
2999,05/04/25 09:48:41 AM,4.831,,,,,
3000,05/04/25 11:48:41 AM,10.259,,,,,
3001,05/04/25 01:48:41 PM,10.944,,,,,
3002,05/04/25 03:48:41 PM,10.063,,,,,
3003,05/04/25 05:48:41 PM,10.161,,,,,
3004,05/04/25 07:48:41 PM,7.179,,,,,
3005,05/04/25 09:48:41 PM,4.623,,,,,
3006,05/04/25 11:48:41 PM,3.049,,,,,
3007,05/05/25 01:48:41 AM,1.872,,,,,
3008,05/05/25 03:48:41 AM,1.112,,,,,
3009,05/05/25 05:48:41 AM,0.784,,,,,
3010,05/05/25 07:48:41 AM,1.112,,,,,
3011,05/05/25 09:48:41 AM,3.261,,,,,
3012,05/05/25 11:48:41 AM,6.674,,,,,
3013,05/05/25 01:48:41 PM,5.450,,,,,
3014,05/05/25 03:48:41 PM,4.415,,,,,
3015,05/05/25 05:48:41 PM,3.367,,,,,
3016,05/05/25 07:48:41 PM,2.410,,,,,
3017,05/05/25 09:48:41 PM,1.980,,,,,
3018,05/05/25 11:48:41 PM,1.656,,,,,
3019,05/06/25 01:48:41 AM,1.439,,,,,
3020,05/06/25 03:48:41 AM,1.112,,,,,
3021,05/06/25 05:48:41 AM,1.003,,,,,
3022,05/06/25 07:48:41 AM,1.003,,,,,
3023,05/06/25 09:48:41 AM,1.003,,,,,
3024,05/06/25 11:48:41 AM,1.003,,,,,
3025,05/06/25 01:48:41 PM,1.003,,,,,
3026,05/06/25 03:48:41 PM,0.893,,,,,
3027,05/06/25 05:48:41 PM,0.893,,,,,
3028,05/06/25 07:48:41 PM,0.784,,,,,
3029,05/06/25 09:48:41 PM,0.674,,,,,
3030,05/06/25 11:48:41 PM,0.563,,,,,
3031,05/07/25 01:48:41 AM,0.453,,,,,
3032,05/07/25 03:48:41 AM,0.343,,,,,
3033,05/07/25 05:48:41 AM,0.343,,,,,
3034,05/07/25 07:48:41 AM,0.343,,,,,
3035,05/07/25 09:48:41 AM,0.343,,,,,
