Plot Title: 21397973,,,,,
#,"Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397973, SEN S/N: 21397973)",Coupler Detached (LGR S/N: 21397973),Bad Battery (LGR S/N: 21397973),End Of File (LGR S/N: 21397973)
3259,5/17/23 0:59,-3.911,,,
3260,5/17/23 2:59,-3.911,,,
3261,5/17/23 4:59,-3.911,,,
3262,5/17/23 6:59,-4.031,,,
3263,5/17/23 8:59,-4.031,,,
3264,5/17/23 10:59,-4.031,,,
3265,5/17/23 12:59,-3.911,,,
3266,5/17/23 14:59,-3.911,,,
3267,5/17/23 16:59,-3.911,,,
3268,5/17/23 18:59,-3.792,,,
3269,5/17/23 20:59,-3.792,,,
3270,5/17/23 22:59,-3.672,,,
3271,5/18/23 0:59,-3.672,,,
3272,5/18/23 2:59,-3.672,,,
3273,5/18/23 4:59,-3.672,,,
3274,5/18/23 6:59,-3.672,,,
3275,5/18/23 8:59,-3.672,,,
3276,5/18/23 10:59,-3.553,,,
3277,5/18/23 12:59,-3.553,,,
3278,5/18/23 14:59,-3.553,,,
3279,5/18/23 16:59,-3.553,,,
3280,5/18/23 18:59,-3.434,,,
3281,5/18/23 20:59,-3.434,,,
3282,5/18/23 22:59,-3.434,,,
3283,5/19/23 0:59,-3.434,,,
3284,5/19/23 2:59,-3.316,,,
3285,5/19/23 4:59,-3.316,,,
3286,5/19/23 6:59,-3.316,,,
3287,5/19/23 8:59,-3.197,,,
3288,5/19/23 10:59,-3.197,,,
3289,5/19/23 12:59,-3.197,,,
3290,5/19/23 14:59,-3.197,,,
3291,5/19/23 16:59,-3.197,,,
3292,5/19/23 18:59,-3.197,,,
3293,5/19/23 20:59,-3.079,,,
3294,5/19/23 22:59,-3.079,,,
3295,5/20/23 0:59,-3.079,,,
3296,5/20/23 2:59,-3.079,,,
3297,5/20/23 4:59,-3.079,,,
3298,5/20/23 6:59,-3.079,,,
3299,5/20/23 8:59,-3.079,,,
3300,5/20/23 10:59,-3.079,,,
3301,5/20/23 12:59,-3.079,,,
3302,5/20/23 14:59,-2.145,,,
3303,5/20/23 16:59,-1.456,,,
3304,5/20/23 18:59,-1.57,,,
3305,5/20/23 20:59,-1.57,,,
3306,5/20/23 22:59,-1.57,,,
3307,5/21/23 0:59,-1.684,,,
3308,5/21/23 2:59,-1.684,,,
3309,5/21/23 4:59,-1.684,,,
3310,5/21/23 6:59,-1.799,,,
3311,5/21/23 8:59,-1.799,,,
3312,5/21/23 10:59,-1.799,,,
3313,5/21/23 12:59,-1.799,,,
3314,5/21/23 14:59,-1.799,,,
3315,5/21/23 16:59,-1.799,,,
3316,5/21/23 18:59,-1.799,,,
3317,5/21/23 20:59,-1.684,,,
3318,5/21/23 22:59,-1.684,,,
3319,5/22/23 0:59,-1.57,,,
3320,5/22/23 2:59,-1.57,,,
3321,5/22/23 4:59,-1.57,,,
3322,5/22/23 6:59,-1.57,,,
3323,5/22/23 8:59,-1.57,,,
3324,5/22/23 10:59,-1.684,,,
3325,5/22/23 12:59,-1.684,,,
3326,5/22/23 14:59,-1.684,,,
3327,5/22/23 16:59,-1.341,,,
3328,5/22/23 18:59,-0.437,,,
3329,5/22/23 20:59,-0.213,,,
3330,5/22/23 22:59,-0.325,,,
3331,5/23/23 0:59,-0.325,,,
3332,5/23/23 2:59,-0.437,,,
3333,5/23/23 4:59,-0.549,,,
3334,5/23/23 6:59,-0.549,,,
3335,5/23/23 8:59,-0.662,,,
3336,5/23/23 10:59,-0.662,,,
3337,5/23/23 12:59,-0.662,,,
3338,5/23/23 14:59,-0.549,,,
3339,5/23/23 16:59,-0.213,,,
3340,5/23/23 18:59,-0.102,,,
3341,5/23/23 20:59,-0.102,,,
3342,5/23/23 22:59,-0.102,,,
3343,5/24/23 0:59,-0.102,,,
3344,5/24/23 2:59,-0.102,,,
3345,5/24/23 4:59,-0.213,,,
3346,5/24/23 6:59,-0.213,,,
3347,5/24/23 8:59,-0.325,,,
3348,5/24/23 10:59,-0.325,,,
3349,5/24/23 12:59,-0.325,,,
3350,5/24/23 14:59,-0.437,,,
3351,5/24/23 16:59,-0.437,,,
3352,5/24/23 18:59,-0.437,,,
3353,5/24/23 20:59,-0.437,,,
3354,5/24/23 22:59,-0.437,,,
3355,5/25/23 0:59,-0.437,,,
3356,5/25/23 2:59,-0.437,,,
3357,5/25/23 4:59,-0.437,,,
3358,5/25/23 6:59,-0.549,,,
3359,5/25/23 8:59,-0.549,,,
3360,5/25/23 10:59,-0.549,,,
3361,5/25/23 12:59,-0.549,,,
3362,5/25/23 14:59,-0.437,,,
3363,5/25/23 16:59,-0.437,,,
3364,5/25/23 18:59,-0.325,,,
3365,5/25/23 20:59,-0.325,,,
3366,5/25/23 22:59,-0.213,,,
3367,5/26/23 0:59,-0.213,,,
3368,5/26/23 2:59,-0.213,,,
3369,5/26/23 4:59,-0.213,,,
3370,5/26/23 6:59,-0.213,,,
3371,5/26/23 8:59,-0.213,,,
3372,5/26/23 10:59,-0.213,,,
3373,5/26/23 12:59,-0.213,,,
3374,5/26/23 14:59,-0.213,,,
3375,5/26/23 16:59,-0.213,,,
3376,5/26/23 18:59,-0.213,,,
3377,5/26/23 20:59,-0.213,,,
3378,5/26/23 22:59,-0.213,,,
3379,5/27/23 0:59,-0.213,,,
3380,5/27/23 2:59,-0.213,,,
3381,5/27/23 4:59,-0.213,,,
3382,5/27/23 6:59,-0.213,,,
3383,5/27/23 8:59,-0.213,,,
3384,5/27/23 10:59,-0.213,,,
3385,5/27/23 12:59,-0.213,,,
3386,5/27/23 14:59,-0.213,,,
3387,5/27/23 16:59,-0.213,,,
3388,5/27/23 18:59,-0.213,,,
3389,5/27/23 20:59,-0.213,,,
3390,5/27/23 22:59,-0.213,,,
3391,5/28/23 0:59,-0.213,,,
3392,5/28/23 2:59,-0.213,,,
3393,5/28/23 4:59,-0.213,,,
3394,5/28/23 6:59,-0.213,,,
3395,5/28/23 8:59,-0.213,,,
3396,5/28/23 10:59,-0.213,,,
3397,5/28/23 12:59,-0.213,,,
3398,5/28/23 14:59,-0.213,,,
3399,5/28/23 16:59,-0.213,,,
3400,5/28/23 18:59,-0.213,,,
3401,5/28/23 20:59,-0.213,,,
3402,5/28/23 22:59,-0.213,,,
3403,5/29/23 0:59,-0.213,,,
3404,5/29/23 2:59,-0.213,,,
3405,5/29/23 4:59,-0.213,,,
3406,5/29/23 6:59,-0.213,,,
3407,5/29/23 8:59,-0.213,,,
3408,5/29/23 10:59,-0.213,,,
3409,5/29/23 12:59,-0.213,,,
3410,5/29/23 14:59,-0.213,,,
3411,5/29/23 16:59,-0.213,,,
3412,5/29/23 18:59,-0.213,,,
3413,5/29/23 20:59,-0.213,,,
3414,5/29/23 22:59,-0.213,,,
3415,5/30/23 0:59,-0.213,,,
3416,5/30/23 2:59,-0.213,,,
3417,5/30/23 4:59,-0.213,,,
3418,5/30/23 6:59,-0.102,,,
3419,5/30/23 8:59,-0.213,,,
3420,5/30/23 10:59,-0.102,,,
3421,5/30/23 12:59,-0.213,,,
3422,5/30/23 14:59,-0.102,,,
3423,5/30/23 16:59,-0.102,,,
3424,5/30/23 18:59,-0.102,,,
3425,5/30/23 20:59,-0.102,,,
3426,5/30/23 22:59,-0.102,,,
3427,5/31/23 0:59,-0.102,,,
3428,5/31/23 2:59,-0.102,,,
3429,5/31/23 4:59,-0.102,,,
3430,5/31/23 6:59,-0.102,,,
3431,5/31/23 8:59,-0.102,,,
3432,5/31/23 10:59,-0.102,,,
3433,5/31/23 12:59,-0.102,,,
3434,5/31/23 14:59,-0.102,,,
3435,5/31/23 16:59,-0.102,,,
3436,5/31/23 18:59,-0.102,,,
3437,5/31/23 20:59,-0.102,,,
3438,5/31/23 22:59,-0.102,,,
3439,6/1/23 0:59,-0.102,,,
3440,6/1/23 2:59,-0.102,,,
3441,6/1/23 4:59,-0.102,,,
3442,6/1/23 6:59,-0.102,,,
3443,6/1/23 8:59,-0.102,,,
3444,6/1/23 10:59,-0.102,,,
3445,6/1/23 12:59,-0.102,,,
3446,6/1/23 14:59,-0.102,,,
3447,6/1/23 16:59,-0.102,,,
3448,6/1/23 18:59,-0.102,,,
3449,6/1/23 20:59,-0.102,,,
3450,6/1/23 22:59,-0.102,,,
3451,6/2/23 0:59,-0.102,,,
3452,6/2/23 2:59,-0.102,,,
3453,6/2/23 4:59,-0.102,,,
3454,6/2/23 6:59,-0.102,,,
3455,6/2/23 8:59,-0.102,,,
3456,6/2/23 10:59,-0.102,,,
3457,6/2/23 12:59,-0.102,,,
3458,6/2/23 14:59,-0.102,,,
3459,6/2/23 16:59,-0.102,,,
3460,6/2/23 18:59,-0.102,,,
3461,6/2/23 20:59,0.01,,,
3462,6/2/23 22:59,-0.102,,,
3463,6/3/23 0:59,0.01,,,
3464,6/3/23 2:59,-0.102,,,
3465,6/3/23 4:59,0.01,,,
3466,6/3/23 6:59,0.01,,,
3467,6/3/23 8:59,0.01,,,
3468,6/3/23 10:59,0.01,,,
3469,6/3/23 12:59,0.01,,,
3470,6/3/23 14:59,-0.102,,,
3471,6/3/23 16:59,0.01,,,
3472,6/3/23 18:59,-0.102,,,
3473,6/3/23 20:59,0.01,,,
3474,6/3/23 22:59,0.01,,,
3475,6/4/23 0:59,0.01,,,
3476,6/4/23 2:59,0.01,,,
3477,6/4/23 4:59,0.01,,,
3478,6/4/23 6:59,0.01,,,
3479,6/4/23 8:59,0.01,,,
3480,6/4/23 10:59,0.01,,,
3481,6/4/23 12:59,0.01,,,
3482,6/4/23 14:59,0.01,,,
3483,6/4/23 16:59,0.01,,,
3484,6/4/23 18:59,0.01,,,
3485,6/4/23 20:59,0.01,,,
3486,6/4/23 22:59,0.01,,,
3487,6/5/23 0:59,0.01,,,
3488,6/5/23 2:59,0.01,,,
3489,6/5/23 4:59,0.01,,,
3490,6/5/23 6:59,0.01,,,
3491,6/5/23 8:59,0.01,,,
3492,6/5/23 10:59,0.01,,,
3493,6/5/23 12:59,0.01,,,
3494,6/5/23 14:59,0.01,,,
3495,6/5/23 16:59,0.01,,,
3496,6/5/23 18:59,0.01,,,
3497,6/5/23 20:59,0.01,,,
3498,6/5/23 22:59,0.01,,,
3499,6/6/23 0:59,0.01,,,
3500,6/6/23 2:59,0.01,,,
3501,6/6/23 4:59,0.01,,,
3502,6/6/23 6:59,0.01,,,
3503,6/6/23 8:59,0.01,,,
3504,6/6/23 10:59,0.01,,,
3505,6/6/23 12:59,0.01,,,
3506,6/6/23 14:59,0.01,,,
3507,6/6/23 16:59,0.01,,,
3508,6/6/23 18:59,0.01,,,
3509,6/6/23 20:59,0.01,,,
3510,6/6/23 22:59,0.01,,,
3511,6/7/23 0:59,0.01,,,
3512,6/7/23 2:59,0.01,,,
3513,6/7/23 4:59,0.01,,,
3514,6/7/23 6:59,0.01,,,
3515,6/7/23 8:59,0.01,,,
3516,6/7/23 10:59,0.01,,,
3517,6/7/23 12:59,0.01,,,
3518,6/7/23 14:59,0.01,,,
3519,6/7/23 16:59,0.01,,,
3520,6/7/23 18:59,0.01,,,
3521,6/7/23 20:59,0.01,,,
3522,6/7/23 22:59,0.01,,,
3523,6/8/23 0:59,0.01,,,
3524,6/8/23 2:59,0.01,,,
3525,6/8/23 4:59,0.01,,,
3526,6/8/23 6:59,0.01,,,
3527,6/8/23 8:59,0.01,,,
3528,6/8/23 10:59,0.01,,,
3529,6/8/23 12:59,0.01,,,
3530,6/8/23 14:59,0.01,,,
3531,6/8/23 16:59,0.01,,,
3532,6/8/23 18:59,0.01,,,
3533,6/8/23 20:59,0.01,,,
3534,6/8/23 22:59,0.01,,,
3535,6/9/23 0:59,0.01,,,
3536,6/9/23 2:59,0.01,,,
3537,6/9/23 4:59,0.01,,,
3538,6/9/23 6:59,0.01,,,
3539,6/9/23 8:59,0.01,,,
3540,6/9/23 10:59,0.01,,,
3541,6/9/23 12:59,0.01,,,
3542,6/9/23 14:59,0.01,,,
3543,6/9/23 16:59,0.01,,,
3544,6/9/23 18:59,0.01,,,
3545,6/9/23 20:59,0.01,,,
3546,6/9/23 22:59,0.01,,,
3547,6/10/23 0:59,0.01,,,
3548,6/10/23 2:59,0.01,,,
3549,6/10/23 4:59,0.01,,,
3550,6/10/23 6:59,0.01,,,
3551,6/10/23 8:59,0.01,,,
3552,6/10/23 10:59,0.01,,,
3553,6/10/23 12:59,0.01,,,
3554,6/10/23 14:59,0.01,,,
3555,6/10/23 16:59,0.01,,,
3556,6/10/23 18:59,0.01,,,
3557,6/10/23 20:59,0.01,,,
3558,6/10/23 22:59,0.01,,,
3559,6/11/23 0:59,0.01,,,
3560,6/11/23 2:59,0.01,,,
3561,6/11/23 4:59,0.01,,,
3562,6/11/23 6:59,0.01,,,
3563,6/11/23 8:59,0.01,,,
3564,6/11/23 10:59,0.01,,,
3565,6/11/23 12:59,0.01,,,
3566,6/11/23 14:59,0.01,,,
3567,6/11/23 16:59,0.01,,,
3568,6/11/23 18:59,0.01,,,
3569,6/11/23 20:59,0.01,,,
3570,6/11/23 22:59,0.01,,,
3571,6/12/23 0:59,0.01,,,
3572,6/12/23 2:59,0.01,,,
3573,6/12/23 4:59,0.01,,,
3574,6/12/23 6:59,0.01,,,
3575,6/12/23 8:59,0.01,,,
3576,6/12/23 10:59,0.01,,,
3577,6/12/23 12:59,0.01,,,
3578,6/12/23 14:59,0.01,,,
3579,6/12/23 16:59,0.01,,,
3580,6/12/23 18:59,0.01,,,
3581,6/12/23 20:59,0.01,,,
3582,6/12/23 22:59,0.01,,,
3583,6/13/23 0:59,0.01,,,
3584,6/13/23 2:59,0.01,,,
3585,6/13/23 4:59,0.01,,,
3586,6/13/23 6:59,0.01,,,
3587,6/13/23 8:59,0.01,,,
3588,6/13/23 10:59,0.01,,,
3589,6/13/23 12:59,0.01,,,
3590,6/13/23 14:59,0.01,,,
3591,6/13/23 16:59,0.01,,,
3592,6/13/23 18:59,0.01,,,
3593,6/13/23 20:59,0.01,,,
3594,6/13/23 22:59,0.01,,,
3595,6/14/23 0:59,0.01,,,
3596,6/14/23 2:59,0.01,,,
3597,6/14/23 4:59,0.01,,,
3598,6/14/23 6:59,0.01,,,
3599,6/14/23 8:59,0.01,,,
3600,6/14/23 10:59,0.01,,,
3601,6/14/23 12:59,0.01,,,
3602,6/14/23 14:59,0.01,,,
3603,6/14/23 16:59,0.01,,,
3604,6/14/23 18:59,0.01,,,
3605,6/14/23 20:59,0.01,,,
3606,6/14/23 22:59,0.01,,,
3607,6/15/23 0:59,0.01,,,
3608,6/15/23 2:59,0.01,,,
3609,6/15/23 4:59,0.01,,,
3610,6/15/23 6:59,0.01,,,
3611,6/15/23 8:59,0.01,,,
3612,6/15/23 10:59,0.01,,,
3613,6/15/23 12:59,0.01,,,
3614,6/15/23 14:59,0.01,,,
3615,6/15/23 16:59,0.01,,,
3616,6/15/23 18:59,0.01,,,
3617,6/15/23 20:59,0.01,,,
3618,6/15/23 22:59,0.01,,,
3619,6/16/23 0:59,0.01,,,
3620,6/16/23 2:59,0.01,,,
3621,6/16/23 4:59,0.01,,,
3622,6/16/23 6:59,0.01,,,
3623,6/16/23 8:59,0.01,,,
3624,6/16/23 10:59,0.01,,,
3625,6/16/23 12:59,0.01,,,
3626,6/16/23 14:59,0.01,,,
3627,6/16/23 16:59,0.01,,,
3628,6/16/23 18:59,0.01,,,
3629,6/16/23 20:59,0.01,,,
3630,6/16/23 22:59,0.01,,,
3631,6/17/23 0:59,0.01,,,
3632,6/17/23 2:59,0.01,,,
3633,6/17/23 4:59,0.01,,,
3634,6/17/23 6:59,0.01,,,
3635,6/17/23 8:59,0.01,,,
3636,6/17/23 10:59,0.01,,,
3637,6/17/23 12:59,0.01,,,
3638,6/17/23 14:59,0.01,,,
3639,6/17/23 16:59,0.01,,,
3640,6/17/23 18:59,0.01,,,
3641,6/17/23 20:59,0.01,,,
3642,6/17/23 22:59,0.01,,,
3643,6/18/23 0:59,0.01,,,
3644,6/18/23 2:59,0.01,,,
3645,6/18/23 4:59,0.01,,,
3646,6/18/23 6:59,0.01,,,
3647,6/18/23 8:59,0.01,,,
3648,6/18/23 10:59,0.01,,,
3649,6/18/23 12:59,0.01,,,
3650,6/18/23 14:59,0.01,,,
3651,6/18/23 16:59,0.01,,,
3652,6/18/23 18:59,0.01,,,
3653,6/18/23 20:59,0.01,,,
3654,6/18/23 22:59,0.01,,,
3655,6/19/23 0:59,0.01,,,
3656,6/19/23 2:59,0.01,,,
3657,6/19/23 4:59,0.01,,,
3658,6/19/23 6:59,0.01,,,
3659,6/19/23 8:59,0.01,,,
3660,6/19/23 10:59,0.01,,,
3661,6/19/23 12:59,0.01,,,
3662,6/19/23 14:59,0.01,,,
3663,6/19/23 16:59,0.01,,,
3664,6/19/23 18:59,0.01,,,
3665,6/19/23 20:59,0.01,,,
3666,6/19/23 22:59,0.01,,,
3667,6/20/23 0:59,0.01,,,
3668,6/20/23 2:59,0.01,,,
3669,6/20/23 4:59,0.01,,,
3670,6/20/23 6:59,0.01,,,
3671,6/20/23 8:59,0.01,,,
3672,6/20/23 10:59,0.01,,,
3673,6/20/23 12:59,0.01,,,
3674,6/20/23 14:59,0.01,,,
3675,6/20/23 16:59,0.01,,,
3676,6/20/23 18:59,0.01,,,
3677,6/20/23 20:59,0.01,,,
3678,6/20/23 22:59,0.01,,,
3679,6/21/23 0:59,0.01,,,
3680,6/21/23 2:59,0.01,,,
3681,6/21/23 4:59,0.01,,,
3682,6/21/23 6:59,0.01,,,
3683,6/21/23 8:59,0.01,,,
3684,6/21/23 10:59,0.01,,,
3685,6/21/23 12:59,0.01,,,
3686,6/21/23 14:59,0.01,,,
3687,6/21/23 16:59,0.01,,,
3688,6/21/23 18:59,0.01,,,
3689,6/21/23 20:59,0.01,,,
3690,6/21/23 22:59,0.01,,,
3691,6/22/23 0:59,0.01,,,
3692,6/22/23 2:59,0.01,,,
3693,6/22/23 4:59,0.01,,,
3694,6/22/23 6:59,0.01,,,
3695,6/22/23 8:59,0.01,,,
3696,6/22/23 10:59,0.01,,,
3697,6/22/23 12:59,0.01,,,
3698,6/22/23 14:59,0.01,,,
3699,6/22/23 16:59,0.01,,,
3700,6/22/23 18:59,0.01,,,
3701,6/22/23 20:59,0.01,,,
3702,6/22/23 22:59,0.01,,,
3703,6/23/23 0:59,0.01,,,
3704,6/23/23 2:59,0.01,,,
3705,6/23/23 4:59,0.01,,,
3706,6/23/23 6:59,0.01,,,
3707,6/23/23 8:59,0.01,,,
3708,6/23/23 10:59,0.01,,,
3709,6/23/23 12:59,0.01,,,
3710,6/23/23 14:59,0.01,,,
3711,6/23/23 16:59,0.01,,,
3712,6/23/23 18:59,0.01,,,
3713,6/23/23 20:59,0.01,,,
3714,6/23/23 22:59,0.01,,,
3715,6/24/23 0:59,0.01,,,
3716,6/24/23 2:59,0.01,,,
3717,6/24/23 4:59,0.01,,,
3718,6/24/23 6:59,0.01,,,
3719,6/24/23 8:59,0.01,,,
3720,6/24/23 10:59,0.01,,,
3721,6/24/23 12:59,0.01,,,
3722,6/24/23 14:59,0.01,,,
3723,6/24/23 16:59,0.01,,,
3724,6/24/23 18:59,0.01,,,
3725,6/24/23 20:59,0.01,,,
3726,6/24/23 22:59,0.01,,,
3727,6/25/23 0:59,0.01,,,
3728,6/25/23 2:59,0.01,,,
3729,6/25/23 4:59,0.01,,,
3730,6/25/23 6:59,0.01,,,
3731,6/25/23 8:59,0.01,,,
3732,6/25/23 10:59,0.01,,,
3733,6/25/23 12:59,0.01,,,
3734,6/25/23 14:59,0.01,,,
3735,6/25/23 16:59,0.01,,,
3736,6/25/23 18:59,0.01,,,
3737,6/25/23 20:59,0.01,,,
3738,6/25/23 22:59,0.01,,,
3739,6/26/23 0:59,0.01,,,
3740,6/26/23 2:59,0.01,,,
3741,6/26/23 4:59,0.01,,,
3742,6/26/23 6:59,0.01,,,
3743,6/26/23 8:59,0.01,,,
3744,6/26/23 10:59,0.01,,,
3745,6/26/23 12:59,0.01,,,
3746,6/26/23 14:59,0.01,,,
3747,6/26/23 16:59,0.01,,,
3748,6/26/23 18:59,0.01,,,
3749,6/26/23 20:59,0.01,,,
3750,6/26/23 22:59,0.01,,,
3751,6/27/23 0:59,0.01,,,
3752,6/27/23 2:59,0.01,,,
3753,6/27/23 4:59,0.01,,,
3754,6/27/23 6:59,0.01,,,
3755,6/27/23 8:59,0.01,,,
3756,6/27/23 10:59,0.01,,,
3757,6/27/23 12:59,0.01,,,
3758,6/27/23 14:59,0.01,,,
3759,6/27/23 16:59,0.01,,,
3760,6/27/23 18:59,0.01,,,
3761,6/27/23 20:59,0.01,,,
3762,6/27/23 22:59,0.01,,,
3763,6/28/23 0:59,0.01,,,
3764,6/28/23 2:59,0.01,,,
3765,6/28/23 4:59,0.01,,,
3766,6/28/23 6:59,0.01,,,
3767,6/28/23 8:59,0.01,,,
3768,6/28/23 10:59,0.01,,,
3769,6/28/23 12:59,0.01,,,
3770,6/28/23 14:59,0.01,,,
3771,6/28/23 16:59,0.01,,,
3772,6/28/23 18:59,0.01,,,
3773,6/28/23 20:59,0.01,,,
3774,6/28/23 22:59,0.01,,,
3775,6/29/23 0:59,0.01,,,
3776,6/29/23 2:59,0.01,,,
3777,6/29/23 4:59,0.01,,,
3778,6/29/23 6:59,0.01,,,
3779,6/29/23 8:59,0.01,,,
3780,6/29/23 10:59,0.01,,,
3781,6/29/23 12:59,0.01,,,
3782,6/29/23 14:59,0.01,,,
3783,6/29/23 16:59,0.01,,,
3784,6/29/23 18:59,0.01,,,
3785,6/29/23 20:59,0.01,,,
3786,6/29/23 22:59,0.01,,,
3787,6/30/23 0:59,0.01,,,
3788,6/30/23 2:59,0.01,,,
3789,6/30/23 4:59,0.01,,,
3790,6/30/23 6:59,0.01,,,
3791,6/30/23 8:59,0.01,,,
3792,6/30/23 10:59,0.01,,,
3793,6/30/23 12:59,0.01,,,
3794,6/30/23 14:59,0.01,,,
3795,6/30/23 16:59,0.01,,,
3796,6/30/23 18:59,0.01,,,
3797,6/30/23 20:59,0.01,,,
3798,6/30/23 22:59,0.01,,,
3799,7/1/23 0:59,0.01,,,
3800,7/1/23 2:59,0.01,,,
3801,7/1/23 4:59,0.01,,,
3802,7/1/23 6:59,0.01,,,
3803,7/1/23 8:59,0.01,,,
3804,7/1/23 10:59,0.01,,,
3805,7/1/23 12:59,0.01,,,
3806,7/1/23 14:59,0.01,,,
3807,7/1/23 16:59,0.01,,,
3808,7/1/23 18:59,0.01,,,
3809,7/1/23 20:59,0.01,,,
3810,7/1/23 22:59,0.01,,,
3811,7/2/23 0:59,0.01,,,
3812,7/2/23 2:59,0.01,,,
3813,7/2/23 4:59,0.01,,,
3814,7/2/23 6:59,0.01,,,
3815,7/2/23 8:59,0.01,,,
3816,7/2/23 10:59,0.01,,Logged,
3817,7/2/23 12:59,0.01,,,
3818,7/2/23 14:59,0.01,,,
3819,7/2/23 16:59,0.01,,,
3820,7/2/23 18:59,0.01,,,
3821,7/2/23 20:59,0.01,,,
3822,7/2/23 22:59,0.01,,,
3823,7/3/23 0:59,0.01,,,
3824,7/3/23 2:59,0.01,,,
3825,7/3/23 4:59,0.01,,,
3826,7/3/23 6:59,0.01,,,
3827,7/3/23 8:59,0.01,,,
3828,7/3/23 10:59,0.01,,,
3829,7/3/23 12:59,0.01,,,
3830,7/3/23 14:59,0.01,,,
3831,7/3/23 16:59,0.01,,,
3832,7/3/23 18:59,0.01,,,
3833,7/3/23 20:59,0.01,,,
3834,7/3/23 22:59,0.01,,,
3835,7/4/23 0:59,0.01,,,
3836,7/4/23 2:59,0.01,,,
3837,7/4/23 4:59,0.01,,,
3838,7/4/23 6:59,0.01,,,
3839,7/4/23 8:59,0.343,,,
3840,7/4/23 10:59,0.453,,,
3841,7/4/23 12:59,0.563,,,
3842,7/4/23 14:59,2.303,,,
3843,7/4/23 16:59,3.788,,,
3844,7/4/23 18:59,1.764,,,
3845,7/4/23 20:59,0.01,,,
3846,7/4/23 22:59,0.232,,,
3847,7/5/23 0:59,0.563,,,
3848,7/5/23 2:59,0.784,,,
3849,7/5/23 4:59,1.33,,,
3850,7/5/23 6:59,1.764,,,
3851,7/5/23 8:59,4.519,,,
3852,7/5/23 10:59,10.357,,,
3853,7/5/23 12:59,12.787,,,
3854,7/5/23 14:59,12.98,,,
3855,7/5/23 16:59,10.063,,,
3856,7/5/23 18:59,5.757,,,
3857,7/5/23 20:59,2.303,,,
3858,7/5/23 22:59,1.548,,,
3859,7/6/23 0:59,1.112,,,
3860,7/6/23 2:59,1.764,,,
3861,7/6/23 4:59,1.003,,,
3862,7/6/23 6:59,1.98,,,
3863,7/6/23 8:59,9.077,,,
3864,7/6/23 10:59,12.594,,,
3865,7/6/23 12:59,14.804,,,
3866,7/6/23 14:59,14.709,,,
3867,7/6/23 16:59,10.357,,,
3868,7/6/23 18:59,8.082,,,
3869,7/6/23 20:59,5.552,,,
3870,7/6/23 22:59,3.788,,,
3871,7/7/23 0:59,1.98,,,
3872,7/7/23 2:59,0.563,,,
3873,7/7/23 4:59,0.232,,,
3874,7/7/23 6:59,2.517,,,
3875,7/7/23 8:59,8.382,,,
3876,7/7/23 10:59,12.304,,,
3877,7/7/23 12:59,12.98,,,
3878,7/7/23 14:59,13.846,,,
3879,7/7/23 16:59,10.455,,,
3880,7/7/23 18:59,6.674,,,
3881,7/7/23 20:59,5.244,,,
3882,7/7/23 22:59,4.207,,,
3883,7/8/23 0:59,3.367,,,
3884,7/8/23 2:59,3.155,,,
3885,7/8/23 4:59,2.624,,,
3886,7/8/23 6:59,2.943,,,
3887,7/8/23 8:59,6.978,,,
3888,7/8/23 10:59,14.613,,,
3889,7/8/23 12:59,15.473,,,
3890,7/8/23 14:59,16.903,,,
3891,7/8/23 16:59,16.141,,,
3892,7/8/23 18:59,14.421,,,
3893,7/8/23 20:59,7.682,,,
3894,7/8/23 22:59,4.207,,,
3895,7/9/23 0:59,2.73,,,
3896,7/9/23 2:59,2.195,,,
3897,7/9/23 4:59,1.003,,,
3898,7/9/23 6:59,3.683,,,
3899,7/9/23 8:59,9.373,,,
3900,7/9/23 10:59,12.11,,,
3901,7/9/23 12:59,13.558,,,
3902,7/9/23 14:59,12.594,,,
3903,7/9/23 16:59,13.942,,,
3904,7/9/23 18:59,11.334,,,
3905,7/9/23 20:59,6.978,,,
3906,7/9/23 22:59,4.311,,,
3907,7/10/23 0:59,3.367,,,
3908,7/10/23 2:59,2.41,,,
3909,7/10/23 4:59,1.548,,,
3910,7/10/23 6:59,2.73,,,
3911,7/10/23 8:59,6.37,,,
3912,7/10/23 10:59,14.325,,,
3913,7/10/23 12:59,16.332,,,
3914,7/10/23 14:59,18.045,,,
3915,7/10/23 16:59,16.141,,,
3916,7/10/23 18:59,13.461,,,
3917,7/10/23 20:59,7.782,,,
3918,7/10/23 22:59,5.45,,,
3919,7/11/23 0:59,4.519,,,
3920,7/11/23 2:59,3.788,,,
3921,7/11/23 4:59,2.943,,,
3922,7/11/23 6:59,5.757,,,
3923,7/11/23 8:59,10.259,,,
3924,7/11/23 10:59,14.709,,,
3925,7/11/23 12:59,16.808,,,
3926,7/11/23 14:59,18.045,,,
3927,7/11/23 16:59,18.331,,,
3928,7/11/23 18:59,14.9,,,
3929,7/11/23 20:59,8.68,,,
3930,7/11/23 22:59,5.962,,,
3931,7/12/23 0:59,4.623,,,
3932,7/12/23 2:59,3.893,,,
3933,7/12/23 4:59,3.367,,,
3934,7/12/23 6:59,5.86,,,
3935,7/12/23 8:59,12.497,,,
3936,7/12/23 10:59,17.475,,,
3937,7/12/23 12:59,20.424,,,
3938,7/12/23 14:59,19.948,,,
3939,7/12/23 16:59,19.187,,,
3940,7/12/23 18:59,16.618,,,
3941,7/12/23 20:59,10.063,,,
