Plot Title: 21397973,,,,,
#,"Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397973, SEN S/N: 21397973)",Coupler Detached (LGR S/N: 21397973),Bad Battery (LGR S/N: 21397973),End Of File (LGR S/N: 21397973)
3942,7/12/23 22:59,7.983,,,
3943,7/13/23 0:59,5.86,,,
3944,7/13/23 2:59,5.037,,,
3945,7/13/23 4:59,4.102,,,
3946,7/13/23 6:59,7.079,,,
3947,7/13/23 8:59,12.69,,,
3948,7/13/23 10:59,15.091,,,
3949,7/13/23 12:59,18.616,,,
3950,7/13/23 14:59,22.046,,,
3951,7/13/23 16:59,21.091,,,
3952,7/13/23 18:59,18.045,,,
3953,7/13/23 20:59,11.236,,,
3954,7/13/23 22:59,9.077,,,
3955,7/14/23 0:59,7.682,,,
3956,7/14/23 2:59,6.268,,,
3957,7/14/23 4:59,4.519,,,
3958,7/14/23 6:59,6.775,,,
3959,7/14/23 8:59,12.594,,,
3960,7/14/23 10:59,15.664,,,
3961,7/14/23 12:59,17.475,,,
3962,7/14/23 14:59,18.045,,,
3963,7/14/23 16:59,16.618,,,
3964,7/14/23 18:59,14.038,,,
3965,7/14/23 20:59,9.275,,,
3966,7/14/23 22:59,6.674,,,
3967,7/15/23 0:59,5.45,,,
3968,7/15/23 2:59,4.207,,,
3969,7/15/23 4:59,3.788,,,
3970,7/15/23 6:59,5.86,,,
3971,7/15/23 8:59,13.461,,,
3972,7/15/23 10:59,17.76,,,
3973,7/15/23 12:59,21.664,,,
3974,7/15/23 14:59,21.282,,,
3975,7/15/23 16:59,16.999,,,
3976,7/15/23 18:59,14.325,,,
3977,7/15/23 20:59,9.275,,,
3978,7/15/23 22:59,7.079,,,
3979,7/16/23 0:59,5.757,,,
3980,7/16/23 2:59,5.244,,,
3981,7/16/23 4:59,4.727,,,
3982,7/16/23 6:59,6.775,,,
3983,7/16/23 8:59,11.236,,,
3984,7/16/23 10:59,16.618,,,
3985,7/16/23 12:59,21.473,,,
3986,7/16/23 14:59,22.142,,,
3987,7/16/23 16:59,21.091,,,
3988,7/16/23 18:59,16.427,,,
3989,7/16/23 20:59,10.651,,,
3990,7/16/23 22:59,8.182,,,
3991,7/17/23 0:59,7.179,,,
3992,7/17/23 2:59,7.079,,,
3993,7/17/23 4:59,6.978,,,
3994,7/17/23 6:59,8.879,,,
3995,7/17/23 8:59,13.365,,,
3996,7/17/23 10:59,17.57,,,
3997,7/17/23 12:59,20.805,,,
3998,7/17/23 14:59,22.046,,,
3999,7/17/23 16:59,21.187,,,
4000,7/17/23 18:59,15.569,,,
4001,7/17/23 20:59,11.528,,,
4002,7/17/23 22:59,9.373,,,
4003,7/18/23 0:59,7.782,,,
4004,7/18/23 2:59,6.978,,,
4005,7/18/23 4:59,6.268,,,
4006,7/18/23 6:59,7.782,,,
4007,7/18/23 8:59,13.75,,,
4008,7/18/23 10:59,19.758,,,
4009,7/18/23 12:59,22.908,,,
4010,7/18/23 14:59,20.615,,,
4011,7/18/23 16:59,20.043,,,
4012,7/18/23 18:59,13.365,,,
4013,7/18/23 20:59,9.866,,,
4014,7/18/23 22:59,8.581,,,
4015,7/19/23 0:59,7.882,,,
4016,7/19/23 2:59,6.775,,,
4017,7/19/23 4:59,5.86,,,
4018,7/19/23 6:59,5.757,,,
4019,7/19/23 8:59,9.275,,,
4020,7/19/23 10:59,14.325,,,
4021,7/19/23 12:59,20.043,,,
4022,7/19/23 14:59,18.711,,,
4023,7/19/23 16:59,18.901,,,
4024,7/19/23 18:59,14.23,,,
4025,7/19/23 20:59,9.669,,,
4026,7/19/23 22:59,7.782,,,
4027,7/20/23 0:59,7.179,,,
4028,7/20/23 2:59,6.978,,,
4029,7/20/23 4:59,4.311,,,
4030,7/20/23 6:59,4.934,,,
4031,7/20/23 8:59,10.651,,,
4032,7/20/23 10:59,14.325,,,
4033,7/20/23 12:59,15.76,,,
4034,7/20/23 14:59,16.713,,,
4035,7/20/23 16:59,12.013,,,
4036,7/20/23 18:59,8.879,,,
4037,7/20/23 20:59,7.983,,,
4038,7/20/23 22:59,6.674,,,
4039,7/21/23 0:59,5.244,,,
4040,7/21/23 2:59,4.102,,,
4041,7/21/23 4:59,3.578,,,
4042,7/21/23 6:59,5.037,,,
4043,7/21/23 8:59,9.965,,,
4044,7/21/23 10:59,13.654,,,
4045,7/21/23 12:59,17.855,,,
4046,7/21/23 14:59,16.332,,,
4047,7/21/23 16:59,17.284,,,
4048,7/21/23 18:59,14.9,,,
4049,7/21/23 20:59,8.282,,,
4050,7/21/23 22:59,5.962,,,
4051,7/22/23 0:59,5.244,,,
4052,7/22/23 2:59,4.311,,,
4053,7/22/23 4:59,4.102,,,
4054,7/22/23 6:59,5.86,,,
4055,7/22/23 8:59,10.944,,,
4056,7/22/23 10:59,16.237,,,
4057,7/22/23 12:59,20.519,,,
4058,7/22/23 14:59,21.091,,,
4059,7/22/23 16:59,19.662,,,
4060,7/22/23 18:59,18.045,,,
4061,7/22/23 20:59,10.553,,,
4062,7/22/23 22:59,7.682,,,
4063,7/23/23 0:59,6.268,,,
4064,7/23/23 2:59,5.757,,,
4065,7/23/23 4:59,5.552,,,
4066,7/23/23 6:59,7.079,,,
4067,7/23/23 8:59,13.461,,,
4068,7/23/23 10:59,18.14,,,
4069,7/23/23 12:59,18.426,,,
4070,7/23/23 14:59,19.948,,,
4071,7/23/23 16:59,15.473,,,
4072,7/23/23 18:59,11.236,,,
4073,7/23/23 20:59,9.768,,,
4074,7/23/23 22:59,8.779,,,
4075,7/24/23 0:59,7.983,,,
4076,7/24/23 2:59,7.381,,,
4077,7/24/23 4:59,6.674,,,
4078,7/24/23 6:59,8.581,,,
4079,7/24/23 8:59,14.325,,,
4080,7/24/23 10:59,19.853,,,
4081,7/24/23 12:59,22.717,,,
4082,7/24/23 14:59,25.805,,,
4083,7/24/23 16:59,25.028,,,
4084,7/24/23 18:59,16.808,,,
4085,7/24/23 20:59,12.11,,,
4086,7/24/23 22:59,9.965,,,
4087,7/25/23 0:59,8.978,,,
4088,7/25/23 2:59,7.983,,,
4089,7/25/23 4:59,7.481,,,
4090,7/25/23 6:59,7.582,,,
4091,7/25/23 8:59,10.553,,,
4092,7/25/23 10:59,14.804,,,
4093,7/25/23 12:59,20.519,,,
4094,7/25/23 14:59,20.71,,,
4095,7/25/23 16:59,18.711,,,
4096,7/25/23 18:59,13.846,,,
4097,7/25/23 20:59,10.651,,,
4098,7/25/23 22:59,9.866,,,
4099,7/26/23 0:59,8.581,,,
4100,7/26/23 2:59,8.481,,,
4101,7/26/23 4:59,7.179,,,
4102,7/26/23 6:59,7.682,,,
4103,7/26/23 8:59,14.325,,,
4104,7/26/23 10:59,19.187,,,
4105,7/26/23 12:59,22.717,,,
4106,7/26/23 14:59,24.931,,,
4107,7/26/23 16:59,22.429,,,
4108,7/26/23 18:59,17.665,,,
4109,7/26/23 20:59,10.944,,,
4110,7/26/23 22:59,8.68,,,
4111,7/27/23 0:59,7.28,,,
4112,7/27/23 2:59,6.471,,,
4113,7/27/23 4:59,5.962,,,
4114,7/27/23 6:59,6.775,,,
4115,7/27/23 8:59,13.076,,,
4116,7/27/23 10:59,19.853,,,
4117,7/27/23 12:59,23.388,,,
4118,7/27/23 14:59,22.429,,,
4119,7/27/23 16:59,22.142,,,
4120,7/27/23 18:59,12.497,,,
4121,7/27/23 20:59,9.077,,,
4122,7/27/23 22:59,7.179,,,
4123,7/28/23 0:59,6.775,,,
4124,7/28/23 2:59,6.37,,,
4125,7/28/23 4:59,5.962,,,
4126,7/28/23 6:59,5.962,,,
4127,7/28/23 8:59,13.173,,,
4128,7/28/23 10:59,20.043,,,
4129,7/28/23 12:59,24.931,,,
4130,7/28/23 14:59,22.429,,,
4131,7/28/23 16:59,12.883,,,
4132,7/28/23 18:59,16.808,,,
4133,7/28/23 20:59,10.259,,,
4134,7/28/23 22:59,7.882,,,
4135,7/29/23 0:59,6.268,,,
4136,7/29/23 2:59,6.064,,,
4137,7/29/23 4:59,5.655,,,
4138,7/29/23 6:59,6.573,,,
4139,7/29/23 8:59,12.98,,,
4140,7/29/23 10:59,18.901,,,
4141,7/29/23 12:59,21.378,,,
4142,7/29/23 14:59,22.046,,,
4143,7/29/23 16:59,16.141,,,
4144,7/29/23 18:59,9.866,,,
4145,7/29/23 20:59,8.082,,,
4146,7/29/23 22:59,6.877,,,
4147,7/30/23 0:59,6.37,,,
4148,7/30/23 2:59,5.962,,,
4149,7/30/23 4:59,5.655,,,
4150,7/30/23 6:59,6.471,,,
4151,7/30/23 8:59,12.304,,,
4152,7/30/23 10:59,19.377,,,
4153,7/30/23 12:59,18.806,,,
4154,7/30/23 14:59,14.709,,,
4155,7/30/23 16:59,11.041,,,
4156,7/30/23 18:59,11.722,,,
4157,7/30/23 20:59,9.077,,,
4158,7/30/23 22:59,7.682,,,
4159,7/31/23 0:59,7.381,,,
4160,7/31/23 2:59,7.381,,,
4161,7/31/23 4:59,7.481,,,
4162,7/31/23 6:59,7.28,,,
4163,7/31/23 8:59,12.11,,,
4164,7/31/23 10:59,15.664,,,
4165,7/31/23 12:59,15.473,,,
4166,7/31/23 14:59,16.237,,,
4167,7/31/23 16:59,11.819,,,
4168,7/31/23 18:59,7.481,,,
4169,7/31/23 20:59,7.079,,,
4170,7/31/23 22:59,6.877,,,
4171,8/1/23 0:59,6.674,,,
4172,8/1/23 2:59,5.757,,,
4173,8/1/23 4:59,5.244,,,
4174,8/1/23 6:59,5.037,,,
4175,8/1/23 8:59,9.669,,,
4176,8/1/23 10:59,14.517,,,
4177,8/1/23 12:59,18.521,,,
4178,8/1/23 14:59,14.517,,,
4179,8/1/23 16:59,10.063,,,
4180,8/1/23 18:59,8.082,,,
4181,8/1/23 20:59,6.775,,,
4182,8/1/23 22:59,5.757,,,
4183,8/2/23 0:59,5.552,,,
4184,8/2/23 2:59,5.141,,,
4185,8/2/23 4:59,4.934,,,
4186,8/2/23 6:59,5.037,,,
4187,8/2/23 8:59,8.779,,,
4188,8/2/23 10:59,13.942,,,
4189,8/2/23 12:59,16.808,,,
4190,8/2/23 14:59,12.98,,,
4191,8/2/23 16:59,18.711,,,
4192,8/2/23 18:59,12.594,,,
4193,8/2/23 20:59,8.282,,,
4194,8/2/23 22:59,6.573,,,
4195,8/3/23 0:59,6.573,,,
4196,8/3/23 2:59,5.757,,,
4197,8/3/23 4:59,5.552,,,
4198,8/3/23 6:59,5.141,,,
4199,8/3/23 8:59,8.382,,,
4200,8/3/23 10:59,13.269,,,
4201,8/3/23 12:59,17.76,,,
4202,8/3/23 14:59,19.377,,,
4203,8/3/23 16:59,16.332,,,
4204,8/3/23 18:59,12.883,,,
4205,8/3/23 20:59,7.582,,,Logged
