"Plot Title: 20365576"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20365576, SEN S/N: 20365576)","Coupler Detached (LGR S/N: 20365576)","Bad Battery (LGR S/N: 20365576)","Good Battery (LGR S/N: 20365576)","Coupler Attached (LGR S/N: 20365576)","Host Connected (LGR S/N: 20365576)","End Of File (LGR S/N: 20365576)"
2016,02/03/25 12:53:53 PM,-1.799,,,,,,
2017,02/03/25 02:53:53 PM,-1.114,,,,,,
2018,02/03/25 04:53:53 PM,-2.377,,,,,,
2019,02/03/25 06:53:53 PM,-4.031,,,,,,
2020,02/03/25 08:53:53 PM,-4.393,,,,,,
2021,02/03/25 10:53:53 PM,-4.636,,,,,,
2022,02/04/25 12:53:53 AM,-4.272,,,,,,
2023,02/04/25 02:53:53 AM,-4.152,,,,,,
2024,02/04/25 04:53:53 AM,-4.514,,,,,,
2025,02/04/25 06:53:53 AM,-4.636,,,,,,
2026,02/04/25 08:53:53 AM,-4.636,,,,,,
2027,02/04/25 10:53:53 AM,-2.377,,,,,,
2028,02/04/25 12:53:53 PM,-0.887,,,,,,
2029,02/04/25 02:53:53 PM,-0.437,,,,,,
2030,02/04/25 04:53:53 PM,-0.662,,,,,,
2031,02/04/25 06:53:53 PM,-3.672,,,,,,
2032,02/04/25 08:53:53 PM,-5.496,,,,,,
2033,02/04/25 10:53:53 PM,-5.496,,,,,,
2034,02/05/25 12:53:53 AM,-5.745,,,,,,
2035,02/05/25 02:53:53 AM,-5.870,,,,,,
2036,02/05/25 04:53:53 AM,-6.373,,,,,,
2037,02/05/25 06:53:53 AM,-6.120,,,,,,
2038,02/05/25 08:53:53 AM,-6.626,,,,,,
2039,02/05/25 10:53:53 AM,-5.496,,,,,,
2040,02/05/25 12:53:53 PM,-4.758,,,,,,
2041,02/05/25 02:53:53 PM,-4.393,,,,,,
2042,02/05/25 04:53:53 PM,-4.393,,,,,,
2043,02/05/25 06:53:53 PM,-5.620,,,,,,
2044,02/05/25 08:53:53 PM,-5.620,,,,,,
2045,02/05/25 10:53:53 PM,-5.745,,,,,,
2046,02/06/25 12:53:53 AM,-5.995,,,,,,
2047,02/06/25 02:53:53 AM,-6.120,,,,,,
2048,02/06/25 04:53:53 AM,-6.373,,,,,,
2049,02/06/25 06:53:53 AM,-6.626,,,,,,
2050,02/06/25 08:53:53 AM,-7.010,,,,,,
2051,02/06/25 10:53:53 AM,-6.373,,,,,,
2052,02/06/25 12:53:53 PM,-4.152,,,,,,
2053,02/06/25 02:53:53 PM,-3.553,,,,,,
2054,02/06/25 04:53:53 PM,-4.636,,,,,,
2055,02/06/25 06:53:53 PM,-6.120,,,,,,
2056,02/06/25 08:53:53 PM,-6.754,,,,,,
2057,02/06/25 10:53:53 PM,-6.120,,,,,,
2058,02/07/25 12:53:53 AM,-5.995,,,,,,
2059,02/07/25 02:53:53 AM,-6.754,,,,,,
2060,02/07/25 04:53:53 AM,-6.626,,,,,,
2061,02/07/25 06:53:53 AM,-7.138,,,,,,
2062,02/07/25 08:53:53 AM,-7.138,,,,,,
2063,02/07/25 10:53:53 AM,-5.249,,,,,,
2064,02/07/25 12:53:53 PM,-4.272,,,,,,
2065,02/07/25 02:53:53 PM,-1.001,,,,,,
2066,02/07/25 04:53:53 PM,-2.261,,,,,,
2067,02/07/25 06:53:53 PM,-4.031,,,,,,
2068,02/07/25 08:53:53 PM,-4.880,,,,,,
2069,02/07/25 10:53:53 PM,-5.249,,,,,,
2070,02/08/25 12:53:53 AM,-5.870,,,,,,
2071,02/08/25 02:53:53 AM,-6.626,,,,,,
2072,02/08/25 04:53:53 AM,-6.373,,,,,,
2073,02/08/25 06:53:53 AM,-6.246,,,,,,
2074,02/08/25 08:53:53 AM,-6.246,,,,,,
2075,02/08/25 10:53:53 AM,-5.995,,,,,,
2076,02/08/25 12:53:53 PM,-5.620,,,,,,
2077,02/08/25 02:53:53 PM,-5.620,,,,,,
2078,02/08/25 04:53:53 PM,-5.745,,,,,,
2079,02/08/25 06:53:53 PM,-7.010,,,,,,
2080,02/08/25 08:53:53 PM,-7.397,,,,,,
2081,02/08/25 10:53:53 PM,-7.527,,,,,,
2082,02/09/25 12:53:53 AM,-7.527,,,,,,
2083,02/09/25 02:53:53 AM,-8.050,,,,,,
2084,02/09/25 04:53:53 AM,-9.388,,,,,,
2085,02/09/25 06:53:53 AM,-10.353,,,,,,
2086,02/09/25 08:53:53 AM,-11.776,,,,,,
2087,02/09/25 10:53:53 AM,-11.058,,,,,,
2088,02/09/25 12:53:53 PM,-9.252,,,,,,
2089,02/09/25 02:53:53 PM,-8.447,,,,,,
2090,02/09/25 04:53:53 PM,-9.388,,,,,,
2091,02/09/25 06:53:53 PM,-10.774,,,,,,
2092,02/09/25 08:53:53 PM,-11.487,,,,,,
2093,02/09/25 10:53:53 PM,-12.068,,,,,,
2094,02/10/25 12:53:53 AM,-12.361,,,,,,
2095,02/10/25 02:53:53 AM,-12.509,,,,,,
2096,02/10/25 04:53:53 AM,-12.509,,,,,,
2097,02/10/25 06:53:53 AM,-12.509,,,,,,
2098,02/10/25 08:53:53 AM,-12.068,,,,,,
2099,02/10/25 10:53:53 AM,-9.662,,,,,,
2100,02/10/25 12:53:53 PM,-6.882,,,,,,
2101,02/10/25 02:53:53 PM,-7.397,,,,,,
2102,02/10/25 04:53:53 PM,-8.314,,,,,,
2103,02/10/25 06:53:53 PM,-10.493,,,,,,
2104,02/10/25 08:53:53 PM,-10.916,,,,,,
2105,02/10/25 10:53:53 PM,-10.353,,,,,,
2106,02/11/25 12:53:53 AM,-10.214,,,,,,
2107,02/11/25 02:53:53 AM,-11.344,,,,,,
2108,02/11/25 04:53:53 AM,-11.344,,,,,,
2109,02/11/25 06:53:53 AM,-11.344,,,,,,
2110,02/11/25 08:53:53 AM,-11.344,,,,,,
2111,02/11/25 10:53:53 AM,-9.388,,,,,,
2112,02/11/25 12:53:53 PM,-7.397,,,,,,
2113,02/11/25 02:53:53 PM,-6.499,,,,,,
2114,02/11/25 04:53:53 PM,-7.657,,,,,,
2115,02/11/25 06:53:53 PM,-8.713,,,,,,
2116,02/11/25 08:53:53 PM,-9.117,,,,,,
2117,02/11/25 10:53:53 PM,-9.117,,,,,,
2118,02/12/25 12:53:53 AM,-10.916,,,,,,
2119,02/12/25 02:53:53 AM,-12.068,,,,,,
2120,02/12/25 04:53:53 AM,-12.361,,,,,,
2121,02/12/25 06:53:53 AM,-12.956,,,,,,
2122,02/12/25 08:53:53 AM,-13.562,,,,,,
2123,02/12/25 10:53:53 AM,-12.807,,,,,,
2124,02/12/25 12:53:53 PM,-12.361,,,,,,
2125,02/12/25 02:53:53 PM,-11.631,,,,,,
2126,02/12/25 04:53:53 PM,-12.509,,,,,,
2127,02/12/25 06:53:53 PM,-14.023,,,,,,
2128,02/12/25 08:53:53 PM,-14.806,,,,,,
2129,02/12/25 10:53:53 PM,-15.446,,,,,,
2130,02/13/25 12:53:53 AM,-15.934,,,,,,
2131,02/13/25 02:53:53 AM,-16.765,,,,,,
2132,02/13/25 04:53:53 AM,-17.274,,,,,,
2133,02/13/25 06:53:53 AM,-17.446,,,,,,
2134,02/13/25 08:53:53 AM,-17.446,,,,,,
2135,02/13/25 10:53:53 AM,-14.965,,,,,,
2136,02/13/25 12:53:53 PM,-11.922,,,,,,
2137,02/13/25 02:53:53 PM,-10.774,,,,,,
2138,02/13/25 04:53:53 PM,-10.075,,,,,,
2139,02/13/25 06:53:53 PM,-9.937,,,,,,
2140,02/13/25 08:53:53 PM,-9.662,,,,,,
2141,02/13/25 10:53:53 PM,-9.388,,,,,,
2142,02/14/25 12:53:53 AM,-9.117,,,,,,
2143,02/14/25 02:53:53 AM,-8.847,,,,,,
2144,02/14/25 04:53:53 AM,-8.713,,,,,,
2145,02/14/25 06:53:53 AM,-8.713,,,,,,
2146,02/14/25 08:53:53 AM,-8.713,,,,,,
2147,02/14/25 10:53:53 AM,-8.447,,,,,,
2148,02/14/25 12:53:53 PM,-7.787,,,,,,
2149,02/14/25 02:53:53 PM,-7.787,,,,,,
2150,02/14/25 04:53:53 PM,-7.918,,,,,,
2151,02/14/25 06:53:53 PM,-8.050,,,,,,
2152,02/14/25 08:53:53 PM,-8.847,,,,,,
2153,02/14/25 10:53:53 PM,-8.982,,,,,,
2154,02/15/25 12:53:53 AM,-9.252,,,,,,
2155,02/15/25 02:53:53 AM,-9.388,,,,,,
2156,02/15/25 04:53:53 AM,-9.662,,,,,,
2157,02/15/25 06:53:53 AM,-9.525,,,,,,
2158,02/15/25 08:53:53 AM,-9.252,,,,,,
2159,02/15/25 10:53:53 AM,-7.397,,,,,,
2160,02/15/25 12:53:53 PM,-6.754,,,,,,
2161,02/15/25 02:53:53 PM,-6.499,,,,,,
2162,02/15/25 04:53:53 PM,-7.010,,,,,,
2163,02/15/25 06:53:53 PM,-7.787,,,,,,
2164,02/15/25 08:53:53 PM,-8.050,,,,,,
2165,02/15/25 10:53:53 PM,-9.252,,,,,,
2166,02/16/25 12:53:53 AM,-11.631,,,,,,
2167,02/16/25 02:53:53 AM,-12.807,,,,,,
2168,02/16/25 04:53:53 AM,-12.807,,,,,,
2169,02/16/25 06:53:53 AM,-12.658,,,,,,
2170,02/16/25 08:53:53 AM,-11.631,,,,,,
2171,02/16/25 10:53:53 AM,-10.353,,,,,,
2172,02/16/25 12:53:53 PM,-8.182,,,,,,
2173,02/16/25 02:53:53 PM,-7.657,,,,,,
2174,02/16/25 04:53:53 PM,-8.050,,,,,,
2175,02/16/25 06:53:53 PM,-8.713,,,,,,
2176,02/16/25 08:53:53 PM,-8.847,,,,,,
2177,02/16/25 10:53:53 PM,-8.982,,,,,,
2178,02/17/25 12:53:53 AM,-8.982,,,,,,
2179,02/17/25 02:53:53 AM,-8.982,,,,,,
2180,02/17/25 04:53:53 AM,-8.982,,,,,,
2181,02/17/25 06:53:53 AM,-8.982,,,,,,
2182,02/17/25 08:53:53 AM,-8.847,,,,,,
2183,02/17/25 10:53:53 AM,-8.314,,,,,,
2184,02/17/25 12:53:53 PM,-7.657,,,,,,
2185,02/17/25 02:53:53 PM,-7.527,,,,,,
2186,02/17/25 04:53:53 PM,-7.787,,,,,,
2187,02/17/25 06:53:53 PM,-8.447,,,,,,
2188,02/17/25 08:53:53 PM,-8.314,,,,,,
2189,02/17/25 10:53:53 PM,-8.314,,,,,,
2190,02/18/25 12:53:53 AM,-8.314,,,,,,
2191,02/18/25 02:53:53 AM,-8.314,,,,,,
2192,02/18/25 04:53:53 AM,-8.314,,,,,,
2193,02/18/25 06:53:53 AM,-8.314,,,,,,
2194,02/18/25 08:53:53 AM,-8.182,,,,,,
2195,02/18/25 10:53:53 AM,-8.050,,,,,,
2196,02/18/25 12:53:53 PM,-7.657,,,,,,
2197,02/18/25 02:53:53 PM,-7.138,,,,,,
2198,02/18/25 04:53:53 PM,-7.527,,,,,,
2199,02/18/25 06:53:53 PM,-7.787,,,,,,
2200,02/18/25 08:53:53 PM,-8.847,,,,,,
2201,02/18/25 10:53:53 PM,-9.799,,,,,,
2202,02/19/25 12:53:53 AM,-10.214,,,,,,
2203,02/19/25 02:53:53 AM,-10.634,,,,,,
2204,02/19/25 04:53:53 AM,-10.916,,,,,,
2205,02/19/25 06:53:53 AM,-11.200,,,,,,
2206,02/19/25 08:53:53 AM,-11.058,,,,,,
2207,02/19/25 10:53:53 AM,-8.580,,,,,,
2208,02/19/25 12:53:53 PM,-8.050,,,,,,
2209,02/19/25 02:53:53 PM,-7.787,,,,,,
2210,02/19/25 04:53:53 PM,-8.580,,,,,,
2211,02/19/25 06:53:53 PM,-9.937,,,,,,
2212,02/19/25 08:53:53 PM,-10.353,,,,,,
2213,02/19/25 10:53:53 PM,-10.634,,,,,,
2214,02/20/25 12:53:53 AM,-10.916,,,,,,
2215,02/20/25 02:53:53 AM,-10.214,,,,,,
2216,02/20/25 04:53:53 AM,-10.353,,,,,,
2217,02/20/25 06:53:53 AM,-9.799,,,,,,
2218,02/20/25 08:53:53 AM,-8.847,,,,,,
2219,02/20/25 10:53:53 AM,-6.754,,,,,,
2220,02/20/25 12:53:53 PM,-4.880,,,,,,
2221,02/20/25 02:53:53 PM,-4.031,,,,,,
2222,02/20/25 04:53:53 PM,-5.620,,,,,,
2223,02/20/25 06:53:53 PM,-6.246,,,,,,
2224,02/20/25 08:53:53 PM,-6.626,,,,,,
2225,02/20/25 10:53:53 PM,-6.754,,,,,,
2226,02/21/25 12:53:53 AM,-6.882,,,,,,
2227,02/21/25 02:53:53 AM,-7.010,,,,,,
2228,02/21/25 04:53:53 AM,-7.010,,,,,,
2229,02/21/25 06:53:53 AM,-7.010,,,,,,
2230,02/21/25 08:53:53 AM,-7.010,,,,,,
2231,02/21/25 10:53:53 AM,-7.010,,,,,,
2232,02/21/25 12:53:53 PM,-7.010,,,,,,
2233,02/21/25 02:53:53 PM,-7.010,,,,,,
2234,02/21/25 04:53:53 PM,-6.882,,,,,,
2235,02/21/25 06:53:53 PM,-7.010,,,,,,
2236,02/21/25 08:53:53 PM,-7.010,,,,,,
2237,02/21/25 10:53:53 PM,-6.882,,,,,,
2238,02/22/25 12:53:53 AM,-6.882,,,,,,
2239,02/22/25 02:53:53 AM,-6.882,,,,,,
2240,02/22/25 04:53:53 AM,-6.882,,,,,,
2241,02/22/25 06:53:53 AM,-6.882,,,,,,
2242,02/22/25 08:53:53 AM,-6.882,,,,,,
2243,02/22/25 10:53:53 AM,-7.010,,,,,,
2244,02/22/25 12:53:53 PM,-7.010,,,,,,
2245,02/22/25 02:53:53 PM,-6.882,,,,,,
2246,02/22/25 04:53:53 PM,-6.754,,,,,,
2247,02/22/25 06:53:53 PM,-6.882,,,,,,
2248,02/22/25 08:53:53 PM,-6.882,,,,,,
2249,02/22/25 10:53:53 PM,-7.010,,,,,,
2250,02/23/25 12:53:53 AM,-7.138,,,,,,
2251,02/23/25 02:53:53 AM,-7.397,,,,,,
2252,02/23/25 04:53:53 AM,-7.397,,,,,,
2253,02/23/25 06:53:53 AM,-7.527,,,,,,
2254,02/23/25 08:53:53 AM,-7.527,,,,,,
2255,02/23/25 10:53:53 AM,-7.397,,,,,,
2256,02/23/25 12:53:53 PM,-7.010,,,,,,
2257,02/23/25 02:53:53 PM,-6.499,,,,,,
2258,02/23/25 04:53:53 PM,-6.499,,,,,,
2259,02/23/25 06:53:53 PM,-7.010,,,,,,
2260,02/23/25 08:53:53 PM,-7.657,,,,,,
2261,02/23/25 10:53:53 PM,-7.267,,,,,,
2262,02/24/25 12:53:53 AM,-6.882,,,,,,
2263,02/24/25 02:53:53 AM,-6.754,,,,,,
2264,02/24/25 04:53:53 AM,-6.754,,,,,,
2265,02/24/25 06:53:53 AM,-6.626,,,,,,
2266,02/24/25 08:53:53 AM,-6.373,,,,,,
2267,02/24/25 10:53:53 AM,-4.880,,,,,,
2268,02/24/25 12:53:53 PM,-2.030,,,,,,
2269,02/24/25 02:53:53 PM,-0.437,,,,,,
2270,02/24/25 04:53:53 PM,-0.887,,,,,,
2271,02/24/25 06:53:53 PM,-3.553,,,,,,
2272,02/24/25 08:53:53 PM,-5.620,,,,,,
2273,02/24/25 10:53:53 PM,-6.626,,,,,,
2274,02/25/25 12:53:53 AM,-7.138,,,,,,
2275,02/25/25 02:53:53 AM,-7.397,,,,,,
2276,02/25/25 04:53:53 AM,-7.787,,,,,,
2277,02/25/25 06:53:53 AM,-7.397,,,,,,
2278,02/25/25 08:53:53 AM,-6.626,,,,,,
2279,02/25/25 10:53:53 AM,-4.636,,,,,,
2280,02/25/25 12:53:53 PM,-4.031,,,,,,
2281,02/25/25 02:53:53 PM,-4.152,,,,,,
2282,02/25/25 04:53:53 PM,-5.003,,,,,,
2283,02/25/25 06:53:53 PM,-5.620,,,,,,
2284,02/25/25 08:53:53 PM,-6.499,,,,,,
2285,02/25/25 10:53:53 PM,-7.397,,,,,,
2286,02/26/25 12:53:53 AM,-9.388,,,,,,
2287,02/26/25 02:53:53 AM,-10.214,,,,,,
2288,02/26/25 04:53:53 AM,-10.493,,,,,,
2289,02/26/25 06:53:53 AM,-10.075,,,,,,
2290,02/26/25 08:53:53 AM,-11.344,,,,,,
2291,02/26/25 10:53:53 AM,-5.249,,,,,,
2292,02/26/25 12:53:53 PM,-3.197,,,,,,
2293,02/26/25 02:53:53 PM,-3.792,,,,,,
2294,02/26/25 04:53:53 PM,-4.393,,,,,,
2295,02/26/25 06:53:53 PM,-7.010,,,,,,
2296,02/26/25 08:53:53 PM,-10.075,,,,,,
2297,02/26/25 10:53:53 PM,-11.487,,,,,,
2298,02/27/25 12:53:53 AM,-11.922,,,,,,
2299,02/27/25 02:53:53 AM,-12.068,,,,,,
2300,02/27/25 04:53:53 AM,-11.631,,,,,,
2301,02/27/25 06:53:53 AM,-11.487,,,,,,
2302,02/27/25 08:53:53 AM,-10.916,,,,,,
2303,02/27/25 10:53:53 AM,-7.527,,,,,,
2304,02/27/25 12:53:53 PM,-2.377,,,,,,
2305,02/27/25 02:53:53 PM,-1.228,,,,,,
2306,02/27/25 04:53:53 PM,-3.079,,,,,,
2307,02/27/25 06:53:53 PM,-7.010,,,,,,
2308,02/27/25 08:53:53 PM,-8.713,,,,,,
2309,02/27/25 10:53:53 PM,-9.252,,,,,,
2310,02/28/25 12:53:53 AM,-9.388,,,,,,
2311,02/28/25 02:53:53 AM,-9.662,,,,,,
2312,02/28/25 04:53:53 AM,-10.075,,,,,,
2313,02/28/25 06:53:53 AM,-10.214,,,,,,
2314,02/28/25 08:53:53 AM,-9.525,,,,,,
2315,02/28/25 10:53:53 AM,-5.496,,,,,,
2316,02/28/25 12:53:53 PM,-2.610,,,,,,
2317,02/28/25 02:53:53 PM,-0.213,,,,,,
2318,02/28/25 04:53:53 PM,-2.030,,,,,,
2319,02/28/25 06:53:53 PM,-5.995,,,,,,
2320,02/28/25 08:53:53 PM,-7.787,,,,,,
2321,02/28/25 10:53:53 PM,-8.580,,,,,,
2322,03/01/25 12:53:53 AM,-8.982,,,,,,
2323,03/01/25 02:53:53 AM,-9.662,,,,,,
2324,03/01/25 04:53:53 AM,-9.525,,,,,,
2325,03/01/25 06:53:53 AM,-9.525,,,,,,
2326,03/01/25 08:53:53 AM,-9.525,,,,,,
2327,03/01/25 10:53:53 AM,-4.758,,,,,,
2328,03/01/25 12:53:53 PM,0.893,,,,,,
2329,03/01/25 02:53:53 PM,1.764,,,,,,
2330,03/01/25 04:53:53 PM,-0.325,,,,,,
2331,03/01/25 06:53:53 PM,-4.880,,,,,,
2332,03/01/25 08:53:53 PM,-7.527,,,,,,
2333,03/01/25 10:53:53 PM,-8.580,,,,,,
2334,03/02/25 12:53:53 AM,-9.388,,,,,,
2335,03/02/25 02:53:53 AM,-9.252,,,,,,
2336,03/02/25 04:53:53 AM,-7.138,,,,,,
2337,03/02/25 06:53:53 AM,-7.918,,,,,,
2338,03/02/25 08:53:53 AM,-7.010,,,,,,
2339,03/02/25 10:53:53 AM,-2.145,,,,,,
2340,03/02/25 12:53:53 PM,3.261,,,,,,
2341,03/02/25 02:53:53 PM,3.261,,,,,,
2342,03/02/25 04:53:53 PM,1.439,,,,,,
2343,03/02/25 06:53:53 PM,-3.197,,,,,,
2344,03/02/25 08:53:53 PM,-6.246,,,,,,
2345,03/02/25 10:53:53 PM,-7.138,,,,,,
2346,03/03/25 12:53:53 AM,-6.246,,,,,,
2347,03/03/25 02:53:53 AM,-6.373,,,,,,
2348,03/03/25 04:53:53 AM,-7.010,,,,,,
2349,03/03/25 06:53:53 AM,-8.314,,,,,,
2350,03/03/25 08:53:53 AM,-9.252,,,,,,
2351,03/03/25 10:53:53 AM,-3.553,,,,,,
2352,03/03/25 12:53:53 PM,1.872,,,,,,
2353,03/03/25 02:53:53 PM,2.730,,,,,,
2354,03/03/25 04:53:53 PM,0.010,,,,,,
2355,03/03/25 06:53:53 PM,-4.393,,,,,,
2356,03/03/25 08:53:53 PM,-5.496,,,,,,
2357,03/03/25 10:53:53 PM,-6.373,,,,,,
2358,03/04/25 12:53:53 AM,-6.882,,,,,,
2359,03/04/25 02:53:53 AM,-7.010,,,,,,
2360,03/04/25 04:53:53 AM,-7.397,,,,,,
2361,03/04/25 06:53:53 AM,-7.787,,,,,,
2362,03/04/25 08:53:53 AM,-7.657,,,,,,
2363,03/04/25 10:53:53 AM,-6.373,,,,,,
2364,03/04/25 12:53:53 PM,-4.758,,,,,,
2365,03/04/25 02:53:53 PM,-4.880,,,,,,
2366,03/04/25 04:53:53 PM,-5.995,,,,,,
2367,03/04/25 06:53:53 PM,-6.882,,,,,,
2368,03/04/25 08:53:53 PM,-8.182,,,,,,
2369,03/04/25 10:53:53 PM,-8.580,,,,,,
2370,03/05/25 12:53:53 AM,-8.580,,,,,,
2371,03/05/25 02:53:53 AM,-8.713,,,,,,
2372,03/05/25 04:53:53 AM,-8.713,,,,,,
2373,03/05/25 06:53:53 AM,-8.847,,,,,,
2374,03/05/25 08:53:53 AM,-8.050,,,,,,
2375,03/05/25 10:53:53 AM,-4.636,,,,,,
2376,03/05/25 12:53:53 PM,0.232,,,,,,
2377,03/05/25 02:53:53 PM,2.195,,,,,,
2378,03/05/25 04:53:53 PM,-1.456,,,,,,
2379,03/05/25 06:53:53 PM,-3.911,,,,,,
2380,03/05/25 08:53:53 PM,-5.620,,,,,,
2381,03/05/25 10:53:53 PM,-5.745,,,,,,
2382,03/06/25 12:53:53 AM,-5.372,,,,,,
2383,03/06/25 02:53:53 AM,-5.249,,,,,,
2384,03/06/25 04:53:53 AM,-5.125,,,,,,
2385,03/06/25 06:53:53 AM,-5.125,,,,,,
2386,03/06/25 08:53:53 AM,-5.125,,,,,,
2387,03/06/25 10:53:53 AM,-4.758,,,,,,
2388,03/06/25 12:53:53 PM,-4.272,,,,,,
2389,03/06/25 02:53:53 PM,-4.031,,,,,,
2390,03/06/25 04:53:53 PM,-4.152,,,,,,
2391,03/06/25 06:53:53 PM,-4.514,,,,,,
2392,03/06/25 08:53:53 PM,-5.003,,,,,,
2393,03/06/25 10:53:53 PM,-5.372,,,,,,
2394,03/07/25 12:53:53 AM,-5.745,,,,,,
2395,03/07/25 02:53:53 AM,-6.120,,,,,,
2396,03/07/25 04:53:53 AM,-6.373,,,,,,
2397,03/07/25 06:53:53 AM,-6.626,,,,,,
2398,03/07/25 08:53:53 AM,-6.754,,,,,,
2399,03/07/25 10:53:53 AM,-5.870,,,,,,
2400,03/07/25 12:53:53 PM,-5.125,,,,,,
2401,03/07/25 02:53:53 PM,-4.514,,,,,,
2402,03/07/25 04:53:53 PM,-4.758,,,,,,
2403,03/07/25 06:53:53 PM,-5.372,,,,,,
2404,03/07/25 08:53:53 PM,-5.870,,,,,,
2405,03/07/25 10:53:53 PM,-5.995,,,,,,
2406,03/08/25 12:53:53 AM,-6.246,,,,,,
2407,03/08/25 02:53:53 AM,-6.499,,,,,,
2408,03/08/25 04:53:53 AM,-6.882,,,,,,
2409,03/08/25 06:53:53 AM,-7.267,,,,,,
2410,03/08/25 08:53:53 AM,-10.075,,,,,,
2411,03/08/25 10:53:53 AM,-7.010,,,,,,
2412,03/08/25 12:53:53 PM,-4.272,,,,,,
2413,03/08/25 02:53:53 PM,-3.792,,,,,,
2414,03/08/25 04:53:53 PM,-5.249,,,,,,
2415,03/08/25 06:53:53 PM,-8.050,,,,,,
2416,03/08/25 08:53:53 PM,-9.799,,,,,,
2417,03/08/25 10:53:53 PM,-10.214,,,,,,
2418,03/09/25 12:53:53 AM,-10.214,,,,,,
2419,03/09/25 02:53:53 AM,-10.774,,,,,,
2420,03/09/25 04:53:53 AM,-10.353,,,,,,
2421,03/09/25 06:53:53 AM,-10.214,,,,,,
2422,03/09/25 08:53:53 AM,-9.799,,,,,,
2423,03/09/25 10:53:53 AM,-5.745,,,,,,
2424,03/09/25 12:53:53 PM,-2.494,,,,,,
2425,03/09/25 02:53:53 PM,-0.662,,,,,,
2426,03/09/25 04:53:53 PM,-2.030,,,,,,
2427,03/09/25 06:53:53 PM,-5.870,,,,,,
2428,03/09/25 08:53:53 PM,-7.138,,,,,,
2429,03/09/25 10:53:53 PM,-7.397,,,,,,
2430,03/10/25 12:53:53 AM,-7.787,,,,,,
2431,03/10/25 02:53:53 AM,-8.713,,,,,,
2432,03/10/25 04:53:53 AM,-8.713,,,,,,
2433,03/10/25 06:53:53 AM,-9.117,,,,,,
2434,03/10/25 08:53:53 AM,-8.580,,,,,,
2435,03/10/25 10:53:53 AM,-5.125,,,,,,
2436,03/10/25 12:53:53 PM,-0.887,,,,,,
2437,03/10/25 02:53:53 PM,-0.887,,,,,,
2438,03/10/25 04:53:53 PM,-2.261,,,,,,
2439,03/10/25 06:53:53 PM,-5.372,,,,,,
2440,03/10/25 08:53:53 PM,-7.010,,,,,,
2441,03/10/25 10:53:53 PM,-7.397,,,,,,
2442,03/11/25 12:53:53 AM,-7.787,,,,,,
2443,03/11/25 02:53:53 AM,-8.447,,,,,,
2444,03/11/25 04:53:53 AM,-9.525,,,,,,
2445,03/11/25 06:53:53 AM,-9.662,,,,,,
2446,03/11/25 08:53:53 AM,-9.252,,,,,,
2447,03/11/25 10:53:53 AM,-4.152,,,,,,
2448,03/11/25 12:53:53 PM,-0.213,,,,,,
2449,03/11/25 02:53:53 PM,1.439,,,,,,
2450,03/11/25 04:53:53 PM,-0.213,,,,,,
2451,03/11/25 06:53:53 PM,-3.434,,,,,,
2452,03/11/25 08:53:53 PM,-5.249,,,,,,
2453,03/11/25 10:53:53 PM,-6.246,,,,,,
2454,03/12/25 12:53:53 AM,-7.267,,,,,,
2455,03/12/25 02:53:53 AM,-7.787,,,,,,
2456,03/12/25 04:53:53 AM,-8.447,,,,,,
2457,03/12/25 06:53:53 AM,-8.847,,,,,,
2458,03/12/25 08:53:53 AM,-7.918,,,,,,
2459,03/12/25 10:53:53 AM,-6.120,,,,,,
2460,03/12/25 12:53:53 PM,1.221,,,,,,
2461,03/12/25 02:53:53 PM,2.517,,,,,,
2462,03/12/25 04:53:53 PM,0.453,,,,,,
2463,03/12/25 06:53:53 PM,-3.792,,,,,,
2464,03/12/25 08:53:53 PM,-5.620,,,,,,
2465,03/12/25 10:53:53 PM,-6.754,,,,,,
2466,03/13/25 12:53:53 AM,-7.267,,,,,,
2467,03/13/25 02:53:53 AM,-7.918,,,,,,
2468,03/13/25 04:53:53 AM,-8.314,,,,,,
2469,03/13/25 06:53:53 AM,-8.847,,,,,,
2470,03/13/25 08:53:53 AM,-8.580,,,,,,
2471,03/13/25 10:53:53 AM,-3.316,,,,,,
2472,03/13/25 12:53:53 PM,1.221,,,,,,
2473,03/13/25 02:53:53 PM,3.893,,,,,,
2474,03/13/25 04:53:53 PM,0.121,,,,,,
2475,03/13/25 06:53:53 PM,-2.494,,,,,,
2476,03/13/25 08:53:53 PM,-4.758,,,,,,
2477,03/13/25 10:53:53 PM,-7.010,,,,,,
2478,03/14/25 12:53:53 AM,-7.397,,,,,,
2479,03/14/25 02:53:53 AM,-8.314,,,,,,
2480,03/14/25 04:53:53 AM,-8.314,,,,,,
2481,03/14/25 06:53:53 AM,-7.787,,,,,,
2482,03/14/25 08:53:53 AM,-7.657,,,,,,
2483,03/14/25 10:53:53 AM,-6.882,,,,,,
2484,03/14/25 12:53:53 PM,-6.120,,,,,,
2485,03/14/25 02:53:53 PM,-5.125,,,,,,
2486,03/14/25 04:53:53 PM,-6.120,,,,,,
2487,03/14/25 06:53:53 PM,-8.050,,,,,,
2488,03/14/25 08:53:53 PM,-9.117,,,,,,
2489,03/14/25 10:53:53 PM,-9.252,,,,,,
2490,03/15/25 12:53:53 AM,-9.799,,,,,,
2491,03/15/25 02:53:53 AM,-10.214,,,,,,
2492,03/15/25 04:53:53 AM,-10.493,,,,,,
