"Plot Title: 20365629"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20365629, SEN S/N: 20365629)","Coupler Detached (LGR S/N: 20365629)","Good Battery (LGR S/N: 20365629)","Coupler Attached (LGR S/N: 20365629)","Host Connected (LGR S/N: 20365629)","Stopped (LGR S/N: 20365629)","End Of File (LGR S/N: 20365629)"
1711,06/16/24 07:16:49 AM,9.176,,,,,,
1712,06/16/24 11:16:49 AM,18.806,,,,,,
1713,06/16/24 03:16:49 PM,23.773,,,,,,
1714,06/16/24 07:16:49 PM,19.282,,,,,,
1715,06/16/24 11:16:49 PM,12.980,,,,,,
1716,06/17/24 03:16:49 AM,10.748,,,,,,
1717,06/17/24 07:16:49 AM,9.965,,,,,,
1718,06/17/24 11:16:49 AM,19.187,,,,,,
1719,06/17/24 03:16:49 PM,23.004,,,,,,
1720,06/17/24 07:16:49 PM,18.901,,,,,,
1721,06/17/24 11:16:49 PM,13.461,,,,,,
1722,06/18/24 03:16:49 AM,10.357,,,,,,
1723,06/18/24 07:16:49 AM,9.472,,,,,,
1724,06/18/24 11:16:49 AM,15.760,,,,,,
1725,06/18/24 03:16:49 PM,18.711,,,,,,
1726,06/18/24 07:16:49 PM,13.750,,,,,,
1727,06/18/24 11:16:49 PM,9.669,,,,,,
1728,06/19/24 03:16:49 AM,6.775,,,,,,
1729,06/19/24 07:16:49 AM,5.860,,,,,,
1730,06/19/24 11:16:49 AM,13.076,,,,,,
1731,06/19/24 03:16:49 PM,14.230,,,,,,
1732,06/19/24 07:16:49 PM,11.236,,,,,,
1733,06/19/24 11:16:49 PM,8.879,,,,,,
1734,06/20/24 03:16:49 AM,7.280,,,,,,
1735,06/20/24 07:16:49 AM,6.877,,,,,,
1736,06/20/24 11:16:49 AM,16.713,,,,,,
1737,06/20/24 03:16:49 PM,19.092,,,,,,
1738,06/20/24 07:16:49 PM,17.284,,,,,,
1739,06/20/24 11:16:49 PM,11.236,,,,,,
1740,06/21/24 03:16:49 AM,9.373,,,,,,
1741,06/21/24 07:16:49 AM,8.581,,,,,,
1742,06/21/24 11:16:49 AM,15.187,,,,,,
1743,06/21/24 03:16:49 PM,19.567,,,,,,
1744,06/21/24 07:16:49 PM,17.379,,,,,,
1745,06/21/24 11:16:49 PM,11.722,,,,,,
1746,06/22/24 03:16:49 AM,7.983,,,,,,
1747,06/22/24 07:16:49 AM,7.481,,,,,,
1748,06/22/24 11:16:49 AM,16.808,,,,,,
1749,06/22/24 03:16:49 PM,22.525,,,,,,
1750,06/22/24 07:16:49 PM,16.237,,,,,,
1751,06/22/24 11:16:49 PM,11.528,,,,,,
1752,06/23/24 03:16:49 AM,9.472,,,,,,
1753,06/23/24 07:16:49 AM,9.176,,,,,,
1754,06/23/24 11:16:49 AM,17.284,,,,,,
1755,06/23/24 03:16:49 PM,25.610,,,,,,
1756,06/23/24 07:16:49 PM,19.948,,,,,,
1757,06/23/24 11:16:49 PM,13.654,,,,,,
1758,06/24/24 03:16:49 AM,11.528,,,,,,
1759,06/24/24 07:16:49 AM,11.041,,,,,,
1760,06/24/24 11:16:49 AM,19.282,,,,,,
1761,06/24/24 03:16:49 PM,25.708,,,,,,
1762,06/24/24 07:16:49 PM,20.615,,,,,,
1763,06/24/24 11:16:49 PM,14.517,,,,,,
1764,06/25/24 03:16:49 AM,11.916,,,,,,
1765,06/25/24 07:16:49 AM,11.334,,,,,,
1766,06/25/24 11:16:49 AM,19.567,,,,,,
1767,06/25/24 03:16:49 PM,27.173,,,,,,
1768,06/25/24 07:16:49 PM,19.758,,,,,,
1769,06/25/24 11:16:49 PM,14.613,,,,,,
1770,06/26/24 03:16:49 AM,11.916,,,,,,
1771,06/26/24 07:16:49 AM,10.651,,,,,,
1772,06/26/24 11:16:49 AM,22.525,,,,,,
1773,06/26/24 03:16:49 PM,22.717,,,,,,
1774,06/26/24 07:16:49 PM,15.664,,,,,,
1775,06/26/24 11:16:49 PM,12.207,,,,,,
1776,06/27/24 03:16:49 AM,10.944,,,,,,
1777,06/27/24 07:16:49 AM,10.259,,,,,,
1778,06/27/24 11:16:49 AM,11.528,,,,,,
1779,06/27/24 03:16:49 PM,16.332,,,,,,
1780,06/27/24 07:16:49 PM,13.076,,,,,,
1781,06/27/24 11:16:49 PM,9.275,,,,,,
1782,06/28/24 03:16:49 AM,7.983,,,,,,
1783,06/28/24 07:16:49 AM,7.079,,,,,,
1784,06/28/24 11:16:49 AM,13.654,,,,,,
1785,06/28/24 03:16:49 PM,20.996,,,,,,
1786,06/28/24 07:16:49 PM,11.431,,,,,,
1787,06/28/24 11:16:49 PM,8.481,,,,,,
1788,06/29/24 03:16:49 AM,6.573,,,,,,
1789,06/29/24 07:16:49 AM,5.655,,,,,,
1790,06/29/24 11:16:49 AM,16.618,,,,,,
1791,06/29/24 03:16:49 PM,21.282,,,,,,
1792,06/29/24 07:16:49 PM,17.189,,,,,,
1793,06/29/24 11:16:49 PM,12.110,,,,,,
1794,06/30/24 03:16:49 AM,10.063,,,,,,
1795,06/30/24 07:16:49 AM,9.373,,,,,,
1796,06/30/24 11:16:49 AM,16.808,,,,,,
1797,06/30/24 03:16:49 PM,20.519,,,,,,
1798,06/30/24 07:16:49 PM,15.378,,,,,,
1799,06/30/24 11:16:49 PM,11.431,,,,,,
1800,07/01/24 03:16:49 AM,10.357,,,,,,
1801,07/01/24 07:16:49 AM,9.768,,,,,,
1802,07/01/24 11:16:49 AM,10.259,,,,,,
1803,07/01/24 03:16:49 PM,15.951,,,,,,
1804,07/01/24 07:16:49 PM,14.134,,,,,,
1805,07/01/24 11:16:49 PM,9.866,,,,,,
1806,07/02/24 03:16:49 AM,7.882,,,,,,
1807,07/02/24 07:16:49 AM,7.280,,,,,,
1808,07/02/24 11:16:49 AM,11.041,,,,,,
1809,07/02/24 03:16:49 PM,16.427,,,,,,
1810,07/02/24 07:16:49 PM,15.664,,,,,,
1811,07/02/24 11:16:49 PM,10.063,,,,,,
1812,07/03/24 03:16:49 AM,7.179,,,,,,
1813,07/03/24 07:16:49 AM,6.775,,,,,,
1814,07/03/24 11:00:43 AM,,,,Logged,,,
1815,07/03/24 11:00:59 AM,,,,,Logged,,
1816,07/03/24 11:01:20 AM,,,,,,Logged,Logged
