"Plot Title: 20365628"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20365628, SEN S/N: 20365628)","Coupler Detached (LGR S/N: 20365628)","Coupler Attached (LGR S/N: 20365628)","Host Connected (LGR S/N: 20365628)","Bad Battery (LGR S/N: 20365628)","Stopped (LGR S/N: 20365628)","End Of File (LGR S/N: 20365628)"
1182,03/13/24 10:20:51 PM,-3.792,,,,,,
1183,03/14/24 02:20:51 AM,-3.911,,,,,,
1184,03/14/24 06:20:51 AM,-4.031,,,,,,
1185,03/14/24 10:20:51 AM,-4.031,,,,,,
1186,03/14/24 02:20:51 PM,-4.031,,,,,,
1187,03/14/24 06:20:51 PM,-4.031,,,,,,
1188,03/14/24 10:20:51 PM,-4.152,,,,,,
1189,03/15/24 02:20:51 AM,-4.152,,,,,,
1190,03/15/24 06:20:51 AM,-4.152,,,,,,
1191,03/15/24 10:20:51 AM,-4.152,,,,,,
1192,03/15/24 02:20:51 PM,-4.031,,,,,,
1193,03/15/24 06:20:51 PM,-4.031,,,,,,
1194,03/15/24 10:20:51 PM,-4.031,,,,,,
1195,03/16/24 02:20:51 AM,-4.031,,,,,,
1196,03/16/24 06:20:51 AM,-4.031,,,,,,
1197,03/16/24 10:20:51 AM,-4.031,,,,,,
1198,03/16/24 02:20:51 PM,-4.031,,,,,,
1199,03/16/24 06:20:51 PM,-4.031,,,,,,
1200,03/16/24 10:20:51 PM,-4.031,,,,,,
1201,03/17/24 02:20:51 AM,-3.911,,,,,,
1202,03/17/24 06:20:51 AM,-3.911,,,,,,
1203,03/17/24 10:20:51 AM,-3.911,,,,,,
1204,03/17/24 02:20:51 PM,-3.911,,,,,,
1205,03/17/24 06:20:51 PM,-3.911,,,,,,
1206,03/17/24 10:20:51 PM,-3.792,,,,,,
1207,03/18/24 02:20:51 AM,-3.792,,,,,,
1208,03/18/24 06:20:51 AM,-3.792,,,,,,
1209,03/18/24 10:20:51 AM,-3.792,,,,,,
1210,03/18/24 02:20:51 PM,-3.792,,,,,,
1211,03/18/24 06:20:51 PM,-3.672,,,,,,
1212,03/18/24 10:20:51 PM,-3.672,,,,,,
1213,03/19/24 02:20:51 AM,-3.672,,,,,,
1214,03/19/24 06:20:51 AM,-3.672,,,,,,
1215,03/19/24 10:20:51 AM,-3.672,,,,,,
1216,03/19/24 02:20:51 PM,-3.672,,,,,,
1217,03/19/24 06:20:51 PM,-3.672,,,,,,
1218,03/19/24 10:20:51 PM,-3.672,,,,,,
1219,03/20/24 02:20:51 AM,-3.672,,,,,,
1220,03/20/24 06:20:51 AM,-3.553,,,,,,
1221,03/20/24 10:20:51 AM,-3.553,,,,,,
1222,03/20/24 02:20:51 PM,-3.553,,,,,,
1223,03/20/24 06:20:51 PM,-3.553,,,,,,
1224,03/20/24 10:20:51 PM,-3.553,,,,,,
1225,03/21/24 02:20:51 AM,-3.553,,,,,,
1226,03/21/24 06:20:51 AM,-3.553,,,,,,
1227,03/21/24 10:20:51 AM,-3.553,,,,,,
1228,03/21/24 02:20:51 PM,-3.553,,,,,,
1229,03/21/24 06:20:51 PM,-3.553,,,,,,
1230,03/21/24 10:20:51 PM,-3.553,,,,,,
1231,03/22/24 02:20:51 AM,-3.553,,,,,,
1232,03/22/24 06:20:51 AM,-3.553,,,,,,
1233,03/22/24 10:20:51 AM,-3.434,,,,,,
1234,03/22/24 02:20:51 PM,-3.434,,,,,,
1235,03/22/24 06:20:51 PM,-3.434,,,,,,
1236,03/22/24 10:20:51 PM,-3.434,,,,,,
1237,03/23/24 02:20:51 AM,-3.434,,,,,,
1238,03/23/24 06:20:51 AM,-3.434,,,,,,
1239,03/23/24 10:20:51 AM,-3.434,,,,,,
1240,03/23/24 02:20:51 PM,-3.434,,,,,,
1241,03/23/24 06:20:51 PM,-3.434,,,,,,
1242,03/23/24 10:20:51 PM,-3.316,,,,,,
1243,03/24/24 02:20:51 AM,-3.316,,,,,,
1244,03/24/24 06:20:51 AM,-3.316,,,,,,
1245,03/24/24 10:20:51 AM,-3.316,,,,,,
1246,03/24/24 02:20:51 PM,-3.316,,,,,,
1247,03/24/24 06:20:51 PM,-3.316,,,,,,
1248,03/24/24 10:20:51 PM,-3.316,,,,,,
1249,03/25/24 02:20:51 AM,-3.316,,,,,,
1250,03/25/24 06:20:51 AM,-3.316,,,,,,
1251,03/25/24 10:20:51 AM,-3.316,,,,,,
1252,03/25/24 02:20:51 PM,-3.316,,,,,,
1253,03/25/24 06:20:51 PM,-3.316,,,,,,
1254,03/25/24 10:20:51 PM,-3.316,,,,,,
1255,03/26/24 02:20:51 AM,-3.316,,,,,,
1256,03/26/24 06:20:51 AM,-3.316,,,,,,
1257,03/26/24 10:20:51 AM,-3.434,,,,,,
1258,03/26/24 02:20:51 PM,-3.434,,,,,,
1259,03/26/24 06:20:51 PM,-3.553,,,,,,
1260,03/26/24 10:20:51 PM,-3.553,,,,,,
1261,03/27/24 02:20:51 AM,-3.553,,,,,,
1262,03/27/24 06:20:51 AM,-3.553,,,,,,
1263,03/27/24 10:20:51 AM,-3.672,,,,,,
1264,03/27/24 02:20:51 PM,-3.672,,,,,,
1265,03/27/24 06:20:51 PM,-3.672,,,,,,
1266,03/27/24 10:20:51 PM,-3.672,,,,,,
1267,03/28/24 02:20:51 AM,-3.911,,,,,,
1268,03/28/24 06:20:51 AM,-4.636,,,,,,
1269,03/28/24 10:20:51 AM,-4.152,,,,,,
1270,03/28/24 02:20:51 PM,-1.799,,,,,,
1271,03/28/24 06:20:51 PM,-1.570,,,,,,
1272,03/28/24 10:20:51 PM,-3.911,,,,,,
1273,03/29/24 02:20:51 AM,-4.514,,,,,,
1274,03/29/24 06:20:51 AM,-4.514,,,,,,
1275,03/29/24 10:20:51 AM,-3.792,,,,,,
1276,03/29/24 02:20:51 PM,-2.377,,,,,,
1277,03/29/24 06:20:51 PM,-2.727,,,,,,
1278,03/29/24 10:20:51 PM,-3.197,,,,,,
1279,03/30/24 02:20:51 AM,-3.434,,,,,,
1280,03/30/24 06:20:51 AM,-3.911,,,,,,
1281,03/30/24 10:20:51 AM,-3.672,,,,,,
1282,03/30/24 02:20:51 PM,-1.570,,,,,,
1283,03/30/24 06:20:51 PM,-1.570,,,,,,
1284,03/30/24 10:20:51 PM,-3.792,,,,,,
1285,03/31/24 02:20:51 AM,-4.880,,,,,,
1286,03/31/24 06:20:51 AM,-5.125,,,,,,
1287,03/31/24 10:20:51 AM,-3.672,,,,,,
1288,03/31/24 02:20:51 PM,-1.684,,,,,,
1289,03/31/24 06:20:51 PM,-2.145,,,,,,
1290,03/31/24 10:20:51 PM,-3.079,,,,,,
1291,04/01/24 02:20:51 AM,-4.031,,,,,,
1292,04/01/24 06:20:51 AM,-5.125,,,,,,
1293,04/01/24 10:20:51 AM,-5.372,,,,,,
1294,04/01/24 02:20:51 PM,-3.197,,,,,,
1295,04/01/24 06:20:51 PM,-2.494,,,,,,
1296,04/01/24 10:20:51 PM,-3.911,,,,,,
1297,04/02/24 02:20:51 AM,-4.758,,,,,,
1298,04/02/24 06:20:51 AM,-5.870,,,,,,
1299,04/02/24 10:20:51 AM,-5.496,,,,,,
1300,04/02/24 02:20:51 PM,-2.844,,,,,,
1301,04/02/24 06:20:51 PM,-2.261,,,,,,
1302,04/02/24 10:20:51 PM,-4.272,,,,,,
1303,04/03/24 02:20:51 AM,-4.880,,,,,,
1304,04/03/24 06:20:51 AM,-5.249,,,,,,
1305,04/03/24 10:20:51 AM,-4.514,,,,,,
1306,04/03/24 02:20:51 PM,-1.914,,,,,,
1307,04/03/24 06:20:51 PM,-0.325,,,,,,
1308,04/03/24 10:20:51 PM,-0.213,,,,,,
1309,04/04/24 02:20:51 AM,-1.228,,,,,,
1310,04/04/24 06:20:51 AM,-4.272,,,,,,
1311,04/04/24 10:20:51 AM,-2.377,,,,,,
1312,04/04/24 02:20:51 PM,-0.437,,,,,,
1313,04/04/24 06:20:51 PM,0.121,,,,,,
1314,04/04/24 10:20:51 PM,0.010,,,,,,
1315,04/05/24 02:20:51 AM,-0.213,,,,,,
1316,04/05/24 06:20:51 AM,-2.377,,,,,,
1317,04/05/24 10:20:51 AM,-1.001,,,,,,
1318,04/05/24 02:20:51 PM,-0.102,,,,,,
1319,04/05/24 06:20:51 PM,0.010,,,,,,
1320,04/05/24 10:20:51 PM,-0.102,,,,,,
1321,04/06/24 02:20:51 AM,-0.549,,,,,,
1322,04/06/24 06:20:51 AM,-1.228,,,,,,
1323,04/06/24 10:20:51 AM,-1.570,,,,,,
1324,04/06/24 02:20:51 PM,-1.570,,,,,,
1325,04/06/24 06:20:51 PM,-2.145,,,,,,
1326,04/06/24 10:20:51 PM,-4.031,,,,,,
1327,04/07/24 02:20:51 AM,-5.870,,,,,,
1328,04/07/24 06:20:51 AM,-7.787,,,,,,
1329,04/07/24 10:20:51 AM,-5.745,,,,,,
1330,04/07/24 02:20:51 PM,-2.261,,,,,,
1331,04/07/24 06:20:51 PM,-3.553,,,,,,
1332,04/07/24 10:20:51 PM,-7.397,,,,,,
1333,04/08/24 02:20:51 AM,-8.182,,,,,,
1334,04/08/24 06:20:51 AM,-8.982,,,,,,
1335,04/08/24 10:20:51 AM,-4.758,,,,,,
1336,04/08/24 02:20:51 PM,-1.570,,,,,,
1337,04/08/24 06:20:51 PM,-0.774,,,,,,
1338,04/08/24 10:20:51 PM,-5.249,,,,,,
1339,04/09/24 02:20:51 AM,-7.527,,,,,,
1340,04/09/24 06:20:51 AM,-8.182,,,,,,
1341,04/09/24 10:20:51 AM,-3.434,,,,,,
1342,04/09/24 02:20:51 PM,1.330,,,,,,
1343,04/09/24 06:20:51 PM,1.764,,,,,,
1344,04/09/24 10:20:51 PM,0.010,,,,,,
1345,04/10/24 02:20:51 AM,-0.437,,,,,,
1346,04/10/24 06:20:51 AM,-2.261,,,,,,
1347,04/10/24 10:20:51 AM,-2.145,,,,,,
1348,04/10/24 02:20:51 PM,-0.102,,,,,,
1349,04/10/24 06:20:51 PM,0.343,,,,,,
1350,04/10/24 10:20:51 PM,0.010,,,,,,
1351,04/11/24 02:20:51 AM,-1.114,,,,,,
1352,04/11/24 06:20:51 AM,-5.003,,,,,,
1353,04/11/24 10:20:51 AM,-2.145,,,,,,
1354,04/11/24 02:20:51 PM,1.872,,,,,,
1355,04/11/24 06:20:51 PM,1.872,,,,,,
1356,04/11/24 10:20:51 PM,0.121,,,,,,
1357,04/12/24 02:20:51 AM,-0.102,,,,,,
1358,04/12/24 06:20:51 AM,-0.774,,,,,,
1359,04/12/24 10:20:51 AM,-0.437,,,,,,
1360,04/12/24 02:20:51 PM,3.472,,,,,,
1361,04/12/24 06:20:51 PM,1.439,,,,,,
1362,04/12/24 10:20:51 PM,0.121,,,,,,
1363,04/13/24 02:20:51 AM,0.121,,,,,,
1364,04/13/24 06:20:51 AM,0.010,,,,,,
1365,04/13/24 10:20:51 AM,0.121,,,,,,
1366,04/13/24 02:20:51 PM,9.768,,,,,,
1367,04/13/24 06:20:51 PM,6.166,,,,,,
1368,04/13/24 10:20:51 PM,0.121,,,,,,
1369,04/14/24 02:20:51 AM,0.010,,,,,,
1370,04/14/24 06:20:51 AM,-0.437,,,,,,
1371,04/14/24 10:20:51 AM,0.010,,,,,,
1372,04/14/24 02:20:51 PM,7.782,,,,,,
1373,04/14/24 06:20:51 PM,5.860,,,,,,
1374,04/14/24 10:20:51 PM,0.232,,,,,,
1375,04/15/24 02:20:51 AM,-0.102,,,,,,
1376,04/15/24 06:20:51 AM,-0.662,,,,,,
1377,04/15/24 10:20:51 AM,0.010,,,,,,
1378,04/15/24 02:20:51 PM,1.764,,,,,,
1379,04/15/24 06:20:51 PM,0.453,,,,,,
1380,04/15/24 10:20:51 PM,0.121,,,,,,
1381,04/16/24 02:20:51 AM,0.121,,,,,,
1382,04/16/24 06:20:51 AM,0.121,,,,,,
1383,04/16/24 10:20:51 AM,0.121,,,,,,
1384,04/16/24 02:20:51 PM,0.121,,,,,,
1385,04/16/24 06:20:51 PM,0.121,,,,,,
1386,04/16/24 10:20:51 PM,0.121,,,,,,
1387,04/17/24 02:20:51 AM,-0.102,,,,,,
1388,04/17/24 06:20:51 AM,-0.213,,,,,,
1389,04/17/24 10:20:51 AM,0.010,,,,,,
1390,04/17/24 02:20:51 PM,0.121,,,,,,
1391,04/17/24 06:20:51 PM,1.112,,,,,,
1392,04/17/24 10:20:51 PM,0.121,,,,,,
1393,04/18/24 02:20:51 AM,0.121,,,,,,
1394,04/18/24 06:20:51 AM,-0.102,,,,,,
1395,04/18/24 10:20:51 AM,0.121,,,,,,
1396,04/18/24 02:20:51 PM,0.121,,,,,,
1397,04/18/24 06:20:51 PM,0.121,,,,,,
1398,04/18/24 10:20:51 PM,0.010,,,,,,
1399,04/19/24 02:20:51 AM,0.010,,,,,,
1400,04/19/24 06:20:51 AM,-0.102,,,,,,
1401,04/19/24 10:20:51 AM,0.010,,,,,,
1402,04/19/24 02:20:51 PM,0.121,,,,,,
1403,04/19/24 06:20:51 PM,0.121,,,,,,
1404,04/19/24 10:20:51 PM,0.121,,,,,,
1405,04/20/24 02:20:51 AM,0.121,,,,,,
1406,04/20/24 06:20:51 AM,0.121,,,,,,
1407,04/20/24 10:20:51 AM,0.121,,,,,,
1408,04/20/24 02:20:51 PM,0.121,,,,,,
1409,04/20/24 06:20:51 PM,0.121,,,,,,
1410,04/20/24 10:20:51 PM,0.121,,,,,,
1411,04/21/24 02:20:51 AM,0.121,,,,,,
1412,04/21/24 06:20:51 AM,0.121,,,,,,
1413,04/21/24 10:20:51 AM,0.121,,,,,,
1414,04/21/24 02:20:51 PM,0.121,,,,,,
1415,04/21/24 06:20:51 PM,0.121,,,,,,
1416,04/21/24 10:20:51 PM,0.121,,,,,,
1417,04/22/24 02:20:51 AM,0.121,,,,,,
1418,04/22/24 06:20:51 AM,-0.102,,,,,,
1419,04/22/24 10:20:51 AM,0.010,,,,,,
1420,04/22/24 02:20:51 PM,0.121,,,,,,
1421,04/22/24 06:20:51 PM,0.121,,,,,,
1422,04/22/24 10:20:51 PM,0.121,,,,,,
1423,04/23/24 02:20:51 AM,0.121,,,,,,
1424,04/23/24 06:20:51 AM,0.121,,,,,,
1425,04/23/24 10:20:51 AM,0.121,,,,,,
1426,04/23/24 02:20:51 PM,0.121,,,,,,
1427,04/23/24 06:20:51 PM,0.121,,,,,,
1428,04/23/24 10:20:51 PM,0.121,,,,,,
1429,04/24/24 02:20:51 AM,0.121,,,,,,
1430,04/24/24 06:20:51 AM,0.121,,,,,,
1431,04/24/24 10:20:51 AM,0.121,,,,,,
1432,04/24/24 02:20:51 PM,0.343,,,,,,
1433,04/24/24 06:20:51 PM,1.330,,,,,,
1434,04/24/24 10:20:51 PM,0.121,,,,,,
1435,04/25/24 02:20:51 AM,0.121,,,,,,
1436,04/25/24 06:20:51 AM,0.121,,,,,,
1437,04/25/24 10:20:51 AM,0.121,,,,,,
1438,04/25/24 02:20:51 PM,4.415,,,,,,
1439,04/25/24 06:20:51 PM,2.195,,,,,,
1440,04/25/24 10:20:51 PM,0.121,,,,,,
1441,04/26/24 02:20:51 AM,0.121,,,,,,
1442,04/26/24 06:20:51 AM,0.121,,,,,,
1443,04/26/24 10:20:51 AM,0.121,,,,,,
1444,04/26/24 02:20:51 PM,0.121,,,,,,
1445,04/26/24 06:20:51 PM,1.330,,,,,,
1446,04/26/24 10:20:51 PM,0.232,,,,,,
1447,04/27/24 02:20:51 AM,0.121,,,,,,
1448,04/27/24 06:20:51 AM,0.121,,,,,,
1449,04/27/24 10:20:51 AM,0.121,,,,,,
1450,04/27/24 02:20:51 PM,0.121,,,,,,
1451,04/27/24 06:20:51 PM,0.121,,,,,,
1452,04/27/24 10:20:51 PM,0.121,,,,,,
1453,04/28/24 02:20:51 AM,0.121,,,,,,
1454,04/28/24 06:20:51 AM,0.121,,,,,,
1455,04/28/24 10:20:51 AM,0.121,,,,,,
1456,04/28/24 02:20:51 PM,0.121,,,,,,
1457,04/28/24 06:20:51 PM,0.121,,,,,,
1458,04/28/24 10:20:51 PM,0.121,,,,,,
1459,04/29/24 02:20:51 AM,0.121,,,,,,
1460,04/29/24 06:20:51 AM,0.121,,,,,,
1461,04/29/24 10:20:51 AM,0.121,,,,,,
1462,04/29/24 02:20:51 PM,0.121,,,,,,
1463,04/29/24 06:20:51 PM,0.121,,,,,,
1464,04/29/24 10:20:51 PM,0.121,,,,,,
1465,04/30/24 02:20:51 AM,0.121,,,,,,
1466,04/30/24 06:20:51 AM,0.121,,,,,,
1467,04/30/24 10:20:51 AM,0.121,,,,,,
1468,04/30/24 02:20:51 PM,0.121,,,,,,
1469,04/30/24 06:20:51 PM,0.121,,,,,,
1470,04/30/24 10:20:51 PM,0.121,,,,,,
1471,05/01/24 02:20:51 AM,0.121,,,,,,
1472,05/01/24 06:20:51 AM,0.121,,,,,,
1473,05/01/24 10:20:51 AM,0.121,,,,,,
1474,05/01/24 02:20:51 PM,0.121,,,,,,
1475,05/01/24 06:20:51 PM,0.121,,,,,,
1476,05/01/24 10:20:51 PM,0.121,,,,,,
1477,05/02/24 02:20:51 AM,0.121,,,,,,
1478,05/02/24 06:20:51 AM,0.121,,,,,,
1479,05/02/24 10:20:51 AM,0.121,,,,,,
1480,05/02/24 02:20:51 PM,0.121,,,,,,
1481,05/02/24 06:20:51 PM,0.121,,,,,,
1482,05/02/24 10:20:51 PM,0.121,,,,,,
1483,05/03/24 02:20:51 AM,0.010,,,,,,
1484,05/03/24 06:20:51 AM,0.010,,,,,,
1485,05/03/24 10:20:51 AM,0.010,,,,,,
1486,05/03/24 02:20:51 PM,0.121,,,,,,
1487,05/03/24 06:20:51 PM,0.121,,,,,,
1488,05/03/24 10:20:51 PM,0.121,,,,,,
1489,05/04/24 02:20:51 AM,0.010,,,,,,
1490,05/04/24 06:20:51 AM,0.010,,,,,,
1491,05/04/24 10:20:51 AM,0.010,,,,,,
1492,05/04/24 02:20:51 PM,0.121,,,,,,
1493,05/04/24 06:20:51 PM,0.121,,,,,,
1494,05/04/24 10:20:51 PM,0.121,,,,,,
1495,05/05/24 02:20:51 AM,0.121,,,,,,
1496,05/05/24 06:20:51 AM,0.121,,,,,,
1497,05/05/24 10:20:51 AM,0.121,,,,,,
1498,05/05/24 02:20:51 PM,0.121,,,,,,
1499,05/05/24 06:20:51 PM,0.121,,,,,,
1500,05/05/24 10:20:51 PM,0.121,,,,,,
1501,05/06/24 02:20:51 AM,0.121,,,,,,
1502,05/06/24 06:20:51 AM,-0.102,,,,,,
1503,05/06/24 10:20:51 AM,-0.213,,,,,,
1504,05/06/24 02:20:51 PM,0.010,,,,,,
1505,05/06/24 06:20:51 PM,-0.213,,,,,,
1506,05/06/24 10:20:51 PM,-0.437,,,,,,
1507,05/07/24 02:20:51 AM,-0.662,,,,,,
1508,05/07/24 06:20:51 AM,-0.662,,,,,,
1509,05/07/24 10:20:51 AM,-0.549,,,,,,
1510,05/07/24 02:20:51 PM,-0.213,,,,,,
1511,05/07/24 06:20:51 PM,-0.325,,,,,,
1512,05/07/24 10:20:51 PM,-0.774,,,,,,
1513,05/08/24 02:20:51 AM,-0.887,,,,,,
1514,05/08/24 06:20:51 AM,-1.228,,,,,,
1515,05/08/24 10:20:51 AM,-0.662,,,,,,
1516,05/08/24 02:20:51 PM,-0.102,,,,,,
1517,05/08/24 06:20:51 PM,0.010,,,,,,
1518,05/08/24 10:20:51 PM,-0.662,,,,,,
1519,05/09/24 02:20:51 AM,-0.887,,,,,,
1520,05/09/24 06:20:51 AM,-1.001,,,,,,
1521,05/09/24 10:20:51 AM,-0.549,,,,,,
1522,05/09/24 02:20:51 PM,-0.102,,,,,,
1523,05/09/24 06:20:51 PM,-0.102,,,,,,
1524,05/09/24 10:20:51 PM,0.010,,,,,,
1525,05/10/24 02:20:51 AM,0.010,,,,,,
1526,05/10/24 06:20:51 AM,-0.102,,,,,,
1527,05/10/24 10:20:51 AM,-0.102,,,,,,
1528,05/10/24 02:20:51 PM,0.010,,,,,,
1529,05/10/24 06:20:51 PM,0.010,,,,,,
1530,05/10/24 10:20:51 PM,0.010,,,,,,
1531,05/11/24 02:20:51 AM,0.010,,,,,,
1532,05/11/24 06:20:51 AM,-0.102,,,,,,
1533,05/11/24 10:20:51 AM,-0.102,,,,,,
1534,05/11/24 02:20:51 PM,0.010,,,,,,
1535,05/11/24 06:20:51 PM,0.010,,,,,,
1536,05/11/24 10:20:51 PM,0.010,,,,,,
1537,05/12/24 02:20:51 AM,0.010,,,,,,
1538,05/12/24 06:20:51 AM,0.010,,,,,,
1539,05/12/24 10:20:51 AM,0.010,,,,,,
1540,05/12/24 02:20:51 PM,0.010,,,,,,
1541,05/12/24 06:20:51 PM,0.010,,,,,,
1542,05/12/24 10:20:51 PM,0.010,,,,,,
1543,05/13/24 02:20:51 AM,0.121,,,,,,
1544,05/13/24 06:20:51 AM,0.010,,,,,,
1545,05/13/24 10:20:51 AM,0.010,,,,,,
1546,05/13/24 02:20:51 PM,0.010,,,,,,
1547,05/13/24 06:20:51 PM,0.121,,,,,,
1548,05/13/24 10:20:51 PM,0.121,,,,,,
1549,05/14/24 02:20:51 AM,0.121,,,,,,
1550,05/14/24 06:20:51 AM,0.121,,,,,,
1551,05/14/24 10:20:51 AM,0.121,,,,,,
1552,05/14/24 02:20:51 PM,0.121,,,,,,
1553,05/14/24 06:20:51 PM,0.121,,,,,,
1554,05/14/24 10:20:51 PM,0.121,,,,,,
1555,05/15/24 02:20:51 AM,0.121,,,,,,
1556,05/15/24 06:20:51 AM,0.121,,,,,,
1557,05/15/24 10:20:51 AM,0.121,,,,,,
1558,05/15/24 02:20:51 PM,0.121,,,,,,
1559,05/15/24 06:20:51 PM,0.121,,,,,,
1560,05/15/24 10:20:51 PM,0.121,,,,,,
1561,05/16/24 02:20:51 AM,0.121,,,,,,
1562,05/16/24 06:20:51 AM,0.121,,,,,,
1563,05/16/24 10:20:51 AM,0.121,,,,,,
1564,05/16/24 02:20:51 PM,0.121,,,,,,
1565,05/16/24 06:20:51 PM,0.121,,,,,,
1566,05/16/24 10:20:51 PM,0.121,,,,,,
1567,05/17/24 02:20:51 AM,0.121,,,,,,
1568,05/17/24 06:20:51 AM,0.121,,,,,,
1569,05/17/24 10:20:51 AM,0.121,,,,,,
1570,05/17/24 02:20:51 PM,0.121,,,,,,
1571,05/17/24 06:20:51 PM,0.121,,,,,,
1572,05/17/24 10:20:51 PM,0.121,,,,,,
1573,05/18/24 02:20:51 AM,0.121,,,,,,
1574,05/18/24 06:20:51 AM,0.121,,,,,,
1575,05/18/24 10:20:51 AM,0.121,,,,,,
1576,05/18/24 02:20:51 PM,0.121,,,,,,
1577,05/18/24 06:20:51 PM,0.121,,,,,,
1578,05/18/24 10:20:51 PM,0.121,,,,,,
1579,05/19/24 02:20:51 AM,0.121,,,,,,
1580,05/19/24 06:20:51 AM,0.121,,,,,,
1581,05/19/24 10:20:51 AM,0.121,,,,,,
1582,05/19/24 02:20:51 PM,0.121,,,,,,
1583,05/19/24 06:20:51 PM,0.121,,,,,,
1584,05/19/24 10:20:51 PM,0.121,,,,,,
1585,05/20/24 02:20:51 AM,0.121,,,,,,
1586,05/20/24 06:20:51 AM,0.121,,,,,,
1587,05/20/24 10:20:51 AM,0.121,,,,,,
1588,05/20/24 02:20:51 PM,0.121,,,,,,
1589,05/20/24 06:20:51 PM,0.121,,,,,,
1590,05/20/24 10:20:51 PM,0.121,,,,,,
1591,05/21/24 02:20:51 AM,0.121,,,,,,
1592,05/21/24 06:20:51 AM,0.121,,,,,,
1593,05/21/24 10:20:51 AM,0.121,,,,,,
1594,05/21/24 02:20:51 PM,0.121,,,,,,
1595,05/21/24 06:20:51 PM,0.121,,,,,,
1596,05/21/24 10:20:51 PM,0.121,,,,,,
1597,05/22/24 02:20:51 AM,0.121,,,,,,
1598,05/22/24 06:20:51 AM,-0.213,,,,,,
1599,05/22/24 10:20:51 AM,-0.102,,,,,,
1600,05/22/24 02:20:51 PM,0.010,,,,,,
1601,05/22/24 06:20:51 PM,0.010,,,,,,
1602,05/22/24 10:20:51 PM,0.121,,,,,,
1603,05/23/24 02:20:51 AM,-0.102,,,,,,
1604,05/23/24 06:20:51 AM,-0.549,,,,,,
1605,05/23/24 10:20:51 AM,-0.213,,,,,,
1606,05/23/24 02:20:51 PM,0.010,,,,,,
1607,05/23/24 06:20:51 PM,0.121,,,,,,
1608,05/23/24 10:20:51 PM,0.121,,,,,,
1609,05/24/24 02:20:51 AM,0.121,,,,,,
1610,05/24/24 06:20:51 AM,-0.887,,,,,,
1611,05/24/24 10:20:51 AM,-0.102,,,,,,
1612,05/24/24 02:20:51 PM,0.893,,,,,,
1613,05/24/24 06:20:51 PM,0.453,,,,,,
1614,05/24/24 10:20:51 PM,0.121,,,,,,
1615,05/25/24 02:20:51 AM,0.121,,,,,,
1616,05/25/24 06:20:51 AM,0.121,,,,,,
1617,05/25/24 10:20:51 AM,0.121,,,,,,
1618,05/25/24 02:20:51 PM,2.088,,,,,,
1619,05/25/24 06:20:51 PM,1.112,,,,,,
1620,05/25/24 10:20:51 PM,0.121,,,,,,
1621,05/26/24 02:20:51 AM,0.121,,,,,,
1622,05/26/24 06:20:51 AM,0.121,,,,,,
1623,05/26/24 10:20:51 AM,0.121,,,,,,
1624,05/26/24 02:20:51 PM,4.727,,,,,,
1625,05/26/24 06:20:51 PM,2.517,,,,,,
1626,05/26/24 10:20:51 PM,0.121,,,,,,
1627,05/27/24 02:20:51 AM,0.121,,,,,,
1628,05/27/24 06:20:51 AM,0.121,,,,,,
1629,05/27/24 10:20:51 AM,0.121,,,,,,
1630,05/27/24 02:20:51 PM,9.669,,,,,,
1631,05/27/24 06:20:51 PM,6.573,,,,,,
1632,05/27/24 10:20:51 PM,0.453,,,,,,
1633,05/28/24 02:20:51 AM,0.121,,,,,,
1634,05/28/24 06:20:51 AM,0.121,,,,,,
1635,05/28/24 10:20:51 AM,1.872,,,,,,
1636,05/28/24 02:20:51 PM,11.334,,,,,,
1637,05/28/24 06:20:51 PM,8.082,,,,,,
1638,05/28/24 10:20:51 PM,1.221,,,,,,
1639,05/29/24 02:20:51 AM,0.343,,,,,,
1640,05/29/24 06:20:51 AM,0.121,,,,,,
1641,05/29/24 10:20:51 AM,4.519,,,,,,
1642,05/29/24 02:20:51 PM,10.259,,,,,,
1643,05/29/24 06:20:51 PM,7.782,,,,,,
1644,05/29/24 10:20:51 PM,1.872,,,,,,
1645,05/30/24 02:20:51 AM,0.563,,,,,,
1646,05/30/24 06:20:51 AM,0.232,,,,,,
1647,05/30/24 10:20:51 AM,3.261,,,,,,
1648,05/30/24 02:20:51 PM,12.110,,,,,,
1649,05/30/24 06:20:51 PM,6.978,,,,,,
1650,05/30/24 10:20:51 PM,2.730,,,,,,
1651,05/31/24 02:20:51 AM,1.003,,,,,,
1652,05/31/24 06:20:51 AM,0.343,,,,,,
1653,05/31/24 10:20:51 AM,3.683,,,,,,
1654,05/31/24 02:20:51 PM,11.819,,,,,,
1655,05/31/24 06:20:51 PM,9.176,,,,,,
1656,05/31/24 10:20:51 PM,3.367,,,,,,
1657,06/01/24 02:20:51 AM,1.330,,,,,,
1658,06/01/24 06:20:51 AM,0.563,,,,,,
1659,06/01/24 10:20:51 AM,6.471,,,,,,
1660,06/01/24 02:20:51 PM,10.553,,,,,,
1661,06/01/24 06:20:51 PM,11.041,,,,,,
1662,06/01/24 10:20:51 PM,4.415,,,,,,
1663,06/02/24 02:20:51 AM,2.088,,,,,,
1664,06/02/24 06:20:51 AM,1.003,,,,,,
1665,06/02/24 10:20:51 AM,6.978,,,,,,
1666,06/02/24 02:20:51 PM,12.980,,,,,,
1667,06/02/24 06:20:51 PM,9.275,,,,,,
