"Plot Title: 21397973"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21397973, SEN S/N: 21397973)","Coupler Detached (LGR S/N: 21397973)","Bad Battery (LGR S/N: 21397973)","Good Battery (LGR S/N: 21397973)","End Of File (LGR S/N: 21397973)"
2791,04/08/23 12:59:43 AM,-6.626,,,,
2792,04/08/23 02:59:43 AM,-6.499,,,,
2793,04/08/23 04:59:43 AM,-6.626,,,,
2794,04/08/23 06:59:43 AM,-6.626,,,,
2795,04/08/23 08:59:43 AM,-6.626,,,,
2796,04/08/23 10:59:43 AM,-6.626,,,,
2797,04/08/23 12:59:43 PM,-6.626,,,,
2798,04/08/23 02:59:43 PM,-6.626,,,,
2799,04/08/23 04:59:43 PM,-6.626,,,,
2800,04/08/23 06:59:43 PM,-6.626,,,,
2801,04/08/23 08:59:43 PM,-6.499,,,,
2802,04/08/23 10:59:43 PM,-6.626,,,,
2803,04/09/23 12:59:43 AM,-6.626,,,,
2804,04/09/23 02:59:43 AM,-6.499,,,,
2805,04/09/23 04:59:43 AM,-6.626,,,,
2806,04/09/23 06:59:43 AM,-6.626,,,,
2807,04/09/23 08:59:43 AM,-6.626,,,,
2808,04/09/23 10:59:43 AM,-6.626,,,,
2809,04/09/23 12:59:43 PM,-6.626,,,,
2810,04/09/23 02:59:43 PM,-6.626,,,,
2811,04/09/23 04:59:43 PM,-6.626,,,,
2812,04/09/23 06:59:43 PM,-6.626,,,,
2813,04/09/23 08:59:43 PM,-6.626,,,,
2814,04/09/23 10:59:43 PM,-6.626,,,,
2815,04/10/23 12:59:43 AM,-6.626,,,,
2816,04/10/23 02:59:43 AM,-6.626,,,,
2817,04/10/23 04:59:43 AM,-6.626,,,,
2818,04/10/23 06:59:43 AM,-6.626,,,,
2819,04/10/23 08:59:43 AM,-6.626,,,,
2820,04/10/23 10:59:43 AM,-6.626,,,,
2821,04/10/23 12:59:43 PM,-6.626,,,,
2822,04/10/23 02:59:43 PM,-6.626,,,,
2823,04/10/23 04:59:43 PM,-6.626,,,,
2824,04/10/23 06:59:43 PM,-6.626,,,,
2825,04/10/23 08:59:43 PM,-6.626,,,,
2826,04/10/23 10:59:43 PM,-6.626,,,,
2827,04/11/23 12:59:43 AM,-6.626,,,,
2828,04/11/23 02:59:43 AM,-6.626,,,,
2829,04/11/23 04:59:43 AM,-6.626,,,,
2830,04/11/23 06:59:43 AM,-6.626,,,,
2831,04/11/23 08:59:43 AM,-6.626,,,,
2832,04/11/23 10:59:43 AM,-6.626,,,,
2833,04/11/23 12:59:43 PM,-6.499,,,,
2834,04/11/23 02:59:43 PM,-6.499,,,,
2835,04/11/23 04:59:43 PM,-6.499,,,,
2836,04/11/23 06:59:43 PM,-6.499,,,,
2837,04/11/23 08:59:43 PM,-6.499,,,,
2838,04/11/23 10:59:43 PM,-6.499,,,,
2839,04/12/23 12:59:43 AM,-6.499,,,,
2840,04/12/23 02:59:43 AM,-6.499,,,,
2841,04/12/23 04:59:43 AM,-6.499,,,,
2842,04/12/23 06:59:43 AM,-6.499,,,,
2843,04/12/23 08:59:43 AM,-6.499,,,,
2844,04/12/23 10:59:43 AM,-6.499,,,,
2845,04/12/23 12:59:43 PM,-6.499,,,,
2846,04/12/23 02:59:43 PM,-6.499,,,,
2847,04/12/23 04:59:43 PM,-6.499,,,,
2848,04/12/23 06:59:43 PM,-6.499,,,,
2849,04/12/23 08:59:43 PM,-6.499,,,,
2850,04/12/23 10:59:43 PM,-6.499,,,,
2851,04/13/23 12:59:43 AM,-6.499,,,,
2852,04/13/23 02:59:43 AM,-6.499,,,,
2853,04/13/23 04:59:43 AM,-6.499,,,,
2854,04/13/23 06:59:43 AM,-6.499,,,,
2855,04/13/23 08:59:43 AM,-6.499,,,,
2856,04/13/23 10:59:43 AM,-6.499,,,,
2857,04/13/23 12:59:43 PM,-6.499,,,,
2858,04/13/23 02:59:43 PM,-6.499,,,,
2859,04/13/23 04:59:43 PM,-6.499,,,,
2860,04/13/23 06:59:43 PM,-6.499,,,,
2861,04/13/23 08:59:43 PM,-6.499,,,,
2862,04/13/23 10:59:43 PM,-6.499,,,,
2863,04/14/23 12:59:43 AM,-6.499,,,,
2864,04/14/23 02:59:43 AM,-6.499,,,,
2865,04/14/23 04:59:43 AM,-6.499,,,,
2866,04/14/23 06:59:43 AM,-6.499,,,,
2867,04/14/23 08:59:43 AM,-6.499,,,,
2868,04/14/23 10:59:43 AM,-6.373,,,,
2869,04/14/23 12:59:43 PM,-6.373,,,,
2870,04/14/23 02:59:43 PM,-6.373,,,,
2871,04/14/23 04:59:43 PM,-6.373,,,,
2872,04/14/23 06:59:43 PM,-6.373,,,,
2873,04/14/23 08:59:43 PM,-6.373,,,,
2874,04/14/23 10:59:43 PM,-6.373,,,,
2875,04/15/23 12:59:43 AM,-6.373,,,,
2876,04/15/23 02:59:43 AM,-6.373,,,,
2877,04/15/23 04:59:43 AM,-6.373,,,,
2878,04/15/23 06:59:43 AM,-6.373,,,,
2879,04/15/23 08:59:43 AM,-6.373,,,,
2880,04/15/23 10:59:43 AM,-6.373,,,,
2881,04/15/23 12:59:43 PM,-6.373,,,,
2882,04/15/23 02:59:43 PM,-6.373,,,,
2883,04/15/23 04:59:43 PM,-6.373,,,,
2884,04/15/23 06:59:43 PM,-6.373,,,,
2885,04/15/23 08:59:43 PM,-6.373,,,,
2886,04/15/23 10:59:43 PM,-6.373,,,,
2887,04/16/23 12:59:43 AM,-6.246,,,,
2888,04/16/23 02:59:43 AM,-6.246,,,,
2889,04/16/23 04:59:43 AM,-6.246,,,,
2890,04/16/23 06:59:43 AM,-6.246,,,,
2891,04/16/23 08:59:43 AM,-6.246,,,,
2892,04/16/23 10:59:43 AM,-6.246,,,,
2893,04/16/23 12:59:43 PM,-6.246,,,,
2894,04/16/23 02:59:43 PM,-6.246,,,,
2895,04/16/23 04:59:43 PM,-6.246,,,,
2896,04/16/23 06:59:43 PM,-6.246,,,,
2897,04/16/23 08:59:43 PM,-6.246,,,,
2898,04/16/23 10:59:43 PM,-6.246,,,,
2899,04/17/23 12:59:43 AM,-6.246,,,,
2900,04/17/23 02:59:43 AM,-6.246,,,,
2901,04/17/23 04:59:43 AM,-6.246,,,,
2902,04/17/23 06:59:43 AM,-6.246,,,,
2903,04/17/23 08:59:43 AM,-6.246,,,,
2904,04/17/23 10:59:43 AM,-6.246,,,,
2905,04/17/23 12:59:43 PM,-6.246,,,,
2906,04/17/23 02:59:43 PM,-6.246,,,,
2907,04/17/23 04:59:43 PM,-6.120,,,,
2908,04/17/23 06:59:43 PM,-6.246,,,,
2909,04/17/23 08:59:43 PM,-6.120,,,,
2910,04/17/23 10:59:43 PM,-6.120,,,,
2911,04/18/23 12:59:43 AM,-6.120,,,,
2912,04/18/23 02:59:43 AM,-6.120,,,,
2913,04/18/23 04:59:43 AM,-6.120,,,,
2914,04/18/23 06:59:43 AM,-6.120,,,,
2915,04/18/23 08:59:43 AM,-6.120,,,,
2916,04/18/23 10:59:43 AM,-6.120,,,,
2917,04/18/23 12:59:43 PM,-6.120,,,,
2918,04/18/23 02:59:43 PM,-6.120,,,,
2919,04/18/23 04:59:43 PM,-6.120,,,,
2920,04/18/23 06:59:43 PM,-6.120,,,,
2921,04/18/23 08:59:43 PM,-6.120,,,,
2922,04/18/23 10:59:43 PM,-6.120,,,,
2923,04/19/23 12:59:43 AM,-6.120,,,,
2924,04/19/23 02:59:43 AM,-6.120,,,,
2925,04/19/23 04:59:43 AM,-6.120,,,,
2926,04/19/23 06:59:43 AM,-6.120,,,,
2927,04/19/23 08:59:43 AM,-6.120,,,,
2928,04/19/23 10:59:43 AM,-6.120,,,,
2929,04/19/23 12:59:43 PM,-6.120,,,,
2930,04/19/23 02:59:43 PM,-6.120,,,,
2931,04/19/23 04:59:43 PM,-6.120,,,,
2932,04/19/23 06:59:43 PM,-6.120,,,,
2933,04/19/23 08:59:43 PM,-6.120,,,,
2934,04/19/23 10:59:43 PM,-6.120,,,,
2935,04/20/23 12:59:43 AM,-6.120,,,,
2936,04/20/23 02:59:43 AM,-6.120,,,,
2937,04/20/23 04:59:43 AM,-6.120,,,,
2938,04/20/23 06:59:43 AM,-6.120,,,,
2939,04/20/23 08:59:43 AM,-6.120,,,,
2940,04/20/23 10:59:43 AM,-6.120,,,,
2941,04/20/23 12:59:43 PM,-6.120,,,,
2942,04/20/23 02:59:43 PM,-6.120,,,,
2943,04/20/23 04:59:43 PM,-6.120,,,,
2944,04/20/23 06:59:43 PM,-6.120,,,,
2945,04/20/23 08:59:43 PM,-6.120,,,,
2946,04/20/23 10:59:43 PM,-5.995,,,,
2947,04/21/23 12:59:43 AM,-6.120,,,,
2948,04/21/23 02:59:43 AM,-5.995,,,,
2949,04/21/23 04:59:43 AM,-5.995,,,,
2950,04/21/23 06:59:43 AM,-5.995,,,,
2951,04/21/23 08:59:43 AM,-5.995,,,,
2952,04/21/23 10:59:43 AM,-5.995,,,,
2953,04/21/23 12:59:43 PM,-5.995,,,,
2954,04/21/23 02:59:43 PM,-5.995,,,,
2955,04/21/23 04:59:43 PM,-5.995,,,,
2956,04/21/23 06:59:43 PM,-5.995,,,,
2957,04/21/23 08:59:43 PM,-5.995,,,,
2958,04/21/23 10:59:43 PM,-5.995,,,,
2959,04/22/23 12:59:43 AM,-5.995,,,,
2960,04/22/23 02:59:43 AM,-5.995,,,,
2961,04/22/23 04:59:43 AM,-5.995,,,,
2962,04/22/23 06:59:43 AM,-5.995,,,,
2963,04/22/23 08:59:43 AM,-5.995,,,,
2964,04/22/23 10:59:43 AM,-5.995,,,,
2965,04/22/23 12:59:43 PM,-5.995,,,,
2966,04/22/23 02:59:43 PM,-5.995,,,,
2967,04/22/23 04:59:43 PM,-5.995,,,,
2968,04/22/23 06:59:43 PM,-5.995,,,,
2969,04/22/23 08:59:43 PM,-5.995,,,,
2970,04/22/23 10:59:43 PM,-5.995,,,,
2971,04/23/23 12:59:43 AM,-5.995,,,,
2972,04/23/23 02:59:43 AM,-5.995,,,,
2973,04/23/23 04:59:43 AM,-5.995,,,,
2974,04/23/23 06:59:43 AM,-5.995,,,,
2975,04/23/23 08:59:43 AM,-5.995,,,,
2976,04/23/23 10:59:43 AM,-5.995,,,,
2977,04/23/23 12:59:43 PM,-5.995,,,,
2978,04/23/23 02:59:43 PM,-5.995,,,,
2979,04/23/23 04:59:43 PM,-5.995,,,,
2980,04/23/23 06:59:43 PM,-5.995,,,,
2981,04/23/23 08:59:43 PM,-5.995,,,,
2982,04/23/23 10:59:43 PM,-5.995,,,,
2983,04/24/23 12:59:43 AM,-5.995,,,,
2984,04/24/23 02:59:43 AM,-5.995,,,,
2985,04/24/23 04:59:43 AM,-5.995,,,,
2986,04/24/23 06:59:43 AM,-5.995,,,,
2987,04/24/23 08:59:43 AM,-6.120,,,,
2988,04/24/23 10:59:43 AM,-5.995,,,,
2989,04/24/23 12:59:43 PM,-6.120,,,,
2990,04/24/23 02:59:43 PM,-6.120,,,,
2991,04/24/23 04:59:43 PM,-6.120,,,,
2992,04/24/23 06:59:43 PM,-5.995,,,,
2993,04/24/23 08:59:43 PM,-6.120,,,,
2994,04/24/23 10:59:43 PM,-6.120,,,,
2995,04/25/23 12:59:43 AM,-6.120,,,,
2996,04/25/23 02:59:43 AM,-6.120,,,,
2997,04/25/23 04:59:43 AM,-6.120,,,,
2998,04/25/23 06:59:43 AM,-6.120,,,,
2999,04/25/23 08:59:43 AM,-6.120,,,,
3000,04/25/23 10:59:43 AM,-6.120,,,,
3001,04/25/23 12:59:43 PM,-6.120,,,,
3002,04/25/23 02:59:43 PM,-6.120,,,,
3003,04/25/23 04:59:43 PM,-6.120,,,,
3004,04/25/23 06:59:43 PM,-6.120,,,,
3005,04/25/23 08:59:43 PM,-6.120,,,,
3006,04/25/23 10:59:43 PM,-6.120,,,,
3007,04/26/23 12:59:43 AM,-6.120,,,,
3008,04/26/23 02:59:43 AM,-6.120,,,,
3009,04/26/23 04:59:43 AM,-6.120,,,,
3010,04/26/23 06:59:43 AM,-6.120,,,,
3011,04/26/23 08:59:43 AM,-6.120,,,,
3012,04/26/23 10:59:43 AM,-6.120,,,,
3013,04/26/23 12:59:43 PM,-6.120,,,,
3014,04/26/23 02:59:43 PM,-5.995,,,,
3015,04/26/23 04:59:43 PM,-6.120,,,,
3016,04/26/23 06:59:43 PM,-6.120,,,,
3017,04/26/23 08:59:43 PM,-5.995,,,,
3018,04/26/23 10:59:43 PM,-5.995,,,,
3019,04/27/23 12:59:43 AM,-5.995,,,,
3020,04/27/23 02:59:43 AM,-6.120,,,,
3021,04/27/23 04:59:43 AM,-5.995,,,,
3022,04/27/23 06:59:43 AM,-5.995,,,,
3023,04/27/23 08:59:43 AM,-5.995,,,,
3024,04/27/23 10:59:43 AM,-5.995,,,,
3025,04/27/23 12:59:43 PM,-5.995,,,,
3026,04/27/23 02:59:43 PM,-5.995,,,,
3027,04/27/23 04:59:43 PM,-5.995,,,,
3028,04/27/23 06:59:43 PM,-5.995,,,,
3029,04/27/23 08:59:43 PM,-5.995,,,,
3030,04/27/23 10:59:43 PM,-5.995,,,,
3031,04/28/23 12:59:43 AM,-5.995,,,,
3032,04/28/23 02:59:43 AM,-5.995,,,,
3033,04/28/23 04:59:43 AM,-5.995,,,,
3034,04/28/23 06:59:43 AM,-5.995,,,,
3035,04/28/23 08:59:43 AM,-5.995,,,,
3036,04/28/23 10:59:43 AM,-5.995,,,,
3037,04/28/23 12:59:43 PM,-5.995,,,,
3038,04/28/23 02:59:43 PM,-5.995,,,,
3039,04/28/23 04:59:43 PM,-5.995,,,,
3040,04/28/23 06:59:43 PM,-5.995,,,,
3041,04/28/23 08:59:43 PM,-5.995,,,,
3042,04/28/23 10:59:43 PM,-5.995,,,,
3043,04/29/23 12:59:43 AM,-5.995,,,,
3044,04/29/23 02:59:43 AM,-5.995,,,,
3045,04/29/23 04:59:43 AM,-5.995,,,,
3046,04/29/23 06:59:43 AM,-5.995,,,,
3047,04/29/23 08:59:43 AM,-5.995,,,,
3048,04/29/23 10:59:43 AM,-5.995,,,,
3049,04/29/23 12:59:43 PM,-5.995,,,,
3050,04/29/23 02:59:43 PM,-5.995,,,,
3051,04/29/23 04:59:43 PM,-5.995,,,,
3052,04/29/23 06:59:43 PM,-5.995,,,,
3053,04/29/23 08:59:43 PM,-5.995,,,,
3054,04/29/23 10:59:43 PM,-5.995,,,,
3055,04/30/23 12:59:43 AM,-5.995,,,,
3056,04/30/23 02:59:43 AM,-5.995,,,,
3057,04/30/23 04:59:43 AM,-5.870,,,,
3058,04/30/23 06:59:43 AM,-5.870,,,,
3059,04/30/23 08:59:43 AM,-5.870,,,,
3060,04/30/23 10:59:43 AM,-5.870,,,,
3061,04/30/23 12:59:43 PM,-5.870,,,,
3062,04/30/23 02:59:43 PM,-5.870,,,,
3063,04/30/23 04:59:43 PM,-5.870,,,,
3064,04/30/23 06:59:43 PM,-5.870,,,,
3065,04/30/23 08:59:43 PM,-5.870,,,,
3066,04/30/23 10:59:43 PM,-5.870,,,,
3067,05/01/23 12:59:43 AM,-5.870,,,,
3068,05/01/23 02:59:43 AM,-5.870,,,,
3069,05/01/23 04:59:43 AM,-5.870,,,,
3070,05/01/23 06:59:43 AM,-5.870,,,,
3071,05/01/23 08:59:43 AM,-5.870,,,,
3072,05/01/23 10:59:43 AM,-5.870,,,,
3073,05/01/23 12:59:43 PM,-5.870,,,,
3074,05/01/23 02:59:43 PM,-5.870,,,,
3075,05/01/23 04:59:43 PM,-5.870,,,,
3076,05/01/23 06:59:43 PM,-5.870,,,,
3077,05/01/23 08:59:43 PM,-5.870,,,,
3078,05/01/23 10:59:43 PM,-5.870,,,,
3079,05/02/23 12:59:43 AM,-5.870,,,,
3080,05/02/23 02:59:43 AM,-5.870,,,,
3081,05/02/23 04:59:43 AM,-5.870,,,,
3082,05/02/23 06:59:43 AM,-5.870,,,,
3083,05/02/23 08:59:43 AM,-5.870,,,,
3084,05/02/23 10:59:43 AM,-5.745,,,,
3085,05/02/23 12:59:43 PM,-5.745,,,,
3086,05/02/23 02:59:43 PM,-5.745,,,,
3087,05/02/23 04:59:43 PM,-5.745,,,,
3088,05/02/23 06:59:43 PM,-5.745,,,,
3089,05/02/23 08:59:43 PM,-5.745,,,,
3090,05/02/23 10:59:43 PM,-5.745,,,,
3091,05/03/23 12:59:43 AM,-5.745,,,,
3092,05/03/23 02:59:43 AM,-5.745,,,,
3093,05/03/23 04:59:43 AM,-5.745,,,,
3094,05/03/23 06:59:43 AM,-5.745,,,,
3095,05/03/23 08:59:43 AM,-5.745,,,,
3096,05/03/23 10:59:43 AM,-5.745,,,,
3097,05/03/23 12:59:43 PM,-5.745,,,,
3098,05/03/23 02:59:43 PM,-5.745,,,,
3099,05/03/23 04:59:43 PM,-5.745,,,,
3100,05/03/23 06:59:43 PM,-5.745,,,,
3101,05/03/23 08:59:43 PM,-5.620,,,,
3102,05/03/23 10:59:43 PM,-5.620,,,,
3103,05/04/23 12:59:43 AM,-5.620,,,,
3104,05/04/23 02:59:43 AM,-5.620,,,,
3105,05/04/23 04:59:43 AM,-5.620,,,,
3106,05/04/23 06:59:43 AM,-5.620,,,,
3107,05/04/23 08:59:43 AM,-5.620,,,,
3108,05/04/23 10:59:43 AM,-5.620,,,,
3109,05/04/23 12:59:43 PM,-5.620,,,,
3110,05/04/23 02:59:43 PM,-5.620,,,,
3111,05/04/23 04:59:43 PM,-5.620,,,,
3112,05/04/23 06:59:43 PM,-5.620,,,,
3113,05/04/23 08:59:43 PM,-5.620,,,,
3114,05/04/23 10:59:43 PM,-5.620,,,,
3115,05/05/23 12:59:43 AM,-5.496,,,,
3116,05/05/23 02:59:43 AM,-5.496,,,,
3117,05/05/23 04:59:43 AM,-5.496,,,,
3118,05/05/23 06:59:43 AM,-5.496,,,,
3119,05/05/23 08:59:43 AM,-5.496,,,,
3120,05/05/23 10:59:43 AM,-5.496,,,,
3121,05/05/23 12:59:43 PM,-5.496,,,,
3122,05/05/23 02:59:43 PM,-5.496,,,,
3123,05/05/23 04:59:43 PM,-5.496,,,,
3124,05/05/23 06:59:43 PM,-5.496,,,,
3125,05/05/23 08:59:43 PM,-5.496,,,,
3126,05/05/23 10:59:43 PM,-5.496,,,,
3127,05/06/23 12:59:43 AM,-5.496,,,,
3128,05/06/23 02:59:43 AM,-5.496,,,,
3129,05/06/23 04:59:43 AM,-5.496,,,,
3130,05/06/23 06:59:43 AM,-5.372,,,,
3131,05/06/23 08:59:43 AM,-5.372,,,,
3132,05/06/23 10:59:43 AM,-5.372,,,,
3133,05/06/23 12:59:43 PM,-5.372,,,,
3134,05/06/23 02:59:43 PM,-5.372,,,,
3135,05/06/23 04:59:43 PM,-5.372,,,,
3136,05/06/23 06:59:43 PM,-5.372,,,,
3137,05/06/23 08:59:43 PM,-5.372,,,,
3138,05/06/23 10:59:43 PM,-5.372,,,,
3139,05/07/23 12:59:43 AM,-5.372,,,,
3140,05/07/23 02:59:43 AM,-5.372,,,,
3141,05/07/23 04:59:43 AM,-5.372,,,,
3142,05/07/23 06:59:43 AM,-5.372,,,,
3143,05/07/23 08:59:43 AM,-5.372,,,,
3144,05/07/23 10:59:43 AM,-5.249,,,,
3145,05/07/23 12:59:43 PM,-5.249,,,,
3146,05/07/23 02:59:43 PM,-5.249,,,,
3147,05/07/23 04:59:43 PM,-5.249,,,,
3148,05/07/23 06:59:43 PM,-5.249,,,,
3149,05/07/23 08:59:43 PM,-5.249,,,,
3150,05/07/23 10:59:43 PM,-5.249,,,,
3151,05/08/23 12:59:43 AM,-5.249,,,,
3152,05/08/23 02:59:43 AM,-5.249,,,,
3153,05/08/23 04:59:43 AM,-5.249,,,,
3154,05/08/23 06:59:43 AM,-5.249,,,,
3155,05/08/23 08:59:43 AM,-5.249,,,,
3156,05/08/23 10:59:43 AM,-5.249,,,,
3157,05/08/23 12:59:43 PM,-5.249,,,,
3158,05/08/23 02:59:43 PM,-5.249,,,,
3159,05/08/23 04:59:43 PM,-5.249,,,,
3160,05/08/23 06:59:43 PM,-5.249,,,,
3161,05/08/23 08:59:43 PM,-5.249,,,,
3162,05/08/23 10:59:43 PM,-5.249,,,,
3163,05/09/23 12:59:43 AM,-5.249,,,,
3164,05/09/23 02:59:43 AM,-5.249,,,,
3165,05/09/23 04:59:43 AM,-5.249,,,,
3166,05/09/23 06:59:43 AM,-5.249,,,,
3167,05/09/23 08:59:43 AM,-5.249,,,,
3168,05/09/23 10:59:43 AM,-5.249,,,,
3169,05/09/23 12:59:43 PM,-5.249,,,,
3170,05/09/23 02:59:43 PM,-5.249,,,,
3171,05/09/23 04:59:43 PM,-5.249,,,,
3172,05/09/23 06:59:43 PM,-5.249,,,,
3173,05/09/23 08:59:43 PM,-5.249,,,,
3174,05/09/23 10:59:43 PM,-5.249,,,,
3175,05/10/23 12:59:43 AM,-5.125,,,,
3176,05/10/23 02:59:43 AM,-5.125,,,,
3177,05/10/23 04:59:43 AM,-5.125,,,,
3178,05/10/23 06:59:43 AM,-5.125,,,,
3179,05/10/23 08:59:43 AM,-5.125,,,,
3180,05/10/23 10:59:43 AM,-5.125,,,,
3181,05/10/23 12:59:43 PM,-5.125,,,,
3182,05/10/23 02:59:43 PM,-5.125,,,,
3183,05/10/23 04:59:43 PM,-5.125,,,,
3184,05/10/23 06:59:43 PM,-5.125,,,,
3185,05/10/23 08:59:43 PM,-5.125,,,,
3186,05/10/23 10:59:43 PM,-5.125,,,,
3187,05/11/23 12:59:43 AM,-5.125,,,,
3188,05/11/23 02:59:43 AM,-5.125,,,,
3189,05/11/23 04:59:43 AM,-5.125,,,,
3190,05/11/23 06:59:43 AM,-5.125,,,,
3191,05/11/23 08:59:43 AM,-5.125,,,,
3192,05/11/23 10:59:43 AM,-5.125,,,,
3193,05/11/23 12:59:43 PM,-5.125,,,,
3194,05/11/23 02:59:43 PM,-5.125,,,,
3195,05/11/23 04:59:43 PM,-5.003,,,,
3196,05/11/23 06:59:43 PM,-5.125,,,,
3197,05/11/23 08:59:43 PM,-5.003,,,,
3198,05/11/23 10:59:43 PM,-5.003,,,,
3199,05/12/23 12:59:43 AM,-5.003,,,,
3200,05/12/23 02:59:43 AM,-5.003,,,,
3201,05/12/23 04:59:43 AM,-5.003,,,,
3202,05/12/23 06:59:43 AM,-5.003,,,,
3203,05/12/23 08:59:43 AM,-5.003,,,,
3204,05/12/23 10:59:43 AM,-5.003,,,,
3205,05/12/23 12:59:43 PM,-5.003,,,,
3206,05/12/23 02:59:43 PM,-5.003,,,,
3207,05/12/23 04:59:43 PM,-5.003,,,,
3208,05/12/23 06:59:43 PM,-5.003,,,,
3209,05/12/23 08:59:43 PM,-5.003,,,,
3210,05/12/23 10:59:43 PM,-5.003,,,,
3211,05/13/23 12:59:43 AM,-5.003,,,,
3212,05/13/23 02:59:43 AM,-5.003,,,,
3213,05/13/23 04:59:43 AM,-4.880,,,,
3214,05/13/23 06:59:43 AM,-4.880,,,,
3215,05/13/23 08:59:43 AM,-4.880,,,,
3216,05/13/23 10:59:43 AM,-4.880,,,,
3217,05/13/23 12:59:43 PM,-4.880,,,,
3218,05/13/23 02:59:43 PM,-4.880,,,,
3219,05/13/23 04:59:43 PM,-4.880,,,,
3220,05/13/23 06:59:43 PM,-4.880,,,,
3221,05/13/23 08:59:43 PM,-4.880,,,,
3222,05/13/23 10:59:43 PM,-4.880,,,,
3223,05/14/23 12:59:43 AM,-4.880,,,,
3224,05/14/23 02:59:43 AM,-4.880,,,,
3225,05/14/23 04:59:43 AM,-4.880,,,,
3226,05/14/23 06:59:43 AM,-4.880,,,,
3227,05/14/23 08:59:43 AM,-4.758,,,,
3228,05/14/23 10:59:43 AM,-4.758,,,,
3229,05/14/23 12:59:43 PM,-4.758,,,,
3230,05/14/23 02:59:43 PM,-4.758,,,,
3231,05/14/23 04:59:43 PM,-4.758,,,,
3232,05/14/23 06:59:43 PM,-4.758,,,,
3233,05/14/23 08:59:43 PM,-4.758,,,,
3234,05/14/23 10:59:43 PM,-4.758,,,,
3235,05/15/23 12:59:43 AM,-4.758,,,,
3236,05/15/23 02:59:43 AM,-4.758,,,,
3237,05/15/23 04:59:43 AM,-4.758,,,,
3238,05/15/23 06:59:43 AM,-4.758,,,,
3239,05/15/23 08:59:43 AM,-4.758,,,,
3240,05/15/23 10:59:43 AM,-4.758,,,,
3241,05/15/23 12:59:43 PM,-4.636,,,,
3242,05/15/23 02:59:43 PM,-4.636,,,,
3243,05/15/23 04:59:43 PM,-4.636,,,,
3244,05/15/23 06:59:43 PM,-4.636,,,,
3245,05/15/23 08:59:43 PM,-4.636,,,,
3246,05/15/23 10:59:43 PM,-4.636,,,,
3247,05/16/23 12:59:43 AM,-4.636,,,,
3248,05/16/23 02:59:43 AM,-4.514,,,,
3249,05/16/23 04:59:43 AM,-4.514,,,,
3250,05/16/23 06:59:43 AM,-4.514,,,,
3251,05/16/23 08:59:43 AM,-4.514,,,,
3252,05/16/23 10:59:43 AM,-4.514,,,,
3253,05/16/23 12:59:43 PM,-4.514,,,,
3254,05/16/23 02:59:43 PM,-4.514,,,,
3255,05/16/23 04:59:43 PM,-4.031,,,,
3256,05/16/23 06:59:43 PM,-3.553,,,,
3257,05/16/23 08:59:43 PM,-3.672,,,,
3258,05/16/23 10:59:43 PM,-3.792,,,,
3259,05/17/23 12:59:43 AM,-3.911,,,,
3260,05/17/23 02:59:43 AM,-3.911,,,,
3261,05/17/23 04:59:43 AM,-3.911,,,,
3262,05/17/23 06:59:43 AM,-4.031,,,,
3263,05/17/23 08:59:43 AM,-4.031,,,,
3264,05/17/23 10:59:43 AM,-4.031,,,,
3265,05/17/23 12:59:43 PM,-3.911,,,,
3266,05/17/23 02:59:43 PM,-3.911,,,,
3267,05/17/23 04:59:43 PM,-3.911,,,,
3268,05/17/23 06:59:43 PM,-3.792,,,,
3269,05/17/23 08:59:43 PM,-3.792,,,,
3270,05/17/23 10:59:43 PM,-3.672,,,,
3271,05/18/23 12:59:43 AM,-3.672,,,,
3272,05/18/23 02:59:43 AM,-3.672,,,,
3273,05/18/23 04:59:43 AM,-3.672,,,,
3274,05/18/23 06:59:43 AM,-3.672,,,,
3275,05/18/23 08:59:43 AM,-3.672,,,,
3276,05/18/23 10:59:43 AM,-3.553,,,,
3277,05/18/23 12:59:43 PM,-3.553,,,,
3278,05/18/23 02:59:43 PM,-3.553,,,,
3279,05/18/23 04:59:43 PM,-3.553,,,,
3280,05/18/23 06:59:43 PM,-3.434,,,,
3281,05/18/23 08:59:43 PM,-3.434,,,,
3282,05/18/23 10:59:43 PM,-3.434,,,,
3283,05/19/23 12:59:43 AM,-3.434,,,,
3284,05/19/23 02:59:43 AM,-3.316,,,,
3285,05/19/23 04:59:43 AM,-3.316,,,,
3286,05/19/23 06:59:43 AM,-3.316,,,,
3287,05/19/23 08:59:43 AM,-3.197,,,,
3288,05/19/23 10:59:43 AM,-3.197,,,,
3289,05/19/23 12:59:43 PM,-3.197,,,,
3290,05/19/23 02:59:43 PM,-3.197,,,,
3291,05/19/23 04:59:43 PM,-3.197,,,,
3292,05/19/23 06:59:43 PM,-3.197,,,,
3293,05/19/23 08:59:43 PM,-3.079,,,,
3294,05/19/23 10:59:43 PM,-3.079,,,,
3295,05/20/23 12:59:43 AM,-3.079,,,,
3296,05/20/23 02:59:43 AM,-3.079,,,,
3297,05/20/23 04:59:43 AM,-3.079,,,,
3298,05/20/23 06:59:43 AM,-3.079,,,,
3299,05/20/23 08:59:43 AM,-3.079,,,,
3300,05/20/23 10:59:43 AM,-3.079,,,,
3301,05/20/23 12:59:43 PM,-3.079,,,,
3302,05/20/23 02:59:43 PM,-2.145,,,,
3303,05/20/23 04:59:43 PM,-1.456,,,,
