1-Wire/iButton Part Number: DS1921G-F5,,
1-Wire/iButton Registration Number: CC00000060114D21,,
Is Mission Active?  false,,
Mission Start:  Thu Sep 15 11:35:00 MDT 2022,,
Sample Rate:  Every 255 minute(s),,
Number of Mission Samples:  2135,,
Total Samples:  2135,,
Roll Over Enabled?  false,,
Roll Over Occurred?  Roll over has occurred,,
Active Alarms:  None fired,,
Next Clock Alarm At:  Disabled,,
High Temperature Alarm:  85 �C,,
Low Temperature Alarm:  -40 �C,,
,,
Date/Time,Unit,Value
9/15/2022 11:35,C,28
9/15/2022 15:50,C,20.5
9/15/2022 20:05,C,21.5
9/16/2022 0:20,C,21
9/16/2022 4:35,C,19.5
9/16/2022 8:50,C,22.5
9/16/2022 13:05,C,14.5
9/16/2022 17:20,C,12
9/16/2022 21:35,C,17
9/17/2022 1:50,C,17.5
9/17/2022 6:05,C,18
9/17/2022 10:20,C,18
9/17/2022 14:35,C,19
9/17/2022 18:50,C,19.5
9/17/2022 23:05,C,21
9/18/2022 3:20,C,20
9/18/2022 7:35,C,18.5
9/18/2022 11:50,C,16
9/18/2022 16:05,C,22
9/18/2022 20:20,C,10.5
9/19/2022 0:35,C,6.5
9/19/2022 4:50,C,5.5
9/19/2022 9:05,C,8
9/19/2022 13:20,C,20
9/19/2022 17:35,C,20.5
9/19/2022 21:50,C,10
9/20/2022 2:05,C,7.5
9/20/2022 6:20,C,5
9/20/2022 10:35,C,14
9/20/2022 14:50,C,24.5
9/20/2022 19:05,C,14.5
9/20/2022 23:20,C,10.5
9/21/2022 3:35,C,8.5
9/21/2022 7:50,C,6
9/21/2022 12:05,C,14
9/21/2022 16:20,C,10.5
9/21/2022 20:35,C,7.5
9/22/2022 0:50,C,7
9/22/2022 5:05,C,5.5
9/22/2022 9:20,C,6.5
9/22/2022 13:35,C,11
9/22/2022 17:50,C,9.5
9/22/2022 22:05,C,5
9/23/2022 2:20,C,3
9/23/2022 6:35,C,2
9/23/2022 10:50,C,4
9/23/2022 15:05,C,12.5
9/23/2022 19:20,C,6.5
9/23/2022 23:35,C,3
9/24/2022 3:50,C,1.5
9/24/2022 8:05,C,1.5
9/24/2022 12:20,C,13
9/24/2022 16:35,C,19
9/24/2022 20:50,C,7.5
9/25/2022 1:05,C,3.5
9/25/2022 5:20,C,1
9/25/2022 9:35,C,5.5
9/25/2022 13:50,C,21
9/25/2022 18:05,C,15
9/25/2022 22:20,C,6
9/26/2022 2:35,C,4.5
9/26/2022 6:50,C,3
9/26/2022 11:05,C,13
9/26/2022 15:20,C,23.5
9/26/2022 19:35,C,11.5
9/26/2022 23:50,C,6.5
9/27/2022 4:05,C,4
9/27/2022 8:20,C,5
9/27/2022 12:35,C,16.5
9/27/2022 16:50,C,12.5
9/27/2022 21:05,C,7
9/28/2022 1:20,C,4
9/28/2022 5:35,C,3
9/28/2022 9:50,C,7.5
9/28/2022 14:05,C,19.5
9/28/2022 18:20,C,15.5
9/28/2022 22:35,C,7.5
9/29/2022 2:50,C,6.5
9/29/2022 7:05,C,5.5
9/29/2022 11:20,C,11
9/29/2022 15:35,C,16.5
9/29/2022 19:50,C,9
9/30/2022 0:05,C,6
9/30/2022 4:20,C,4
9/30/2022 8:35,C,5.5
9/30/2022 12:50,C,12.5
9/30/2022 17:05,C,5
9/30/2022 21:20,C,3
10/1/2022 1:35,C,2.5
10/1/2022 5:50,C,1.5
10/1/2022 10:05,C,7
10/1/2022 14:20,C,11
10/1/2022 18:35,C,4
10/1/2022 22:50,C,1
10/2/2022 3:05,C,1
10/2/2022 7:20,C,1
10/2/2022 11:35,C,6
10/2/2022 15:50,C,10.5
10/2/2022 20:05,C,4.5
10/3/2022 0:20,C,3
10/3/2022 4:35,C,2.5
10/3/2022 8:50,C,1
10/3/2022 13:05,C,13
10/3/2022 17:20,C,8.5
10/3/2022 21:35,C,4
10/4/2022 1:50,C,2.5
10/4/2022 6:05,C,0.5
10/4/2022 10:20,C,5
10/4/2022 14:35,C,12.5
10/4/2022 18:50,C,6.5
10/4/2022 23:05,C,3
10/5/2022 3:20,C,0
10/5/2022 7:35,C,-1
10/5/2022 11:50,C,8
10/5/2022 16:05,C,10
10/5/2022 20:20,C,5.5
10/6/2022 0:35,C,0.5
10/6/2022 4:50,C,-1
10/6/2022 9:05,C,0
10/6/2022 13:20,C,12.5
10/6/2022 17:35,C,11
10/6/2022 21:50,C,3.5
10/7/2022 2:05,C,1.5
10/7/2022 6:20,C,0
10/7/2022 10:35,C,6
10/7/2022 14:50,C,14
10/7/2022 19:05,C,6.5
10/7/2022 23:20,C,2
10/8/2022 3:35,C,0
10/8/2022 7:50,C,-0.5
10/8/2022 12:05,C,9
10/8/2022 16:20,C,13.5
10/8/2022 20:35,C,3.5
10/9/2022 0:50,C,0.5
10/9/2022 5:05,C,-0.5
10/9/2022 9:20,C,0.5
10/9/2022 13:35,C,14
10/9/2022 17:50,C,12
10/9/2022 22:05,C,3
10/10/2022 2:20,C,0
10/10/2022 6:35,C,0
10/10/2022 10:50,C,5.5
10/10/2022 15:05,C,15
10/10/2022 19:20,C,6
10/10/2022 23:35,C,2.5
10/11/2022 3:50,C,1.5
10/11/2022 8:05,C,0.5
10/11/2022 12:20,C,6.5
10/11/2022 16:35,C,8
10/11/2022 20:50,C,3
10/12/2022 1:05,C,1
10/12/2022 5:20,C,-0.5
10/12/2022 9:35,C,0.5
10/12/2022 13:50,C,9.5
10/12/2022 18:05,C,6.5
10/12/2022 22:20,C,2.5
10/13/2022 2:35,C,1
10/13/2022 6:50,C,-0.5
10/13/2022 11:05,C,5
10/13/2022 15:20,C,11.5
10/13/2022 19:35,C,3.5
10/13/2022 23:50,C,0.5
10/14/2022 4:05,C,0
10/14/2022 8:20,C,-0.5
10/14/2022 12:35,C,6.5
10/14/2022 16:50,C,10
10/14/2022 21:05,C,1.5
10/15/2022 1:20,C,0
10/15/2022 5:35,C,-0.5
10/15/2022 9:50,C,2.5
10/15/2022 14:05,C,17
10/15/2022 18:20,C,6.5
10/15/2022 22:35,C,3
10/16/2022 2:50,C,1.5
10/16/2022 7:05,C,-0.5
10/16/2022 11:20,C,5.5
10/16/2022 15:35,C,16
10/16/2022 19:50,C,3.5
10/17/2022 0:05,C,1.5
10/17/2022 4:20,C,-1.5
10/17/2022 8:35,C,-1
10/17/2022 12:50,C,13.5
10/17/2022 17:05,C,14
10/17/2022 21:20,C,2.5
10/18/2022 1:35,C,-1
10/18/2022 5:50,C,-2.5
10/18/2022 10:05,C,1
10/18/2022 14:20,C,17.5
10/18/2022 18:35,C,7.5
10/18/2022 22:50,C,2.5
10/19/2022 3:05,C,0.5
10/19/2022 7:20,C,-0.5
10/19/2022 11:35,C,9
10/19/2022 15:50,C,13.5
10/19/2022 20:05,C,4.5
10/20/2022 0:20,C,1
10/20/2022 4:35,C,0.5
10/20/2022 8:50,C,1
10/20/2022 13:05,C,11
10/20/2022 17:20,C,10.5
10/20/2022 21:35,C,3.5
10/21/2022 1:50,C,2.5
10/21/2022 6:05,C,1
10/21/2022 10:20,C,2
10/21/2022 14:35,C,12
10/21/2022 18:50,C,5.5
10/21/2022 23:05,C,2.5
10/22/2022 3:20,C,1
10/22/2022 7:35,C,0.5
10/22/2022 11:50,C,9
10/22/2022 16:05,C,14.5
10/22/2022 20:20,C,4
10/23/2022 0:35,C,2
10/23/2022 4:50,C,1.5
10/23/2022 9:05,C,1.5
10/23/2022 13:20,C,5.5
10/23/2022 17:35,C,-1
10/23/2022 21:50,C,-4
10/24/2022 2:05,C,-4.5
10/24/2022 6:20,C,-6
10/24/2022 10:35,C,-4.5
10/24/2022 14:50,C,-1.5
10/24/2022 19:05,C,-6
10/24/2022 23:20,C,-7
10/25/2022 3:35,C,-6
10/25/2022 7:50,C,-5
10/25/2022 12:05,C,-2
10/25/2022 16:20,C,-1.5
10/25/2022 20:35,C,-4.5
10/26/2022 0:50,C,-4.5
10/26/2022 5:05,C,-5
10/26/2022 9:20,C,-3
10/26/2022 13:35,C,0
10/26/2022 17:50,C,-2
10/26/2022 22:05,C,-3.5
10/27/2022 2:20,C,-3.5
10/27/2022 6:35,C,-2
10/27/2022 10:50,C,-1.5
10/27/2022 15:05,C,-1
10/27/2022 19:20,C,-1
10/27/2022 23:35,C,-1
10/28/2022 3:50,C,-1
10/28/2022 8:05,C,-1
10/28/2022 12:20,C,-1
10/28/2022 16:35,C,-0.5
10/28/2022 20:50,C,-1
10/29/2022 1:05,C,-1
10/29/2022 5:20,C,-1
10/29/2022 9:35,C,-1
10/29/2022 13:50,C,-0.5
10/29/2022 18:05,C,-1
10/29/2022 22:20,C,-2
10/30/2022 2:35,C,-2
10/30/2022 6:50,C,-2.5
10/30/2022 11:05,C,-1.5
10/30/2022 15:20,C,-0.5
10/30/2022 19:35,C,-1
10/30/2022 23:50,C,-1.5
10/31/2022 4:05,C,-3.5
10/31/2022 8:20,C,-5
10/31/2022 12:35,C,-0.5
10/31/2022 16:50,C,0
10/31/2022 21:05,C,-2.5
11/1/2022 1:20,C,-3.5
11/1/2022 5:35,C,-3.5
11/1/2022 9:50,C,-2
11/1/2022 14:05,C,6
11/1/2022 18:20,C,-0.5
11/1/2022 22:35,C,-1.5
11/2/2022 2:50,C,-2
11/2/2022 7:05,C,-2.5
11/2/2022 11:20,C,0.5
11/2/2022 15:35,C,7.5
11/2/2022 19:50,C,-2
11/3/2022 0:05,C,-2
11/3/2022 4:20,C,-2.5
11/3/2022 8:35,C,-2.5
11/3/2022 12:50,C,2.5
11/3/2022 17:05,C,-0.5
11/3/2022 21:20,C,-0.5
11/4/2022 1:35,C,-0.5
11/4/2022 5:50,C,-0.5
11/4/2022 10:05,C,-0.5
11/4/2022 14:20,C,-3
11/4/2022 18:35,C,-7.5
11/4/2022 22:50,C,-7.5
11/5/2022 3:05,C,-7
11/5/2022 7:20,C,-5.5
