pop,tr,plantID,year,area,log_size,surv,log_size_t0,growth
TopLower,2,685,2025,55.553093477052,4.017339202690863,1,4.017339202690863,0
TopLower,2,686,2023,30.061944901923447,3.40326008289462,1,3.4197556043518955,-0.016495521457275508
TopLower,2,686,2024,38.34513020910303,3.646627536936785,1,3.40326008289462,0.24336745404216487
TopLower,2,686,2025,36.84513020910303,3.6067234581821315,1,3.646627536936785,-0.039904078754653405
TopLower,2,687,2023,47.769908169872416,3.866395905061158,1,3.750856553613794,0.11553935144736371
TopLower,2,687,2024,53.482297150257104,3.9793507047566155,1,3.866395905061158,0.11295479969545763
TopLower,2,687,2025,31.33893571891069,3.4448612771588647,1,3.9793507047566155,-0.5344894275977508
TopLower,2,688,2023,44.12831551628262,3.7871016516098637,1,3.7470752402359904,0.040026411373873305
TopLower,2,688,2024,52.482297150257104,3.96047591559588,1,3.7871016516098637,0.17337426398601652
TopLower,2,688,2025,52.911500823462205,3.9686207221055456,1,3.96047591559588,0.008144806509665425
TopLower,2,689,2023,62.47720833456485,4.134801823588343,1,4.19473693885295,-0.05993511526460704
TopLower,2,689,2024,70.97787143782138,4.262368158572322,1,4.134801823588343,0.12756633498397907
TopLower,2,689,2025,68.90707511102649,4.232758859409912,1,4.262368158572322,-0.029609299162410174
TopLower,2,690,2023,39.41592653589793,3.6741699614256853,1,3.700974089813517,-0.02680412838783175
TopLower,2,690,2024,49.840704496667314,3.9088320095451743,1,3.6741699614256853,0.234662048119489
TopLower,2,690,2025,45.69911184307752,3.822078863205344,1,3.9088320095451743,-0.08675314633983033
TopLower,2,691,2023,34.70353755551324,3.5468416286013493,1,3.5488795825522326,-0.0020379539508832423
TopLower,2,691,2024,50.269908169872416,3.91740665096465,1,3.5468416286013493,0.3705650223633006
TopLower,2,691,2025,55.482297150257104,4.016063999604916,1,3.91740665096465,0.09865734864026621
TopLower,2,692,2023,26.991148575128552,3.2955089817053524,1,3.0809351643101865,0.2145738173951659
TopLower,2,692,2024,28.491148575128552,3.349593462724515,1,3.2955089817053524,0.054084481019162745
TopLower,2,692,2025,30.561944901923447,3.4197556043518955,1,3.349593462724515,0.07016214162738033
TopLower,2,693,2023,38.55751918948772,3.652151131300465,1,3.5217951251714608,0.13035600612900433
TopLower,2,693,2024,42.62831551628262,3.7525187159519104,1,3.652151131300465,0.10036758465144535
TopLower,2,693,2025,41.62831551628262,3.728780597171378,1,3.7525187159519104,-0.023738118780532336
TopLower,2,694,2023,90.67698478811657,4.507303573962949,1,4.2235857234189575,0.283717850543991
TopLower,2,694,2024,90.16326809400117,4.5016221167897745,1,4.507303573962949,-0.0056814571731740315
TopLower,2,694,2025,45.62610266006476,3.8204799795024473,1,4.5016221167897745,-0.6811421372873272
TopLower,2,695,2023,92.32742735936014,4.525341251856431,1,4.28065268631368,0.2446885655427513
TopLower,2,695,2024,96.93782552275759,4.574069798999541,1,4.525341251856431,0.048728547143110035
TopLower,2,695,2025,103.92410807503335,4.643660902711046,1,4.574069798999541,0.06959110371150512
TopLower,2,696,2023,32.70353755551324,3.487483254177731,1,3.5176028038228306,-0.030119549645099664
TopLower,2,696,2024,32.20353755551324,3.472076308488439,1,3.487483254177731,-0.015406945689291796
TopLower,2,696,2025,32.70353755551324,3.487483254177731,1,3.472076308488439,0.015406945689291796
TopLower,2,697,2023,16.63716694115407,2.8116391649576147,1,2.8116391649576147,0
