pop,tr,plantID,year,area,log_size,surv,log_size_t0
NorthLower,2,2097,2023,157.07963267948966,5.056752891277546,1,5.152063071081871
NorthLower,2,2097,2024,207.34511513692632,5.334384627875826,1,5.056752891277546
NorthLower,2,2097,2025,157.07963267948966,5.056752891277546,1,5.334384627875826
NorthLower,2,2098,2023,1223.3361793078655,7.1093369787875,1,7.07485080271633
NorthLower,2,2098,2024,1246.58396494443,7.128162261260118,1,7.1093369787875
NorthLower,2,2098,2025,1090.760969326376,6.994630868635595,1,7.128162261260118
NorthLower,2,2099,2023,106.02875205865551,4.663710303167939,1,4.0069307667788685
NorthLower,2,2099,2024,223.83847656827274,5.41092470499816,1,4.663710303167939
NorthLower,2,2099,2025,235.61944901923448,5.462217999385711,1,5.41092470499816
NorthLower,2,2100,2023,255.2544031041707,5.542260707059247,1,5.171865698378051
NorthLower,2,2100,2024,351.85837720205683,5.863228757144495,1,5.542260707059247
NorthLower,2,2100,2025,387.201294554942,5.9589446987722,1,5.863228757144495
NorthLower,2,2101,2023,181.42697574481056,5.200853235251303,1,5.642036425961547
NorthLower,2,2101,2024,164.93361431346415,5.1055430554469785,1,5.200853235251303
NorthLower,2,2101,2025,0,NA,0,5.1055430554469785
NorthLower,2,2102,2023,376.99111843077515,5.932221628631446,1,5.834241220271243
NorthLower,2,2102,2024,440.6083696659685,6.088156430252206,1,5.932221628631446
NorthLower,2,2102,2025,440.6083696659685,6.088156430252206,1,6.088156430252206
NorthLower,2,2103,2023,318.871654339364,5.764788684331243,1,5.383174792045257
NorthLower,2,2103,2024,355.1570494883261,5.8725600845733785,1,5.764788684331243
NorthLower,2,2103,2025,360.49775699942876,5.887485734790054,1,5.8725600845733785
NorthLower,2,2104,2023,1365.8074061481627,7.219501039083792,1,7.1639311879289815
NorthLower,2,2104,2024,1847.2564803107982,7.521456833748027,1,7.219501039083792
NorthLower,2,2104,2025,1998.0529276831085,7.599928449189522,1,7.521456833748027
NorthLower,2,2105,2023,98.96016858807849,4.594717431680988,1,4.235772339207716
NorthLower,2,2105,2024,150.79644737231007,5.015930896757291,1,4.594717431680988
NorthLower,2,2105,2025,149.22565104551518,5.005459596889995,1,5.015930896757291
NorthLower,2,2106,2023,120.95131716320704,4.795388127143139,1,5.095973604430828
NorthLower,2,2106,2024,109.95574287564276,4.700077947338814,1,4.795388127143139
NorthLower,2,2106,2025,94.24777960769379,4.545927267511556,1,4.700077947338814
NorthLower,2,2107,2024,193.99334635916972,5.267823861357487,1,4.95139237561972
NorthLower,2,2107,2025,276.46015351590177,5.622066700327607,1,5.267823861357487
NorthLower,2,2108,2023,102.10176124166829,4.625969975185092,1,4.808291531979046
NorthLower,2,2108,2024,125.66370614359172,4.833609339963337,1,4.625969975185092
NorthLower,2,2108,2025,81.68140899333463,4.4028264238708825,1,4.833609339963337
NorthLower,2,2109,2023,188.49555921538757,5.2390744480715,1,5.230706198400984
NorthLower,2,2109,2024,149.22565104551518,5.005459596889995,1,5.2390744480715
NorthLower,2,2109,2025,94.24777960769379,4.545927267511556,1,5.005459596889995
NorthLower,2,2110,2023,98.96016858807849,4.594717431680988,1,4.663710303167939
NorthLower,2,2110,2024,0,NA,0,4.594717431680988
NorthLower,2,2111,2023,1668.1856990561803,7.419491907091339,1,7.413447309918624
NorthLower,2,2111,2024,1832.5302647470962,7.513452949175366,1,7.419491907091339
NorthLower,2,2111,2025,1753.0087007031045,7.469088848230711,1,7.513452949175366
NorthLower,2,2112,2023,0,NA,0,7.015085560331417
NorthLower,2,2113,2023,295.46678907012006,5.68855644159644,1,5.413027755194939
NorthLower,2,2113,2024,93.30530181161684,4.535876931658054,1,5.68855644159644
NorthLower,2,2113,2025,142.9424657383356,4.962442211806305,1,4.535876931658054
NorthLower,2,2114,2023,527.7875658030853,6.268693865252659,1,5.92385337896093
NorthLower,2,2114,2024,686.4379948093698,6.531515900385045,1,6.268693865252659
NorthLower,2,2114,2025,865.508776063988,6.763317514442369,1,6.531515900385045
NorthLower,2,2115,2024,27.48893571891069,3.313783586218923,1,3.224171427529236
NorthLower,2,2115,2025,25.132741228718345,3.224171427529236,1,3.313783586218923
NorthLower,2,2116,2023,173.57299411083608,5.1565982262472625,1,4.700077947338814
NorthLower,2,2116,2024,251.32741228718345,5.526756520523282,1,5.1565982262472625
NorthLower,2,2116,2025,293.7389131106456,5.682691322144041,1,5.526756520523282
NorthLower,2,2117,2023,113.09733552923255,4.72824882430551,1,5.036550183960027
NorthLower,2,2117,2024,125.66370614359172,4.833609339963337,1,4.72824882430551
NorthLower,2,2117,2025,141.37166941154067,4.95139237561972,1,4.833609339963337
NorthLower,2,2118,2023,125.66370614359172,4.833609339963337,1,4.788873446121945
NorthLower,2,2118,2024,133.5176877775662,4.894233961779771,1,4.833609339963337
NorthLower,2,2118,2025,87.96459430051421,4.476934396024604,1,4.894233961779771
NorthLower,2,2119,2023,956.3793435690727,6.863154637242471,1,6.863154637242471
NorthLower,2,2119,2024,989.6016858807848,6.897302524675033,1,6.863154637242471
NorthLower,2,2119,2025,979.7056690219771,6.887252188821532,1,6.897302524675033
NorthLower,2,2120,2023,397.4114706791088,5.984972194016975,1,5.631398027756491
NorthLower,2,2120,2024,459.61500522018673,6.130389193875478,1,5.984972194016975
NorthLower,2,2120,2025,391.7173339944773,5.970540492933583,1,6.130389193875478
